model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"LSTM-1HL-Lstm1HL-run_0-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.7409,0.3741,0.26149321,4.0704,0.0361,0.0023,0.0195,0.0351,0.0029,0.0543,inf,114.7782,0.0361,2.1502,0.0195,9.5143,216.9064,14.7277,inf,114.7782
"LSTM-1HL-Lstm1HL-run_1-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.3376,0.3338,0.25767922,3.6539,0.0127,0.0024,-0.0087,0.0359,0.003,0.055,inf,115.4012,0.0127,2.2201,-0.0087,9.7357,223.1495,14.9382,inf,115.4012
"LSTM-1HL-Lstm1HL-run_0-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.8028,0.3803,0.28060532,4.1807,0.0659,0.0022,0.0529,0.0342,0.0028,0.0533,inf,114.1152,0.0659,2.0809,0.0529,9.2908,209.5057,14.4743,inf,114.1152
"LSTM-1HL-Lstm1HL-run_1-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.9053,0.3905,0.25811648,4.2162,0.1558,0.002,0.1445,0.0326,0.0026,0.0507,inf,112.8221,0.1558,1.9521,0.1445,8.8574,189.2447,13.7566,inf,112.8221
"LSTM-1HL-Lstm1HL-run_0-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.7979,0.3798,0.26078224,4.1766,-0.1962,0.0028,-0.2207,0.0389,0.0037,0.0606,inf,118.1587,-0.1962,2.6053,-0.2207,10.5547,270.047,16.4331,inf,118.1587
"LSTM-1HL-Lstm1HL-run_1-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.4418,0.3442,0.26919007,3.7677,0.0358,0.0023,0.0176,0.0352,0.003,0.0543,inf,114.8808,0.0358,2.1642,0.0176,9.5567,217.3118,14.7415,inf,114.8808
"LSTM-1HL-Lstm1HL-run_0-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",4.1507,0.4151,0.27904129,4.5047,0.0739,0.0022,0.0562,0.0346,0.0028,0.0532,inf,114.3584,0.0739,2.1165,0.0562,9.391,208.7803,14.4492,inf,114.3584
"LSTM-1HL-Lstm1HL-run_1-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.7825,0.3783,0.27076435,4.1087,-0.1061,0.0027,-0.1308,0.0378,0.0034,0.0583,inf,117.1634,-0.1061,2.4324,-0.1308,10.2458,250.1519,15.8162,inf,117.1634
"LSTM-1HL-Lstm1HL-run_0-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",5.2001,0.52,0.33689904,5.6037,-0.1656,0.0028,-0.19,0.0385,0.0036,0.0598,inf,117.9759,-0.1656,2.5595,-0.19,10.4545,263.254,16.2251,inf,117.9759
"LSTM-1HL-Lstm1HL-run_1-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.3705,0.337,0.25602913,3.6907,-0.0973,0.0026,-0.119,0.0374,0.0034,0.058,inf,116.8546,-0.0973,2.389,-0.119,10.1391,247.535,15.7332,inf,116.8546
"LSTM-1HL-Lstm1HL-run_0-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.7403,0.374,0.25868726,4.0849,-0.0759,0.0026,-0.0999,0.0373,0.0033,0.0575,inf,116.6863,-0.0759,2.3596,-0.0999,10.1129,243.3103,15.5984,inf,116.6863
"LSTM-1HL-Lstm1HL-run_1-hs_(20, True)-ep_10-bs_64-lr_0.2-ac_('elu', 'elu')-op_sgd-lo_mse-dr_(0.2,)",3.3234,0.3323,0.28237629,3.6611,-0.0177,0.0024,-0.0372,0.0361,0.0031,0.0558,inf,115.6714,-0.0177,2.2395,-0.0372,9.7992,229.4541,15.1477,inf,115.6714
