model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
DeMlp-run_0-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,67.5595,0.0676,0.00062728,67.5667,0.268,31.54186963022223,6.085,62.215,7.8876,0.9153,5.4179,0.1174,inf,inf,79.2743,0.7834,1.2058
DeMlp-run_1-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,69.8049,0.0698,0.00024629,69.8122,0.2305,33.849951165241336,4.7666,54.802,7.4028,0.6173,3.2188,0.2226,inf,inf,68.3492,0.6494,0.9445
DeMlp-run_2-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,72.7066,0.0727,0.00025702,72.7296,0.1764,35.79291802851325,4.6649,58.3335,7.6376,0.6502,2.9714,0.1725,inf,inf,71.4819,0.6171,0.9244
DeMlp-run_3-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,69.4983,0.0695,0.00025129,69.509,0.0672,33.513513185448616,6.5424,72.7544,8.5296,0.9649,5.6302,-0.0321,inf,inf,84.9199,0.8033,1.2964
DeMlp-run_4-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,70.6688,0.0707,0.00033379,70.6911,0.1398,35.23366673863843,4.7252,60.6888,7.7903,0.7031,2.3699,0.1391,inf,inf,74.5631,0.605,0.9363
DeMlp-run_5-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,60.2644,0.0603,0.00025988,60.2714,0.2142,32.46440067786835,6.0876,64.3929,8.0245,0.8716,5.1193,0.0865,inf,inf,80.0708,0.7847,1.2063
DeMlp-run_6-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,61.6491,0.0616,0.00027561,61.6557,0.2902,31.960902286974797,6.3032,64.9251,8.0576,1.0187,5.5542,0.079,inf,inf,80.1504,0.7923,1.249
DeMlp-run_7-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,54.9878,0.055,0.00052333,55.0017,0.1545,34.54621312044493,4.9665,59.9349,7.7418,0.6724,3.6648,0.1498,inf,inf,70.423,0.6623,0.9841
DeMlp-run_8-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,46.2016,0.0462,0.00019073,46.2081,0.174,35.05851951603825,5.0342,58.3896,7.6413,0.6803,3.9696,0.1717,inf,inf,71.99,0.6759,0.9976
DeMlp-run_9-hs_7True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,47.0847,0.0471,0.00013328,47.0909,0.2358,33.384265392723194,5.738,59.2607,7.6981,0.8635,5.1988,0.1593,inf,inf,77.9913,0.7567,1.137
