model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
GaMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,63.5761,0.0636,0.00031567,63.5835,0.2406,34.07794332995409,4.9962,55.659,7.4605,0.6952,3.3465,0.2104,inf,inf,70.9713,0.682,0.99
GaMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,64.4359,0.0644,0.00429153,64.4558,0.2715,33.49221408817455,5.0432,54.5997,7.3892,0.721,3.5377,0.2255,inf,inf,71.1459,0.6913,0.9994
GaMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,66.6885,0.0667,0.00027823,66.6957,0.2654,32.66991863297266,5.5398,58.7478,7.6647,0.8285,4.6609,0.1666,inf,inf,75.376,0.7374,1.0978
GaMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,62.3768,0.0624,0.0002501,62.3833,0.2515,33.056110003583804,5.5844,59.1074,7.6881,0.8335,4.7078,0.1615,inf,inf,75.6384,0.7382,1.1066
GaMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,62.4735,0.0625,0.00023055,62.4797,0.2624,33.365439020201386,5.3755,57.0642,7.5541,0.7817,4.3629,0.1905,inf,inf,74.345,0.7261,1.0652
GaMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,56.9487,0.0569,0.00022721,56.9556,0.2614,33.10119501330621,5.4816,58.0201,7.6171,0.8305,4.6489,0.1769,inf,inf,74.827,0.73,1.0862
GaMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,59.0865,0.0591,0.00024533,59.099,0.2576,33.422995096163774,5.2311,56.229,7.4986,0.7626,4.1918,0.2023,inf,inf,72.7246,0.7077,1.0366
GaMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,54.2781,0.0543,0.00023627,54.285,0.29,32.65231789614921,5.6014,57.4976,7.5827,0.8605,4.6197,0.1844,inf,inf,75.5972,0.7448,1.11
GaMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,44.5557,0.0446,0.00038838,44.5622,0.2702,33.909123305719504,4.9528,53.2663,7.2984,0.6861,3.6908,0.2444,inf,inf,70.8442,0.6879,0.9814
GaMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pc_0.8-pm_0.2-pop_size_50,42.2018,0.0422,0.00018001,42.2087,0.2569,33.843611388354944,5.1834,55.3257,7.4381,0.7552,4.3259,0.2152,inf,inf,72.8774,0.7065,1.0271
