model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",7.944,0.0053,0.07124996,8.0181,0.1992,0.0614,0.1888,0.4054,0.4125,0.6423,173.6521,124.8417,0.1992,0.3828,0.1888,5.8071,84.6239,9.1991,46.2557,44.4489
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",8.2702,0.0055,0.12723994,8.4004,0.1398,0.0675,0.1298,0.4091,0.4425,0.6652,170.7137,124.5272,0.1398,0.4997,0.1298,5.8598,90.7849,9.5281,45.3323,45.112
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",8.3935,0.0056,0.188658,8.5849,0.1694,0.0648,0.1572,0.4146,0.4286,0.6547,191.3655,125.7918,0.1694,0.4376,0.1572,5.9379,87.9271,9.3769,46.5794,46.7392
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",8.586,0.0057,0.25384092,8.8426,0.1163,0.0699,0.102,0.4314,0.4566,0.6758,200.6662,130.1361,0.1163,0.4943,0.102,6.1785,93.6823,9.679,48.0581,49.3582
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",9.876,0.0066,0.36452341,10.2441,0.2221,0.0581,0.2153,0.3973,0.3991,0.6317,174.2325,123.3914,0.2221,0.4013,0.2153,5.6901,81.8664,9.048,45.1816,42.9632
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",10.1661,0.0068,0.43595171,10.6049,0.1523,0.0661,0.1452,0.4045,0.4347,0.6593,177.2355,122.5547,0.1523,0.4564,0.1452,5.7938,89.1737,9.4432,45.286,43.8739
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",11.9197,0.0079,0.57909656,12.5027,0.1203,0.0692,0.1109,0.4193,0.4521,0.6724,190.8318,130.387,0.1203,0.4997,0.1109,6.0063,92.7495,9.6307,46.1893,45.6935
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",12.5151,0.0083,0.65964842,13.1785,0.1649,0.0656,0.1583,0.4116,0.428,0.6542,179.4042,124.9701,0.1649,0.4119,0.1583,5.8953,87.8111,9.3708,48.2861,44.9173
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",12.2875,0.0082,0.74203992,13.0337,0.1333,0.0691,0.1221,0.4146,0.4464,0.6682,181.4484,126.7415,0.1333,0.4769,0.1221,5.9382,91.5856,9.57,46.9346,46.3027
"RNN-1HL-sliding_3-net_para_hs_(10, True)-ep_1500-bs_128-lr_0.001-ac_('elu', 'elu')-op_adam-lo_mse-dr_(0.2,)",13.0852,0.0087,0.8380518,13.9272,0.121,0.0703,0.1128,0.4155,0.4511,0.6717,195.9732,124.7405,0.121,0.5187,0.1128,5.9509,92.5544,9.6205,45.8734,46.1828
