model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
NroMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,207.69,0.2077,0.0003438,207.6975,0.2367,33.48458215685283,5.3813,58.0288,7.6177,0.7884,4.3878,0.1768,inf,inf,73.6295,0.7173,1.0664
NroMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,193.3432,0.1933,0.000319,193.3671,0.2549,33.23964872497345,5.3551,57.2993,7.5696,0.7901,4.4773,0.1872,inf,inf,73.4162,0.7176,1.0612
NroMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,137.9471,0.1379,0.00024128,137.954,0.2773,33.21542369182642,5.045,54.0863,7.3543,0.736,3.8254,0.2327,inf,inf,71.252,0.6937,0.9997
NroMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,154.2897,0.1543,0.00030732,154.2964,0.2923,33.10302086425845,5.0335,53.3937,7.3071,0.7488,4.0627,0.2426,inf,inf,71.0214,0.6886,0.9974
NroMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,245.8225,0.2458,0.00037694,245.8338,0.2736,33.747825138267515,4.9814,54.1328,7.3575,0.7063,3.5672,0.2321,inf,inf,71.0946,0.6895,0.9871
NroMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,244.4339,0.2444,0.00028276,244.4462,0.2678,33.44692521936403,4.9487,54.51,7.3831,0.6982,3.6197,0.2267,inf,inf,70.3898,0.6797,0.9806
NroMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,252.731,0.2527,0.00030637,252.743,0.2715,33.596516687913756,4.8372,53.6243,7.3229,0.6799,3.2807,0.2393,inf,inf,69.2829,0.6664,0.9585
NroMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,145.1257,0.1451,0.00032997,145.1341,0.2881,33.17846810324282,5.2205,54.5256,7.3841,0.7755,4.1536,0.2265,inf,inf,72.9585,0.7128,1.0345
NroMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,145.8068,0.1458,0.00042057,145.8138,0.2632,33.422251226474344,5.3252,56.258,7.5005,0.7819,4.4978,0.2019,inf,inf,73.6557,0.7191,1.0552
NroMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,144.9664,0.145,0.00027585,144.9729,0.2615,33.46056850719478,5.0396,55.1422,7.4258,0.7018,3.5711,0.2178,inf,inf,71.4098,0.6922,0.9986
