model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
NroLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3467.7432,3.4677,0.01104021,3468.1504,0.2554,33.72203748722894,5.2213,56.1515,7.4934,0.7771,4.2042,0.2034,inf,inf,72.751,0.705,1.0346
NroLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3446.1305,3.4461,0.00973463,3446.5048,0.2737,33.524016652875616,5.1758,55.2533,7.4333,0.7721,4.2584,0.2162,inf,inf,72.1593,0.7026,1.0256
NroLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3457.4378,3.4574,0.01307297,3457.8269,0.2729,33.69696810605666,5.1651,55.0382,7.4188,0.7725,4.2208,0.2192,inf,inf,72.4146,0.7024,1.0235
NroLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1487.9598,1.488,0.00314379,1488.0574,0.2554,33.41159138908102,5.1081,56.1658,7.4944,0.7544,3.7335,0.2032,inf,inf,71.3573,0.6883,1.0122
NroLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1478.8681,1.4789,0.00299978,1478.9625,0.2841,33.137258647970995,5.249,55.4065,7.4436,0.8049,4.2417,0.214,inf,inf,72.9028,0.71,1.0401
NroLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1476.0481,1.476,0.00298095,1476.1434,0.2569,33.57530675446176,4.9437,54.5764,7.3876,0.724,3.778,0.2258,inf,inf,69.8999,0.6712,0.9796
NroLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1480.4679,1.4805,0.00298953,1480.5629,0.2587,33.62715190940128,5.1248,55.6188,7.4578,0.7699,3.9925,0.211,inf,inf,71.6739,0.6936,1.0155
NroLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1488.1479,1.4881,0.00297117,1488.2461,0.2622,33.307422147451334,5.3488,56.9305,7.5452,0.8123,4.4776,0.1924,inf,inf,73.5922,0.7166,1.0599
NroLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1473.4916,1.4735,0.00297213,1473.5867,0.2675,33.58603672871603,5.0817,55.0896,7.4222,0.7668,3.9641,0.2185,inf,inf,71.3457,0.6906,1.007
NroLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,1481.1789,1.4812,0.00299788,1481.2733,0.2317,33.60461357152044,5.197,57.6392,7.5921,0.7672,3.8861,0.1823,inf,inf,72.3304,0.6992,1.0298
