model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
DeLstm-run_0-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1215.6091,1.2156,0.01037598,1215.9904,0.256,33.47952357606834,5.0894,55.7982,7.4698,0.7396,3.7273,0.2085,inf,inf,71.2978,0.691,1.0085
DeLstm-run_1-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1201.1425,1.2011,0.0129025,1201.5255,0.2635,32.6402480166836,5.5267,58.2949,7.6351,0.8449,4.6987,0.173,inf,inf,75.0535,0.7333,1.0952
DeLstm-run_2-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1025.6749,1.0257,0.01174664,1025.9955,0.2507,33.06484797335522,5.4076,58.5108,7.6492,0.8327,4.4773,0.17,inf,inf,73.804,0.7174,1.0716
DeLstm-run_3-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1194.2885,1.1943,0.00785565,1194.696,0.2593,33.56371565457637,5.091,55.1929,7.4292,0.7547,4.0699,0.217,inf,inf,71.1497,0.6884,1.0088
DeLstm-run_4-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1212.8759,1.2129,0.01068401,1213.2274,0.2139,33.92685534636113,4.8046,56.5909,7.5227,0.677,2.9293,0.1972,inf,inf,68.7522,0.6397,0.9521
DeLstm-run_5-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1034.3106,1.0343,0.01031947,1034.6406,0.2421,32.90095816263485,5.2027,56.9286,7.5451,0.7792,4.3338,0.1924,inf,inf,71.6796,0.6964,1.031
DeLstm-run_6-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1221.3891,1.2214,0.01110625,1221.7438,0.2352,33.16786587574332,5.5927,60.2174,7.76,0.8477,4.9161,0.1458,inf,inf,75.5904,0.7362,1.1082
DeLstm-run_7-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1212.7728,1.2128,0.00704765,1213.1742,0.2673,32.39581362092029,5.8297,60.7637,7.7951,0.8988,5.053,0.138,inf,inf,77.3365,0.7585,1.1552
DeLstm-run_8-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1044.7715,1.0448,0.0105083,1045.0647,0.2493,33.01053838152667,5.659,60.065,7.7502,0.8592,4.8931,0.1479,inf,inf,75.9867,0.7422,1.1214
DeLstm-run_9-hs_[7]True-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,1209.0999,1.2091,0.01413107,1209.4768,0.2079,32.649637933556136,5.6729,63.3313,7.9581,0.8289,4.3091,0.1016,inf,inf,75.3073,0.7302,1.1241
