model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
WdoMlp-run_0-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,51.7164,0.0517,0.00058103,51.7237,0.2501,33.176001059509545,5.5747,58.3885,7.6412,0.837,4.8698,0.1717,inf,inf,75.8055,0.7396,1.1047
WdoMlp-run_1-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,50.7932,0.0508,0.00028038,50.819,0.2608,33.50846746882632,5.3055,56.357,7.5071,0.7823,4.1193,0.2005,inf,inf,73.5363,0.7153,1.0513
WdoMlp-run_2-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,49.9263,0.0499,0.00026584,49.9337,0.2553,33.15459077481652,5.4399,57.7529,7.5995,0.8239,4.6252,0.1807,inf,inf,74.3636,0.7243,1.078
WdoMlp-run_3-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,52.2112,0.0522,0.00034308,52.2177,0.255,33.88065290700678,5.1277,55.661,7.4606,0.7428,3.6529,0.2104,inf,inf,72.1258,0.698,1.0161
WdoMlp-run_4-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,51.3089,0.0513,0.0002625,51.315,0.2541,33.07860913176499,5.3259,57.4288,7.5782,0.7797,4.3895,0.1853,inf,inf,73.2417,0.7139,1.0554
WdoMlp-run_5-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,51.7981,0.0518,0.00032043,51.8128,0.2663,33.67716266815633,5.0884,54.9781,7.4147,0.7281,3.7419,0.2201,inf,inf,71.7558,0.6975,1.0083
WdoMlp-run_6-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,42.9338,0.0429,0.00027037,42.9407,0.2617,33.852074704703035,5.0406,54.5847,7.3881,0.7171,3.6208,0.2257,inf,inf,71.2954,0.6908,0.9988
WdoMlp-run_7-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,45.7275,0.0457,0.00028872,45.7345,0.2863,33.499616167882294,5.08,53.726,7.3298,0.7425,4.0095,0.2379,inf,inf,71.6532,0.6982,1.0066
WdoMlp-run_8-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,47.3498,0.0473,0.00026679,47.3568,0.2748,33.20454160111258,5.1849,54.9353,7.4118,0.7564,4.2398,0.2207,inf,inf,72.317,0.7062,1.0274
WdoMlp-run_9-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,34.792,0.0348,0.00072742,34.7989,0.2665,33.12507528474673,5.3686,57.1184,7.5577,0.7968,4.5091,0.1897,inf,inf,73.8738,0.721,1.0638
