model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",994.3072,0.9943,0.00272465,994.5203,0.0171,0.0812,0.0171,0.4171,0.4998,0.707,178.0204,121.0225,0.0171,0.4206,0.0171,5.9739,102.5404,10.1262,50.2856,42.3553
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1018.6638,1.0187,0.00304508,1018.9646,0.0997,0.0717,0.0878,0.4303,0.4639,0.6811,188.6091,135.8537,0.0997,0.4865,0.0878,6.1627,95.1639,9.7552,49.1037,47.144
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1004.4317,1.0044,0.00282049,1004.7194,0.0696,0.0776,0.065,0.4159,0.4755,0.6895,191.0567,115.1424,0.0696,0.4936,0.065,5.9572,97.5413,9.8763,48.0351,45.1342
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1004.0156,1.004,0.00289059,1004.3509,0.0805,0.0759,0.0776,0.4129,0.469,0.6849,212.3648,112.7688,0.0805,0.5204,0.0776,5.9146,96.2259,9.8095,53.1143,43.7787
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1006.6102,1.0066,0.00288033,1006.9721,0.1632,0.0684,0.1622,0.3878,0.426,0.6527,192.729,108.477,0.1632,0.4563,0.1622,5.5539,87.4037,9.349,45.5194,41.9739
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1006.5899,1.0066,0.00283027,1007.057,0.1473,0.0684,0.1127,0.4459,0.4512,0.6717,202.3555,135.9264,0.1473,0.4919,0.1127,6.3874,92.5672,9.6212,48.9,52.0371
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1014.5701,1.0146,0.00292492,1015.0185,0.0936,0.0744,0.0896,0.4032,0.463,0.6804,175.1784,119.2111,0.0936,0.5395,0.0896,5.7747,94.9787,9.7457,48.5723,43.072
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1012.2119,1.0122,0.00302577,1012.6999,0.1268,0.0707,0.1172,0.4103,0.4489,0.67,160.2567,123.9574,0.1268,0.4997,0.1172,5.8761,92.0958,9.5967,46.0005,44.8159
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1018.499,1.0185,0.00267911,1019.0273,0.1386,0.0683,0.1303,0.411,0.4423,0.665,159.865,123.6389,0.1386,0.4686,0.1303,5.8863,90.7302,9.5252,49.6972,43.5817
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1023.1047,1.0231,0.00280571,1023.6782,0.0933,0.0747,0.0676,0.4436,0.4741,0.6886,184.2541,136.5903,0.0933,0.5514,0.0676,6.3538,97.2725,9.8627,48.9148,50.583
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1114.2676,1.1143,0.00284719,1114.9166,0.1637,0.0682,0.1636,0.3757,0.4253,0.6522,165.3716,100.6723,0.1637,0.4244,0.1636,5.3807,87.2608,9.3413,45.8946,41.9983
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1114.7019,1.1147,0.00328708,1115.4089,0.0974,0.0703,0.0941,0.4263,0.4607,0.6787,208.0049,122.4752,0.0974,0.4218,0.0941,6.1055,94.5087,9.7216,50.2937,46.6837
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1121.3756,1.1214,0.00294137,1122.1267,0.1338,0.0683,0.105,0.4331,0.4551,0.6746,147.1533,146.0114,0.1338,0.421,0.105,6.2029,93.3712,9.6629,48.4326,46.2448
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",1124.426,1.1244,0.00307131,1125.3232,0.1373,0.0682,0.127,0.4196,0.4439,0.6663,193.9927,126.5474,0.1373,0.5308,0.127,6.0106,91.0756,9.5434,47.8516,46.9671
"WVO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-wep_minmax_(1.0, 0.2)",653.1891,0.6532,0.00194621,653.6995,0.1329,0.0677,0.1245,0.4105,0.4452,0.6672,178.101,129.9633,0.1329,0.4997,0.1245,5.88,91.333,9.5568,45.3762,43.379
