model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",869.2949,0.8693,0.00306392,869.512,0.1297,0.0701,0.1106,0.4258,0.4523,0.6725,181.8719,124.9241,0.1297,0.5292,0.1106,6.0993,92.7885,9.6327,47.5129,48.7519
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",888.6006,0.8886,0.00345707,888.9018,0.1331,0.0713,0.1155,0.4326,0.4498,0.6707,187.2065,126.7152,0.1331,0.4597,0.1155,6.1961,92.2754,9.606,50.1691,50.3259
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",890.7234,0.8907,0.00450754,891.0046,0.1172,0.0722,0.1009,0.4229,0.4572,0.6762,193.6672,128.9243,0.1172,0.4815,0.1009,6.0568,93.7992,9.685,46.3365,48.3687
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",890.8171,0.8908,0.00308442,891.1378,0.0366,0.0809,0.0253,0.4443,0.4956,0.704,189.0437,127.1887,0.0366,0.6264,0.0253,6.3641,101.6794,10.0836,52.1173,49.7937
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",896.5527,0.8966,0.00302029,896.9266,0.0545,0.0793,0.0386,0.4449,0.4889,0.6992,212.0108,133.2493,0.0545,0.4597,0.0386,6.3728,100.2968,10.0148,48.7587,49.8931
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",901.6366,0.9016,0.00289559,902.1084,0.0109,0.0792,0.0096,0.4299,0.5037,0.7097,192.6331,124.484,0.0109,0.5042,0.0096,6.1569,103.3264,10.165,53.0081,45.7022
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",908.9823,0.909,0.00444293,909.4282,0.008,0.0832,-0.0081,0.4623,0.5126,0.716,235.1303,131.2185,0.008,0.5857,-0.0081,6.6222,105.1647,10.255,50.7749,52.715
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",912.2391,0.9122,0.00331354,912.7322,0.0949,0.072,0.0904,0.4204,0.4626,0.6801,181.522,126.615,0.0949,0.4746,0.0904,6.0215,94.8961,9.7415,47.8898,45.6555
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",915.0866,0.9151,0.00324011,915.6137,0.1578,0.0676,0.1505,0.4018,0.432,0.6572,168.4341,117.941,0.1578,0.4612,0.1505,5.755,88.6207,9.4139,46.905,45.2667
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",930.019,0.93,0.00383854,930.5869,0.0378,0.0751,0.0315,0.4494,0.4925,0.7018,207.7858,124.7212,0.0378,0.5207,0.0315,6.4366,101.04,10.0519,51.8688,49.9015
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",926.8553,0.9269,0.00311375,927.4758,0.0728,0.0771,0.0668,0.4324,0.4746,0.6889,184.0311,122.3957,0.0728,0.5754,0.0668,6.1927,97.3564,9.8669,48.0415,49.0568
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",1078.6986,1.0787,0.00398636,1079.4022,0.1624,0.0644,0.1479,0.4088,0.4333,0.6583,167.3409,118.7135,0.1624,0.4252,0.1479,5.8553,88.8943,9.4284,43.8693,45.998
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",1077.3582,1.0774,0.00298452,1078.1039,0.1038,0.0724,0.1013,0.4152,0.457,0.676,194.8421,116.31,0.1038,0.4796,0.1013,5.9469,93.7515,9.6825,48.7389,44.1838
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",1083.81,1.0838,0.00417447,1084.7061,0.0643,0.0778,0.0554,0.4336,0.4804,0.6931,215.608,126.3732,0.0643,0.5695,0.0554,6.2098,98.5479,9.9271,48.6915,48.1155
"PSO_LSTM-sliding_3-hs_([10], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_100-c1_2.0-c2_2.0-w_min_0.4-w_max_0.9",944.7775,0.9448,0.00316262,945.5767,0.0748,0.0775,0.0521,0.4473,0.482,0.6943,191.0591,131.8308,0.0748,0.5239,0.0521,6.4068,98.8895,9.9443,53.4956,49.1106
