model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
PsoMlp-run_0-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,44.732,0.0447,0.00042725,44.7601,0.2808,33.529477467961236,5.2216,54.9104,7.4102,0.7782,4.45,0.2211,inf,inf,72.9349,0.711,1.0347
PsoMlp-run_1-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,41.7038,0.0417,0.00042295,41.7114,0.2434,33.27891727617361,5.1119,57.0782,7.555,0.7086,3.6722,0.1903,inf,inf,71.6813,0.6954,1.013
PsoMlp-run_2-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,43.2059,0.0432,0.00028801,43.2127,0.2597,33.6238951255245,5.2333,56.2303,7.4987,0.7393,3.9973,0.2023,inf,inf,73.4601,0.7149,1.037
PsoMlp-run_3-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,44.963,0.045,0.00027037,44.97,0.1761,33.734329688982925,5.2183,61.0542,7.8137,0.7281,3.8478,0.1339,inf,inf,71.0742,0.6885,1.034
PsoMlp-run_4-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,41.861,0.0419,0.00034833,41.8674,0.2829,33.236782004339716,5.3405,55.2896,7.4357,0.8005,4.5844,0.2157,inf,inf,74.2443,0.7264,1.0583
PsoMlp-run_5-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,45.5073,0.0455,0.00027752,45.5141,0.2182,33.04382250859193,4.9812,57.6718,7.5942,0.6792,3.5945,0.1819,inf,inf,69.0399,0.6636,0.9871
PsoMlp-run_6-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,43.8251,0.0438,0.00032663,43.832,0.1925,33.235371083403436,5.1452,61.4914,7.8416,0.7267,3.5487,0.1277,inf,inf,71.2112,0.6914,1.0196
PsoMlp-run_7-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,39.128,0.0391,0.00035405,39.1428,0.2674,33.55977326086727,5.223,55.4845,7.4488,0.7692,4.257,0.2129,inf,inf,72.8615,0.7095,1.035
PsoMlp-run_8-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,37.9829,0.038,0.00028062,37.9896,0.2618,32.95684309868718,4.7784,53.4889,7.3136,0.7041,3.8651,0.2412,inf,inf,69.8794,0.6459,0.9469
PsoMlp-run_9-hs_7True-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,39.7173,0.0397,0.00029469,39.7241,0.3016,33.16439999720047,4.9097,52.7104,7.2602,0.7153,3.6768,0.2523,inf,inf,70.1463,0.6824,0.9729
