model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
HgsoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,53.9545,0.054,0.00036454,53.9623,0.2712,33.13254339821518,5.2935,55.9337,7.4789,0.7807,4.2592,0.2065,inf,inf,73.3763,0.7177,1.0489
HgsoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,54.2383,0.0542,0.00024891,54.2455,0.2295,33.652855160340735,5.3895,57.7509,7.5994,0.7958,4.4052,0.1808,inf,inf,74.5963,0.7217,1.068
HgsoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,53.5558,0.0536,0.00026107,53.5706,0.2406,33.200237370495586,5.7254,59.9403,7.7421,0.858,4.9437,0.1497,inf,inf,77.384,0.7532,1.1345
HgsoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,55.3164,0.0553,0.00035334,55.3233,0.2304,33.44592885591709,5.4468,59.2067,7.6946,0.8273,4.7188,0.1601,inf,inf,74.5327,0.7236,1.0793
HgsoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,56.1565,0.0562,0.00028825,56.1771,0.2676,33.90841160882643,5.037,54.6747,7.3942,0.717,3.5273,0.2244,inf,inf,71.7651,0.696,0.9981
HgsoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,53.6213,0.0536,0.00032854,53.6441,0.2628,31.934261232876352,5.9845,61.2938,7.829,0.9073,5.3919,0.1305,inf,inf,78.6911,0.7757,1.1859
HgsoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,48.5786,0.0486,0.00025702,48.5857,0.2146,33.770556744317005,5.3717,59.3986,7.707,0.8048,4.5833,0.1574,inf,inf,74.1459,0.7165,1.0644
HgsoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,48.058,0.0481,0.00040507,48.0816,0.2626,33.64410772033375,5.1542,55.5806,7.4552,0.7559,4.0061,0.2115,inf,inf,72.0915,0.6994,1.0213
HgsoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,38.9697,0.039,0.00030947,38.977,0.2204,33.94307265954159,5.0185,57.7491,7.5993,0.7178,3.4584,0.1808,inf,inf,70.5468,0.6765,0.9945
HgsoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,35.9652,0.036,0.00018597,35.9717,0.26,33.63522254011628,5.2728,56.0821,7.4888,0.7582,4.1242,0.2044,inf,inf,73.7606,0.7179,1.0448
