model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
EoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,47.7608,0.0478,0.00038981,47.7681,0.2619,33.549990009840776,5.1825,55.742,7.4661,0.7394,3.8525,0.2093,inf,inf,72.6614,0.7078,1.0269
EoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,49.6422,0.0496,0.00025892,49.6662,0.2756,33.47666933082673,5.1893,55.1027,7.4231,0.7621,4.0958,0.2183,inf,inf,72.6114,0.7077,1.0283
EoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,48.6545,0.0487,0.00027442,48.6611,0.2602,33.58585391806717,5.1987,55.9392,7.4793,0.7421,3.85,0.2065,inf,inf,72.8489,0.7093,1.0302
EoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,50.4341,0.0504,0.00023055,50.4407,0.276,33.58250854426219,5.2112,55.1269,7.4248,0.773,4.4748,0.218,inf,inf,72.7685,0.7086,1.0326
EoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,49.3274,0.0493,0.00027394,49.3337,0.2764,33.446121700423234,5.1753,54.9721,7.4143,0.7577,4.0964,0.2202,inf,inf,72.4925,0.7066,1.0255
EoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,48.4404,0.0484,0.01630211,48.4791,0.2701,33.54498195871973,5.1821,55.3879,7.4423,0.7495,3.9421,0.2143,inf,inf,72.6992,0.7084,1.0269
EoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,42.3156,0.0423,0.00024199,42.3227,0.2739,33.46689241606651,5.2249,55.3759,7.4415,0.77,4.1467,0.2145,inf,inf,72.9589,0.7112,1.0353
EoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,42.7583,0.0428,0.00025487,42.7648,0.2762,33.45449188815423,5.2064,55.1748,7.428,0.7658,4.1692,0.2173,inf,inf,72.7784,0.7097,1.0317
EoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,43.2438,0.0432,0.0002501,43.2504,0.277,33.452263271412015,5.199,55.0846,7.4219,0.7644,4.1897,0.2186,inf,inf,72.7018,0.709,1.0302
EoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,37.3147,0.0373,0.00024366,37.3372,0.2544,33.88224720934184,5.0995,56.1103,7.4907,0.7133,3.7447,0.204,inf,inf,72.5334,0.7026,1.0105
