model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
"MvoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",91.628,0.0916,0.0003736,91.6349,0.2405,33.01377026240017,5.2941,58.0634,7.6199,0.7813,4.2187,0.1763,inf,inf,72.4081,0.7068,1.0491
"MvoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",90.3153,0.0903,0.00023842,90.3332,0.3046,33.29094555554826,4.9324,52.19,7.2243,0.7406,3.8232,0.2596,inf,inf,70.3654,0.6814,0.9774
"MvoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",91.2314,0.0912,0.00028396,91.2417,0.2606,33.43761797641025,5.1728,55.7917,7.4694,0.7511,4.0844,0.2086,inf,inf,72.1398,0.7031,1.025
"MvoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",90.1491,0.0901,0.00033975,90.172,0.2589,33.36261101150936,5.1212,55.4345,7.4454,0.7243,3.7869,0.2136,inf,inf,71.584,0.6982,1.0148
"MvoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",77.5063,0.0775,0.00034642,77.5295,0.2001,33.92920643574452,5.0537,59.2495,7.6974,0.691,3.412,0.1595,inf,inf,70.492,0.6797,1.0014
"MvoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",79.4622,0.0795,0.00032496,79.4693,0.2789,33.0590901914158,4.7231,52.6482,7.2559,0.6637,3.4831,0.2531,inf,inf,67.7181,0.6452,0.9359
"MvoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",62.1627,0.0622,0.00043678,62.1698,0.2816,33.486535714443676,5.1352,54.685,7.3949,0.7428,4.0744,0.2243,inf,inf,72.454,0.7065,1.0176
"MvoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",63.1843,0.0632,0.00017834,63.1906,0.2869,32.802228666548864,4.7763,52.6519,7.2562,0.6761,3.7524,0.2531,inf,inf,67.8599,0.6558,0.9465
"MvoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",56.3232,0.0563,0.00013185,56.3292,0.2772,33.29596669629173,5.0842,54.488,7.3816,0.725,3.8359,0.227,inf,inf,71.6622,0.6979,1.0075
"MvoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",57.9135,0.0579,0.00013161,57.9195,0.2226,32.93506193628362,4.8871,56.6307,7.5253,0.6554,3.6092,0.1967,inf,inf,68.3098,0.6479,0.9684
