model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
"MLNN1HL-run_0-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.5613,0.0116,0.04517031,11.6137,0.2749,32.85532722645314,5.3625,56.2269,7.4985,0.8099,4.4737,0.2024,inf,inf,73.7003,0.7208,1.0626
"MLNN1HL-run_1-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.3891,0.0114,0.06128693,11.4572,0.2717,32.73417097340982,5.3339,56.2083,7.4972,0.7876,4.3564,0.2026,inf,inf,73.0349,0.7163,1.057
"MLNN1HL-run_2-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.5011,0.0115,0.04181099,11.5493,0.132,31.184443773293978,6.5067,71.7012,8.4677,0.9859,5.4852,-0.0171,inf,inf,81.5371,0.7993,1.2893
"MLNN1HL-run_3-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.4795,0.0115,0.04516101,11.5314,0.262,32.80463816835538,5.3204,56.7278,7.5318,0.8065,4.3886,0.1953,inf,inf,73.0369,0.7134,1.0543
"MLNN1HL-run_4-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.3701,0.0114,0.04262352,11.4187,0.2791,33.32477470114485,5.0912,54.4782,7.3809,0.7381,3.992,0.2272,inf,inf,71.1599,0.6952,1.0089
"MLNN1HL-run_5-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.3253,0.0113,0.05050778,11.3823,0.1361,32.38584248389343,5.8634,66.861,8.1769,0.9064,4.7519,0.0515,inf,inf,76.1414,0.738,1.1619
"MLNN1HL-run_6-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.5265,0.0115,0.04621577,11.5788,0.2843,32.53670836414332,5.3329,55.7439,7.4662,0.7878,4.3775,0.2092,inf,inf,72.9117,0.7184,1.0568
"MLNN1HL-run_7-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.3305,0.0113,0.04663777,11.3837,0.0797,34.7520975711056,5.3244,66.6762,8.1656,0.7592,3.6947,0.0541,inf,inf,71.4471,0.67,1.0551
"MLNN1HL-run_8-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.8204,0.0118,0.04565334,11.8725,0.1267,32.61090948229044,6.4131,70.2675,8.3826,0.9938,5.8375,0.0032,inf,inf,81.8866,0.795,1.2708
"MLNN1HL-run_9-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_SGD-lo_mse",11.4344,0.0114,0.04696226,11.4877,0.066,34.45841011956307,6.085,70.0427,8.3692,0.9416,4.7662,0.0064,inf,inf,80.6719,0.7577,1.2058
