model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
FpaLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,929.7682,0.9298,0.01086998,930.1547,0.251,33.784768031361686,4.9527,55.1044,7.4232,0.7493,3.9832,0.2183,inf,inf,70.1046,0.6761,0.9814
FpaLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,958.5212,0.9585,0.00901985,958.9397,0.2517,33.176415283252155,5.2918,57.0663,7.5542,0.7998,4.3781,0.1905,inf,inf,72.6555,0.7062,1.0486
FpaLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,969.3855,0.9694,0.00977921,970.3801,0.2407,33.014671150209296,5.6887,59.6201,7.7214,0.8767,5.0792,0.1542,inf,inf,76.4421,0.7453,1.1273
FpaLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,1007.7973,1.0078,0.00554442,1008.217,0.2281,33.36353011214484,5.3081,58.4321,7.6441,0.8032,4.4746,0.1711,inf,inf,72.7148,0.7036,1.0518
FpaLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,1023.0744,1.0231,0.00596476,1023.4514,0.2595,34.30101205427721,4.7479,53.3969,7.3073,0.6861,3.3661,0.2425,inf,inf,68.5953,0.6567,0.9408
FpaLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,1035.643,1.0356,0.01221204,1036.0083,0.2662,33.40599645127891,5.1198,55.5673,7.4544,0.7713,3.9995,0.2117,inf,inf,71.3182,0.6914,1.0145
FpaLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,1046.1911,1.0462,0.01092005,1046.5824,0.2276,33.31002931234551,5.3677,59.1197,7.6889,0.7979,4.1326,0.1613,inf,inf,73.3568,0.7111,1.0636
FpaLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,1042.3779,1.0424,0.01135588,1042.7581,0.2573,33.57467240777217,5.1127,55.7535,7.4668,0.7675,4.0465,0.2091,inf,inf,71.1575,0.6889,1.0131
FpaLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,1045.8526,1.0459,0.00772882,1046.277,0.2571,33.892790929130584,4.9232,54.423,7.3772,0.7231,3.866,0.228,inf,inf,69.7476,0.6725,0.9756
FpaLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-p_0.8-pop_size_50,1049.3177,1.0493,0.01147914,1049.6719,0.2169,33.27864659574517,5.1336,58.1189,7.6236,0.7441,3.8707,0.1755,inf,inf,71.3481,0.6866,1.0173
