model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",120.7691,0.1208,0.00084734,120.8463,0.2694,0.0017,0.2627,0.0297,0.0022,0.0471,inf,110.2104,0.2694,1.6281,0.2627,8.0635,163.1127,12.7716,inf,110.2104
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",143.8347,0.1438,0.00079226,143.9597,0.275,0.0017,0.2712,0.0292,0.0022,0.0468,inf,109.9065,0.275,1.5671,0.2712,7.9297,161.2126,12.697,inf,109.9065
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",149.1021,0.1491,0.00080967,149.2284,0.2748,0.0017,0.2701,0.0294,0.0022,0.0468,inf,110.0178,0.2748,1.5931,0.2701,7.9873,161.4659,12.7069,inf,110.0178
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",153.1653,0.1532,0.00082874,153.2323,0.2657,0.0017,0.2628,0.0294,0.0022,0.0471,inf,110.0152,0.2657,1.6043,0.2628,7.9687,163.0907,12.7707,inf,110.0152
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",146.5673,0.1466,0.00080514,146.689,0.276,0.0017,0.2729,0.0291,0.0022,0.0467,inf,109.7879,0.276,1.5561,0.2729,7.8949,160.8416,12.6823,inf,109.7879
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",144.6462,0.1446,0.00073862,144.7292,0.2724,0.0017,0.2657,0.0298,0.0022,0.047,inf,110.3758,0.2724,1.6461,0.2657,8.0889,162.4396,12.7452,inf,110.3758
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",152.197,0.1522,0.00107002,152.2614,0.2788,0.0017,0.276,0.0289,0.0022,0.0466,inf,109.5951,0.2788,1.5178,0.276,7.8416,160.1671,12.6557,inf,109.5951
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",148.8119,0.1488,0.00091338,148.8882,0.2771,0.0017,0.2724,0.0293,0.0022,0.0468,inf,109.9167,0.2771,1.5759,0.2724,7.9581,160.9566,12.6869,inf,109.9167
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",151.7333,0.1517,0.00073028,151.8788,0.2777,0.0017,0.2749,0.0289,0.0022,0.0467,inf,109.6088,0.2777,1.5163,0.2749,7.8415,160.3988,12.6649,inf,109.6088
"WDO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-RT_3-g_0.2-alp_0.4-c_0.4-max_v_0.3",124.0343,0.124,0.00079417,124.0991,0.276,0.0017,0.2756,0.0283,0.0022,0.0466,inf,109.2055,0.276,1.4629,0.2756,7.6761,160.2386,12.6585,inf,109.2055
