model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",108.407,0.1084,0.00081635,108.5029,0.2762,0.0017,0.2731,0.029,0.0022,0.0467,inf,109.6973,0.2762,1.5371,0.2731,7.8801,160.8101,12.6811,inf,109.6973
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",129.9775,0.13,0.00186253,130.0435,0.275,0.0017,0.2719,0.0291,0.0022,0.0468,inf,109.6821,0.275,1.5271,0.2719,7.8927,161.0722,12.6914,inf,109.6821
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",140.969,0.141,0.00082803,141.0908,0.2634,0.0017,0.2585,0.029,0.0022,0.0472,inf,109.2251,0.2634,1.4385,0.2585,7.8625,164.0201,12.807,inf,109.2251
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",137.3163,0.1373,0.00127029,137.3776,0.2611,0.0017,0.2572,0.0291,0.0022,0.0472,inf,109.4694,0.2611,1.4803,0.2572,7.9059,164.3283,12.8191,inf,109.4694
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",134.2663,0.1343,0.00079989,134.3953,0.2795,0.0017,0.2756,0.0291,0.0022,0.0466,inf,109.6515,0.2795,1.5317,0.2756,7.8973,160.2464,12.6588,inf,109.6515
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",140.2958,0.1403,0.00083542,140.367,0.2547,0.0018,0.2506,0.0291,0.0023,0.0474,inf,109.2549,0.2547,1.4297,0.2506,7.8913,165.7774,12.8755,inf,109.2549
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",141.2978,0.1413,0.00084376,141.4121,0.2758,0.0017,0.2729,0.0291,0.0022,0.0467,inf,109.736,0.2758,1.5561,0.2729,7.8934,160.8432,12.6824,inf,109.736
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",136.7066,0.1367,0.00084567,136.7836,0.2766,0.0017,0.2739,0.0288,0.0022,0.0467,inf,109.3224,0.2766,1.4632,0.2739,7.82,160.6176,12.6735,inf,109.3224
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",142.0999,0.1421,0.00091577,142.162,0.2541,0.0017,0.251,0.0295,0.0022,0.0474,inf,109.8876,0.2541,1.559,0.251,8.003,165.6876,12.872,inf,109.8876
"PSO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-c1_1.2-c2_1.2-w_min_0.4-w_max_0.9",139.1044,0.1391,0.00085664,139.2419,0.2801,0.0017,0.277,0.0289,0.0022,0.0466,inf,109.5681,0.2801,1.5042,0.277,7.8472,159.934,12.6465,inf,109.5681
