Epoch,MLP,MSE,LSTM,GA-MLP,DE-MLP,FPA-MLP,PSO-MLP,WOA-MLP,WDO-MLP,MVO-MLP,EO-MLP,NRO-MLP
187,0.005210445,0.005190047,0.005231344,0.005184201,0.005533132,0.005144499,0.005125343,0.005128445,0.005167945,0.005160174,0.005046869,0.005095025
188,0.00519996,0.005371885,0.005235411,0.005184201,0.005533132,0.005144499,0.005125343,0.005128445,0.005167945,0.005160174,0.005046869,0.005095025
189,0.005212978,0.005178522,0.00520664,0.005184201,0.005533132,0.005144499,0.005125343,0.005128445,0.005167945,0.005160174,0.005046869,0.005095025
190,0.005174522,0.005317801,0.005235095,0.005184201,0.005533132,0.005144499,0.005125343,0.005128445,0.005167945,0.005160174,0.005046869,0.005095025
191,0.005142937,0.005255726,0.005233961,0.005184201,0.005533132,0.005144499,0.005125337,0.005128211,0.005167945,0.005160174,0.005046869,0.005095025
192,0.005205,0.005294794,0.005211949,0.005184201,0.005533132,0.005144499,0.005124801,0.005127542,0.005167945,0.005160174,0.005046869,0.005095025
193,0.005197256,0.005224015,0.005216962,0.005184201,0.005533132,0.005144499,0.005124801,0.005127001,0.005167945,0.005160174,0.005046869,0.005095025
194,0.005186712,0.005356461,0.005218008,0.005184201,0.005533132,0.005144499,0.005124801,0.005126966,0.005167945,0.005160174,0.005046869,0.005095025
195,0.005236256,0.005164821,0.005231453,0.005184201,0.005533132,0.005144499,0.005124801,0.00512106,0.005167945,0.005160174,0.005046869,0.005095025
196,0.005185265,0.005253587,0.005234441,0.005184201,0.005533132,0.005144499,0.005124801,0.005120941,0.005167945,0.005160174,0.005046869,0.005095025
197,0.005205372,0.005298646,0.005239014,0.005184201,0.005533132,0.005144499,0.005124801,0.00511997,0.005167945,0.005160174,0.005046869,0.005095025
198,0.005228745,0.005282079,0.005233274,0.005184201,0.005533132,0.005144499,0.005124801,0.005118194,0.005167945,0.005160174,0.005046869,0.005095025
199,0.00518972,0.005339732,0.00522577,0.005184201,0.005533132,0.005144499,0.005123301,0.005118011,0.005167945,0.005160174,0.005046869,0.005095025
200,0.005196066,0.005279919,0.005225,0.005184201,0.005533132,0.005144499,0.005123301,0.005117917,0.005167945,0.005160174,0.005046869,0.005095025
201,0.005182431,0.005270798,0.005226731,0.005184201,0.005533132,0.005144499,0.00512271,0.005117874,0.005167945,0.005160174,0.005046869,0.005095025
202,0.005185162,0.005407484,0.005222049,0.005184201,0.005533132,0.005144499,0.00512271,0.005117823,0.005167945,0.005160174,0.005046869,0.005095025
203,0.005211474,0.00517279,0.005238404,0.005184201,0.005533132,0.005144499,0.00512271,0.005117781,0.005167945,0.005160174,0.005046869,0.005095025
204,0.005183554,0.005226199,0.005231749,0.005184201,0.005533132,0.005144499,0.00512271,0.005117781,0.005167945,0.005160174,0.005046869,0.005095025
205,0.005175196,0.005308796,0.005214597,0.005184201,0.005533132,0.005144499,0.00512271,0.005117781,0.005167945,0.005160174,0.005046869,0.005095025
206,0.005183292,0.005290838,0.005215396,0.005184201,0.005533132,0.005144499,0.00512271,0.005117781,0.005167945,0.005160174,0.005036663,0.005095025
207,0.005182323,0.005239048,0.005221985,0.005184201,0.005533132,0.005144499,0.00512271,0.005117781,0.005167945,0.005160174,0.005036663,0.005095025
208,0.005166557,0.005223257,0.005225742,0.005184201,0.005533132,0.005144499,0.00512271,0.005117715,0.005167945,0.005160174,0.005036663,0.005095025
209,0.005169074,0.005302225,0.005225381,0.005184201,0.005533132,0.005144499,0.00512271,0.005117714,0.005167945,0.005160174,0.005036663,0.005095025
210,0.005162301,0.005177767,0.00522758,0.005184201,0.005533132,0.005144499,0.00512271,0.005117534,0.005167945,0.005160174,0.005036634,0.005095025
211,0.005191508,0.005310499,0.005222305,0.005184201,0.005533132,0.005144499,0.00512271,0.005117049,0.005167945,0.005160174,0.005036634,0.005095025
212,0.005190695,0.005365697,0.005220628,0.005184201,0.005533132,0.005144499,0.00512271,0.005115446,0.005167945,0.005160174,0.005036634,0.005095025
213,0.005185476,0.005287914,0.005223057,0.005184201,0.005533132,0.005144499,0.005122692,0.00511481,0.005167945,0.005160174,0.005036634,0.005095025
214,0.005212381,0.005290714,0.005253149,0.005184201,0.005533132,0.005144499,0.005122692,0.00511481,0.005167945,0.005160174,0.005036634,0.005095025
215,0.005216374,0.005289718,0.005230628,0.005184201,0.005533132,0.005144499,0.005122692,0.005114136,0.005167945,0.005160174,0.005036634,0.005095025
216,0.005208347,0.005320785,0.005215194,0.005184201,0.005533132,0.005144499,0.005122181,0.005114136,0.005167945,0.005160174,0.005036634,0.005095025
217,0.00520069,0.00532298,0.005227883,0.005184201,0.005533132,0.005144499,0.005122181,0.005114136,0.005167945,0.005160174,0.005036634,0.005095025
218,0.005203636,0.005372807,0.005217592,0.005184201,0.005533132,0.005144499,0.005121705,0.005114044,0.005167945,0.005160174,0.005036634,0.005095025
219,0.005191978,0.00533287,0.00521134,0.005184201,0.005533132,0.005144499,0.005121705,0.005114037,0.005167945,0.005160174,0.005036634,0.005095025
220,0.005177676,0.005333436,0.005227732,0.005184201,0.005533132,0.005144499,0.005121705,0.005114037,0.005167945,0.005160174,0.005036634,0.005095025
221,0.005173608,0.005313245,0.005197775,0.005184201,0.005533132,0.005144499,0.005121705,0.005113807,0.005167945,0.005160174,0.005036634,0.005095025
222,0.005190802,0.005285143,0.005212465,0.005184201,0.005533132,0.005144499,0.005121705,0.005113807,0.005167945,0.005160174,0.005036634,0.005095025
223,0.005176055,0.005139304,0.005211204,0.005184201,0.005533132,0.005144499,0.005121705,0.005113378,0.005167945,0.005160174,0.005036634,0.005095025
224,0.005197879,0.005220475,0.005211454,0.005184201,0.005533132,0.005144499,0.005121705,0.005113356,0.005167945,0.005160174,0.005036634,0.005095025
225,0.00518374,0.005267557,0.00522754,0.005184201,0.005533132,0.005144499,0.005121516,0.005113356,0.005167945,0.005160174,0.005027994,0.005095025
226,0.005197578,0.005257383,0.005219694,0.005184201,0.005533132,0.005144499,0.005121516,0.005113356,0.005167945,0.005160174,0.005027994,0.005095025
227,0.005169672,0.005411541,0.005210719,0.005184201,0.005533132,0.005144499,0.005121516,0.005112916,0.005167945,0.005160174,0.005027994,0.005095025
228,0.0051729,0.005286467,0.00522616,0.005184201,0.005533132,0.005144499,0.005121516,0.005112691,0.005167945,0.005160174,0.005027994,0.005095025
229,0.005195859,0.005316182,0.005233945,0.005184201,0.005533132,0.005144499,0.005121516,0.005112656,0.005167945,0.005160174,0.005027994,0.005095025
230,0.005178497,0.005300755,0.005226865,0.005184201,0.005533132,0.005144499,0.005121441,0.005112619,0.005167945,0.005160174,0.005027994,0.005095025
231,0.005185454,0.005377464,0.005188958,0.005184201,0.005533132,0.005144499,0.005121441,0.005112619,0.005167945,0.005160174,0.005027994,0.005095025
232,0.005213054,0.005320858,0.005199897,0.005184201,0.005533132,0.005144499,0.005121441,0.005112613,0.005167945,0.005160174,0.005027994,0.005095025
233,0.005183963,0.005305756,0.005211946,0.005184201,0.005533132,0.005144499,0.005121441,0.005112613,0.005167945,0.005160174,0.005027994,0.005095025
234,0.005191065,0.005307461,0.005220406,0.005184201,0.005533132,0.005144499,0.005121441,0.005112603,0.005167945,0.005160174,0.005027994,0.005095025
235,0.00519542,0.005296042,0.005226085,0.005184201,0.005533132,0.005144499,0.005121441,0.005112603,0.005167945,0.005160174,0.005027994,0.005095025
236,0.005187678,0.005281958,0.005221549,0.005184201,0.005533132,0.005144499,0.005121436,0.005112603,0.005167945,0.005160174,0.005027994,0.005095025
237,0.005169337,0.005272899,0.005211528,0.005184201,0.005533132,0.005144499,0.005121436,0.005112586,0.005167945,0.005160174,0.005027994,0.005095025
238,0.005197322,0.00530438,0.005214008,0.005184201,0.005533132,0.005144499,0.005121436,0.005112586,0.005167945,0.005160174,0.005027994,0.005095025
239,0.005200821,0.005275604,0.00520766,0.005184201,0.005533132,0.005144499,0.005121436,0.005112586,0.005167945,0.005160174,0.005027994,0.005095025
240,0.005193594,0.005365551,0.005202461,0.005184201,0.005533132,0.005144499,0.005121436,0.005112447,0.005167945,0.005160174,0.005027994,0.005095025
241,0.005166593,0.005345249,0.005219254,0.005184201,0.005533132,0.005144499,0.005121436,0.005112262,0.005167945,0.005160174,0.005027994,0.005095025
242,0.005177,0.005241753,0.005233679,0.005165617,0.005533132,0.005144499,0.005121436,0.00511225,0.005167945,0.005160174,0.005027994,0.005095025
243,0.005167777,0.005293164,0.005203751,0.005165617,0.005533132,0.005144499,0.005121436,0.005112203,0.005167945,0.005160174,0.005027994,0.005095025
244,0.005185349,0.005240734,0.00521173,0.005165617,0.005533132,0.005144499,0.005121436,0.005112154,0.005167945,0.005160174,0.005027994,0.005095025
245,0.005211757,0.005253342,0.005226669,0.005165617,0.005533132,0.005144499,0.005121424,0.005111866,0.005167945,0.005160174,0.005027994,0.005095025
246,0.005183571,0.005273571,0.005235743,0.005165617,0.005401749,0.005144499,0.005121424,0.005111839,0.005167945,0.005160174,0.005027994,0.005095025
247,0.005188133,0.005218397,0.005222819,0.005165617,0.005401749,0.005144499,0.005121392,0.005111837,0.005167945,0.005160174,0.005027994,0.005095025
248,0.00517497,0.005283873,0.005214185,0.005165617,0.005401749,0.005144499,0.005121392,0.005111837,0.005167945,0.005160174,0.005027994,0.005095025
249,0.005167969,0.005333887,0.005228833,0.005165617,0.005401749,0.005144499,0.005121392,0.005111831,0.005167945,0.005160174,0.005027994,0.005095025
250,0.005146546,0.005327281,0.005220437,0.005165617,0.005401749,0.005144499,0.005121357,0.005111826,0.005167945,0.005160174,0.005027994,0.005095025
251,0.005166879,0.005335859,0.005214317,0.005165617,0.005401749,0.005144499,0.005121357,0.005111402,0.005167945,0.005160174,0.005027994,0.005095025
252,0.005194679,0.005363143,0.005214335,0.005165617,0.005401749,0.005144499,0.005121357,0.0051113,0.005167945,0.005160174,0.005027994,0.005095025
253,0.005155836,0.005251471,0.005212345,0.005165617,0.005401749,0.005144499,0.005121354,0.005107828,0.005167945,0.005160174,0.005027994,0.005095025
254,0.005171088,0.005308811,0.005206421,0.005165617,0.005401749,0.005144499,0.005121354,0.005107592,0.005167945,0.005160174,0.005027994,0.005095025
255,0.005160024,0.005300826,0.005221188,0.005165617,0.005401749,0.005144499,0.005121354,0.005107055,0.005167945,0.005160174,0.005027994,0.005095025
256,0.005187934,0.005309364,0.005203611,0.005165617,0.005401749,0.005144499,0.005121291,0.005107055,0.005167945,0.005160174,0.005027994,0.005095025
257,0.005167085,0.005254338,0.005196618,0.005165617,0.005401749,0.005144499,0.005121215,0.00510657,0.005167945,0.005160174,0.005027994,0.005095025
258,0.00518465,0.00525179,0.005241315,0.005165617,0.005401749,0.005144499,0.005121171,0.005106503,0.005167945,0.005160174,0.005027994,0.005095025
259,0.005186945,0.005277289,0.00522054,0.005165617,0.005401749,0.005144499,0.005121146,0.005106482,0.005167945,0.005160174,0.005027994,0.005095025
260,0.005190502,0.005265245,0.005224493,0.005165617,0.005401749,0.005144499,0.005121132,0.005106482,0.005167945,0.005160174,0.005027994,0.005095025
261,0.005180172,0.005233675,0.005198281,0.005165617,0.005401749,0.005144499,0.005121125,0.005106482,0.005167945,0.005160174,0.005027994,0.005095025
262,0.005168286,0.005256895,0.005222971,0.005165617,0.005401749,0.005144499,0.005121121,0.005106482,0.005167945,0.005160174,0.005027994,0.005095025
263,0.005184292,0.005249011,0.005220275,0.005165617,0.005401749,0.005144499,0.005121119,0.005106482,0.005167945,0.005160174,0.005027994,0.005095025
264,0.005219312,0.005256102,0.005219173,0.005165617,0.005401749,0.005144499,0.005121118,0.005106482,0.005167945,0.005160174,0.005027994,0.005095025
265,0.005199241,0.005283266,0.005209239,0.005165617,0.005401749,0.005144499,0.005121118,0.005106482,0.005167945,0.005160174,0.005027994,0.005095025
266,0.005179852,0.005177031,0.005219645,0.005165617,0.005401749,0.005144499,0.00512109,0.005102638,0.005167945,0.005160174,0.005027994,0.005095025
267,0.005186456,0.005211852,0.00522037,0.005165617,0.005401749,0.005144499,0.00512109,0.005102638,0.005167945,0.005160174,0.005027994,0.005095025
268,0.005181897,0.00518215,0.005228325,0.005165617,0.005401749,0.005144499,0.00512109,0.005102638,0.005167945,0.005160174,0.005027994,0.005095025
269,0.005171949,0.005230158,0.005205252,0.005165617,0.005401749,0.005144499,0.00512109,0.005102638,0.005167945,0.005160174,0.005027994,0.005095025
270,0.005152369,0.00528913,0.005217362,0.005165617,0.005401749,0.005144499,0.005120873,0.005102638,0.005167945,0.005160174,0.005027994,0.005095025
271,0.005188651,0.005296561,0.005198752,0.005165617,0.005401749,0.005144499,0.005120873,0.005102638,0.005167945,0.005160174,0.005027994,0.005095025
272,0.005181887,0.005223895,0.00521782,0.005165617,0.005401749,0.005144499,0.005120776,0.005102534,0.005167945,0.005160174,0.005027994,0.005095025
273,0.00516268,0.00526512,0.005214311,0.005165617,0.005401749,0.005144499,0.005120751,0.005102519,0.005167945,0.005160174,0.005027994,0.005095025
274,0.005190825,0.005242915,0.005208455,0.005165617,0.005401749,0.005144499,0.005120631,0.005102519,0.005167945,0.005160174,0.005027994,0.005095025
275,0.005161161,0.005281487,0.005209375,0.005165617,0.005401749,0.005144499,0.005120631,0.005101804,0.005167945,0.005160174,0.005027994,0.005095025
276,0.005170822,0.005336877,0.005221323,0.005165617,0.005401749,0.005144499,0.005120629,0.005101804,0.005167945,0.005160174,0.005027994,0.005095025
277,0.005142136,0.005146784,0.005218751,0.005165617,0.005401749,0.005144499,0.005120608,0.005101804,0.005167945,0.005160174,0.005027994,0.005095025
278,0.005207402,0.005268082,0.005213199,0.005165617,0.005401749,0.005144499,0.00512059,0.005101804,0.005167945,0.005160174,0.005027994,0.005095025
279,0.005166067,0.005266392,0.005196841,0.005165617,0.005401749,0.005144499,0.00512059,0.005101804,0.005167945,0.005160174,0.005027994,0.005095025
280,0.005176699,0.005214143,0.005217371,0.005165617,0.005401749,0.005144499,0.00512059,0.005101675,0.005167945,0.005160174,0.005027994,0.005095025
281,0.005172786,0.005298933,0.005211058,0.005165617,0.005401749,0.005144499,0.00512059,0.005101632,0.005167945,0.005160174,0.005027994,0.005093253
282,0.005185393,0.005271771,0.005199134,0.005165617,0.005401749,0.005144499,0.00512059,0.005100647,0.005167945,0.005160174,0.005027994,0.005093253
283,0.005193404,0.005246929,0.005219512,0.005165617,0.005401749,0.005144499,0.00512059,0.005100355,0.005167945,0.005160174,0.005027994,0.005092079
284,0.00516018,0.005258331,0.005191971,0.005165617,0.005401749,0.005144499,0.00512059,0.005100355,0.005167945,0.005160174,0.005027994,0.005092079
285,0.005166217,0.005323169,0.005206669,0.005165617,0.005401749,0.005144499,0.00512059,0.005100355,0.005167945,0.005138385,0.005027994,0.005092079
286,0.005169133,0.005246397,0.005237309,0.005165617,0.005401749,0.005144499,0.00512059,0.005100355,0.005167945,0.005138385,0.005027994,0.005092079
287,0.005190619,0.005264237,0.005213009,0.005165617,0.005401749,0.005144499,0.00512059,0.005100355,0.005167945,0.005138385,0.005027994,0.005092079
288,0.005186204,0.005299518,0.005224076,0.005165617,0.005401749,0.005144499,0.00512059,0.00510024,0.005167945,0.005138385,0.005027994,0.005092079
289,0.005175975,0.005260352,0.005210315,0.005165617,0.005401749,0.005144499,0.005119144,0.00510024,0.005167945,0.005138385,0.005027994,0.005092079
290,0.005156552,0.005148875,0.005198464,0.005165617,0.005401749,0.005144499,0.005118818,0.00510024,0.005167945,0.005138385,0.005027994,0.005092079
291,0.005147559,0.005295221,0.005210784,0.005165617,0.005401749,0.005144499,0.005118572,0.005099806,0.005167945,0.005138385,0.005027994,0.005092079
292,0.005178351,0.005296885,0.005212885,0.005165617,0.005401749,0.005144499,0.005118413,0.005099778,0.005167945,0.005138385,0.005027994,0.005092079
293,0.005195343,0.005186244,0.005212596,0.005165617,0.005401749,0.005144499,0.005118074,0.005099778,0.005167945,0.005138385,0.005027994,0.005092079
294,0.005176376,0.00530753,0.005209495,0.005165617,0.005401749,0.005144499,0.005117396,0.005099657,0.005167945,0.005138385,0.005027994,0.005092079
295,0.0051485,0.005250522,0.005231538,0.005165617,0.005401749,0.005144499,0.005117206,0.005097036,0.005167945,0.005138385,0.005027994,0.005092079
296,0.00519644,0.005283368,0.00521438,0.005165617,0.005401749,0.005144499,0.005116863,0.005097024,0.005167945,0.005138385,0.005027994,0.005092079
297,0.005173632,0.005343462,0.005212219,0.005165617,0.005401749,0.005144499,0.005116804,0.005096629,0.005167945,0.005138385,0.005027994,0.005092079
298,0.005167594,0.005196288,0.005208876,0.005165617,0.005401749,0.005144499,0.005116804,0.005096629,0.005167945,0.005138385,0.005027994,0.005092079
299,0.005183075,0.005279973,0.005191767,0.005165617,0.005401749,0.005144499,0.005116742,0.005096265,0.005167945,0.005138385,0.005027994,0.005092079
300,0.005170596,0.005280063,0.00519678,0.005165617,0.005401749,0.005144499,0.005115583,0.005096129,0.005167945,0.005138385,0.005027994,0.005092079
301,0.005197438,0.005229849,0.005217431,0.005165617,0.005401749,0.005144499,0.005115583,0.005096129,0.005167945,0.005138385,0.005027994,0.005092079
302,0.005163598,0.00528759,0.005199322,0.005165617,0.005401749,0.005144499,0.005115583,0.005095609,0.005167945,0.005138385,0.005027994,0.005092079
303,0.005184101,0.005251218,0.005210682,0.005165617,0.005401749,0.005144499,0.005115517,0.005095484,0.005167945,0.005138385,0.005027994,0.005092079
304,0.005194494,0.005229379,0.005222244,0.005165617,0.005401749,0.005144499,0.005115139,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
305,0.005183156,0.005280615,0.00518616,0.005165617,0.005401749,0.005144499,0.005115082,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
306,0.005186442,0.005328478,0.005213579,0.005165617,0.005401749,0.005144499,0.005115082,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
307,0.005193883,0.005310003,0.005187681,0.005165617,0.005401749,0.005144499,0.005115082,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
308,0.005183459,0.005235368,0.005196884,0.005165617,0.005401749,0.005144499,0.005115082,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
309,0.005160171,0.005250331,0.005215817,0.005165617,0.005401749,0.005144499,0.005115082,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
310,0.005176796,0.005194774,0.005191656,0.005165617,0.005401749,0.005144499,0.005115082,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
311,0.005169292,0.005326387,0.005185966,0.005165617,0.005401749,0.005144499,0.00511504,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
312,0.00514712,0.005348333,0.005202346,0.005165617,0.005401749,0.005144499,0.00511504,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
313,0.005165752,0.005324992,0.005195594,0.005165617,0.005401749,0.005144499,0.00511504,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
314,0.005179986,0.005219908,0.005224228,0.005165617,0.005401749,0.005144499,0.00511504,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
315,0.005166768,0.005340262,0.005191901,0.005165617,0.005401749,0.005144499,0.00511504,0.005095385,0.005167945,0.005138385,0.005027994,0.005092079
316,0.005199794,0.00531476,0.005191664,0.005165617,0.005401749,0.005144499,0.00511504,0.005095351,0.005167945,0.005138385,0.005027994,0.005092079
317,0.00517416,0.005219141,0.005205275,0.005165617,0.005401749,0.005144499,0.00511504,0.005095351,0.005167945,0.005129872,0.005027994,0.005092079
318,0.005157068,0.005340272,0.00519411,0.005165617,0.005401749,0.005144499,0.00511504,0.005095351,0.005167945,0.005129872,0.005027994,0.005092079
319,0.005165264,0.005283227,0.005179593,0.005165617,0.005401749,0.005144499,0.00511504,0.005095351,0.005167945,0.005129872,0.005027994,0.005092079
320,0.005131932,0.005231161,0.005198295,0.005165617,0.005401749,0.005144499,0.005115039,0.005095351,0.005167945,0.005129872,0.005027994,0.005092079
321,0.00516894,0.005227866,0.005215855,0.005165617,0.005401749,0.005144499,0.005115035,0.005095351,0.005167945,0.005129872,0.005027994,0.005092079
322,0.005143014,0.005252272,0.005196653,0.005165617,0.005401749,0.005144499,0.005115034,0.005095351,0.005167945,0.005129872,0.005027994,0.005092079
323,0.005165335,0.005229112,0.005182534,0.005165617,0.005401749,0.005144499,0.005115034,0.005095351,0.005167945,0.005129872,0.005027994,0.005092079
324,0.005154117,0.005183556,0.005194433,0.005165617,0.005401749,0.005144499,0.005114835,0.005095351,0.005167945,0.005129872,0.005027994,0.005092079
325,0.005170748,0.005268338,0.005211089,0.005165617,0.005401749,0.005144499,0.005114773,0.005095093,0.005167945,0.005129872,0.005027994,0.005092079
326,0.005160583,0.005212176,0.005211194,0.005165617,0.005401749,0.005144499,0.005114773,0.005094803,0.005167945,0.005129872,0.005027994,0.005092079
327,0.005150013,0.005308482,0.005203919,0.005165617,0.005401749,0.005144499,0.00511473,0.005094803,0.005167945,0.005129872,0.005027994,0.005083839
328,0.005172555,0.005311924,0.005205417,0.005165617,0.005401749,0.005144499,0.00511471,0.005094803,0.005167945,0.005129872,0.005027994,0.005083839
329,0.005146265,0.005218796,0.005187156,0.005165617,0.005401749,0.005144499,0.005114622,0.005094803,0.005167945,0.005129872,0.005027994,0.005083839
330,0.005150854,0.0051753,0.005204357,0.005165617,0.005401749,0.005144499,0.0051145,0.005094785,0.005167945,0.005129872,0.005027994,0.005083839
331,0.005159651,0.005295381,0.00520673,0.005165617,0.005401749,0.005144499,0.005114151,0.005094544,0.005167945,0.005129872,0.005027994,0.005083839
332,0.005183245,0.005246412,0.005200024,0.005165617,0.005401749,0.005144499,0.005114112,0.005094252,0.005167945,0.005129872,0.005027994,0.005083839
333,0.005136445,0.005256886,0.005188617,0.005165617,0.005401749,0.005144499,0.005114093,0.005094252,0.005167945,0.005129872,0.005027994,0.005083839
334,0.005180502,0.005266699,0.005217564,0.005165617,0.005401749,0.005144499,0.005114068,0.005094252,0.005167945,0.005129872,0.005027994,0.005083839
335,0.005167307,0.005237214,0.005189903,0.005165617,0.005401749,0.005144499,0.005114066,0.005094213,0.005167945,0.005129872,0.005027994,0.005083839
336,0.005152343,0.005243878,0.00519479,0.005165617,0.005401749,0.005144499,0.005114066,0.005094209,0.005167945,0.005129872,0.005027994,0.005083839
337,0.00515036,0.0053151,0.005192461,0.005165617,0.005401749,0.005144499,0.005113973,0.005094209,0.005167945,0.005129872,0.005027994,0.005083839
338,0.005127759,0.005287235,0.005185867,0.005165617,0.005401749,0.005144499,0.005113973,0.005094147,0.005167945,0.005129872,0.005027994,0.005083839
339,0.00516538,0.005213379,0.005199352,0.005165617,0.005401749,0.005144499,0.005113964,0.005094058,0.005167945,0.005129872,0.005027994,0.005082093
340,0.005164551,0.005258741,0.005199223,0.005165617,0.005401749,0.005144499,0.005113955,0.005094058,0.005167945,0.005129872,0.005027994,0.005082093
341,0.005136686,0.005215486,0.005197956,0.005165617,0.005401749,0.005144499,0.005113578,0.005093515,0.005167945,0.005129872,0.005027994,0.005082093
342,0.005170048,0.0052737,0.005182374,0.005165617,0.005401749,0.005144499,0.005113468,0.005093515,0.005167945,0.005129872,0.005027994,0.005082093
343,0.005180408,0.005173028,0.005197541,0.005165617,0.005401749,0.005144499,0.005113468,0.005093515,0.005167945,0.005129872,0.005027994,0.005082093
344,0.005143662,0.005204217,0.005195126,0.005165617,0.005401749,0.005144499,0.005113335,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
345,0.005186816,0.005335563,0.005198582,0.005165617,0.005401749,0.005144499,0.00511326,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
346,0.005170755,0.005275825,0.005189153,0.005165617,0.005401749,0.005144499,0.005113063,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
347,0.005178005,0.005262826,0.005205308,0.005165617,0.005401749,0.005144499,0.005112931,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
348,0.005180308,0.005255192,0.005192668,0.005165617,0.005401749,0.005144499,0.005112889,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
349,0.005165348,0.005254511,0.005201731,0.005165617,0.005401749,0.005144499,0.005112889,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
350,0.005166894,0.005207208,0.005167836,0.005165617,0.005401749,0.005144499,0.005111786,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
351,0.005203733,0.005222778,0.005194399,0.005165617,0.005401749,0.005144499,0.005111132,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
352,0.005168553,0.005297887,0.005201368,0.005165617,0.005401749,0.005144499,0.005110041,0.005093514,0.005167945,0.005129872,0.005027994,0.005082093
353,0.005138194,0.005297908,0.005192496,0.005165617,0.005401749,0.005144499,0.005109498,0.005093474,0.005167945,0.005129872,0.005027994,0.005082093
354,0.005184342,0.005271872,0.005200021,0.005165617,0.005401749,0.005144499,0.005108361,0.005093474,0.005167945,0.005129872,0.005027994,0.005082093
355,0.005156138,0.005291871,0.005187621,0.005165617,0.005401749,0.005144499,0.005106761,0.005093305,0.005167945,0.005129872,0.005027994,0.005082093
356,0.005133947,0.005243128,0.005171829,0.005165617,0.005401749,0.005144499,0.005104426,0.005093263,0.005167945,0.005129872,0.005027994,0.005082093
357,0.005155785,0.005299829,0.005193699,0.005165617,0.005401749,0.005144499,0.005102546,0.005093253,0.005167945,0.005129872,0.005027994,0.005082093
358,0.005162613,0.005204521,0.005183856,0.005165617,0.005401749,0.005144499,0.005100581,0.005093246,0.005167945,0.005129872,0.005027994,0.005082093
359,0.005174668,0.005180358,0.005194543,0.005165617,0.005401749,0.005144499,0.005099663,0.005093245,0.005167945,0.005129872,0.005027994,0.005082093
360,0.005163489,0.005224489,0.005197102,0.005165617,0.005401749,0.005144499,0.00509758,0.005093245,0.005167945,0.005129872,0.005027994,0.005082093
361,0.005166604,0.00522359,0.005208103,0.005165617,0.005401749,0.005144499,0.005096307,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
362,0.005153954,0.005228663,0.005205429,0.005165617,0.005401749,0.005144499,0.005095633,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
363,0.005160338,0.005231365,0.005206485,0.005165617,0.005401749,0.005144499,0.005095362,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
364,0.005170887,0.005279235,0.005205843,0.005165617,0.005401749,0.005144499,0.005095362,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
365,0.005169177,0.005313467,0.005207746,0.005165617,0.005401749,0.005144499,0.005095129,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
366,0.005165573,0.005246962,0.00520312,0.005165617,0.005401749,0.005144499,0.005095114,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
367,0.005187966,0.005261963,0.005195799,0.005165617,0.005401749,0.005144499,0.005095071,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
368,0.005154206,0.005195823,0.005203056,0.005165617,0.005401749,0.005144499,0.005095071,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
369,0.005158139,0.005288537,0.005204549,0.005165617,0.005401749,0.005144499,0.005095071,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
370,0.005194038,0.005181638,0.0051868,0.005165617,0.005401749,0.005144499,0.005095071,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
371,0.005162103,0.005199554,0.005188061,0.005165617,0.005401749,0.005144499,0.005095071,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
372,0.005141456,0.005252754,0.005207634,0.005165617,0.005401749,0.005144499,0.00509486,0.005093133,0.005167945,0.005129872,0.005027994,0.005082093
373,0.005165354,0.005351397,0.005192334,0.005165617,0.005401749,0.005144499,0.00509454,0.005093131,0.005167945,0.005129872,0.005027994,0.005082093
374,0.005168326,0.005269159,0.005180885,0.005165617,0.005401749,0.005144499,0.005094157,0.005093103,0.005167945,0.005129872,0.005027994,0.005082093
