Epoch,MLP,MSE,LSTM,GA-MLP,DE-MLP,FPA-MLP,PSO-MLP,WOA-MLP,WDO-MLP,MVO-MLP,EO-MLP,NRO-MLP
60,0.005228952,0.005322626,0.005266056,0.005251104,0.005533132,0.005433777,0.005217796,0.00517805,0.005167945,0.005429284,0.005132437,0.005184814
61,0.005229463,0.005267677,0.005249489,0.005251104,0.005533132,0.005433777,0.005217796,0.005172934,0.005167945,0.005429284,0.005132437,0.005184814
62,0.005172374,0.005332207,0.005274841,0.005251104,0.005533132,0.005433777,0.005217796,0.005170482,0.005167945,0.005429284,0.005132437,0.005169719
63,0.005213749,0.005307108,0.005245601,0.005251104,0.005533132,0.005433777,0.005217796,0.005169779,0.005167945,0.005429284,0.005132437,0.005169719
64,0.005173139,0.00534406,0.005262176,0.005251104,0.005533132,0.005433777,0.005217796,0.005169779,0.005167945,0.005429284,0.005132437,0.005157024
65,0.005222601,0.005263766,0.005253069,0.005251104,0.005533132,0.005433777,0.005217796,0.005169779,0.005167945,0.005429284,0.005132437,0.005157024
66,0.005222071,0.005255861,0.005275507,0.005251104,0.005533132,0.005433777,0.005217796,0.005169779,0.005167945,0.005429284,0.005132437,0.005157024
67,0.005222615,0.005389141,0.005270713,0.005251104,0.005533132,0.005433777,0.005217796,0.005169779,0.005167945,0.005429284,0.005132437,0.005157024
68,0.005187698,0.005305885,0.005261339,0.005251104,0.005533132,0.005433777,0.005217796,0.005169779,0.005167945,0.005429284,0.005132437,0.005157024
69,0.005207802,0.005373018,0.005255217,0.005251104,0.005533132,0.005433777,0.005217796,0.005169779,0.005167945,0.005429284,0.005132437,0.005157024
70,0.005204824,0.0053499,0.005266185,0.005251104,0.005533132,0.005433777,0.005217796,0.005169745,0.005167945,0.005429284,0.005132437,0.005157024
71,0.005203234,0.005419788,0.005268331,0.005251104,0.005533132,0.005433777,0.005217796,0.005169631,0.005167945,0.005429284,0.005132437,0.005157024
72,0.005205299,0.005346736,0.005243219,0.005251104,0.005533132,0.005433777,0.005199704,0.005169631,0.005167945,0.005429284,0.005132437,0.005157024
73,0.005220019,0.005275163,0.005261322,0.005251104,0.005533132,0.005433777,0.005199704,0.005162197,0.005167945,0.005429284,0.005132437,0.005157024
74,0.005235979,0.005207534,0.005245241,0.005251104,0.005533132,0.005433777,0.005199704,0.005160643,0.005167945,0.005429284,0.005132437,0.005157024
75,0.005214388,0.005285742,0.005239666,0.005251104,0.005533132,0.005433777,0.005199704,0.005160643,0.005167945,0.005429284,0.005132437,0.005157024
76,0.005286647,0.005315121,0.005267711,0.005251104,0.005533132,0.005433777,0.005199704,0.005160643,0.005167945,0.005429284,0.005119708,0.005095939
77,0.005195127,0.005339998,0.005246555,0.005251104,0.005533132,0.005298865,0.005199704,0.005160643,0.005167945,0.005429284,0.005117016,0.005095939
78,0.005172503,0.005365446,0.005268457,0.005251104,0.005533132,0.005298865,0.005199704,0.005160643,0.005167945,0.005429284,0.005114321,0.005095939
79,0.005234391,0.0053877,0.0052511,0.005251104,0.005533132,0.005298865,0.005199704,0.005160643,0.005167945,0.005429284,0.005114321,0.005095939
80,0.005212481,0.0052539,0.005255789,0.005251104,0.005533132,0.005298865,0.005199704,0.005160643,0.005167945,0.005429284,0.005114321,0.005095939
81,0.00521893,0.005367125,0.005237223,0.005251104,0.005533132,0.005298865,0.005199704,0.005153777,0.005167945,0.005429284,0.005114321,0.005095939
82,0.005198722,0.005279262,0.005253932,0.005251104,0.005533132,0.005285066,0.005199704,0.005152967,0.005167945,0.005429284,0.005114321,0.005095939
83,0.005202094,0.005293006,0.005252245,0.005251104,0.005533132,0.005285066,0.005199704,0.005151939,0.005167945,0.005429284,0.005114142,0.005095939
84,0.005244909,0.005290472,0.005259286,0.005251104,0.005533132,0.005285066,0.005199704,0.005151078,0.005167945,0.005429284,0.005114142,0.005095939
85,0.005181056,0.005422245,0.005251642,0.005251104,0.005533132,0.005285066,0.005199704,0.005151078,0.005167945,0.005429284,0.005114142,0.005095939
86,0.005222802,0.005357767,0.005265701,0.005251104,0.005533132,0.005285066,0.005199704,0.005151078,0.005167945,0.005422313,0.005114142,0.005095939
87,0.005227806,0.005236109,0.005245765,0.005251104,0.005533132,0.005285066,0.005199704,0.005151078,0.005167945,0.005422313,0.005114142,0.005095939
88,0.005237522,0.005350248,0.00526512,0.005251104,0.005533132,0.005285066,0.005199704,0.005150513,0.005167945,0.005422313,0.005114142,0.005095939
89,0.005200838,0.005366532,0.005262164,0.005251104,0.005533132,0.005274904,0.005199704,0.005147482,0.005167945,0.005422313,0.005114142,0.005095939
90,0.005207141,0.0054742,0.005248125,0.005251104,0.005533132,0.005274904,0.005199704,0.005143679,0.005167945,0.005422313,0.005114142,0.005095939
91,0.00521111,0.005329294,0.005245321,0.005251104,0.005533132,0.005274904,0.005199704,0.005143679,0.005167945,0.005422313,0.005114142,0.005095939
92,0.005191132,0.005366506,0.005270832,0.005251104,0.005533132,0.005274904,0.005199704,0.005143679,0.005167945,0.005422313,0.005114142,0.005095939
93,0.005207881,0.005349042,0.005250237,0.005251104,0.005533132,0.005274904,0.005199704,0.005142711,0.005167945,0.005422313,0.005114142,0.005095939
94,0.005198449,0.005245334,0.005258284,0.005251104,0.005533132,0.005274904,0.005199704,0.005142711,0.005167945,0.005422313,0.005114142,0.005095939
95,0.005211075,0.005375096,0.005238375,0.005251104,0.005533132,0.005274904,0.005199704,0.005142532,0.005167945,0.005422313,0.005114142,0.005095939
96,0.005212967,0.005270162,0.00527896,0.005251104,0.005533132,0.005274904,0.005199704,0.0051418,0.005167945,0.005422313,0.005079282,0.005095939
97,0.005179633,0.005400106,0.005257641,0.005251104,0.005533132,0.005274904,0.005199704,0.005141464,0.005167945,0.005422313,0.005079282,0.005095939
98,0.005205166,0.005314067,0.00524793,0.005251104,0.005533132,0.005274904,0.005199704,0.005141036,0.005167945,0.005422313,0.005076777,0.005095939
99,0.005214782,0.005315396,0.005245428,0.005251104,0.005533132,0.005274904,0.005199704,0.005141036,0.005167945,0.005422313,0.005061075,0.005095939
100,0.005191924,0.005386579,0.005253299,0.005251104,0.005533132,0.005274904,0.005199704,0.005141036,0.005167945,0.005422313,0.005061075,0.005095939
101,0.005190338,0.005255191,0.00526413,0.005251104,0.005533132,0.005274904,0.005199704,0.005141036,0.005167945,0.005422313,0.005058121,0.005095939
102,0.005217406,0.005265361,0.005250729,0.005251104,0.005533132,0.005274904,0.005199704,0.005140875,0.005167945,0.005422313,0.005058121,0.005095939
103,0.005199173,0.005350113,0.005260629,0.005251104,0.005533132,0.005274904,0.005199704,0.005140034,0.005167945,0.005422313,0.005058121,0.005095939
104,0.005191759,0.005290782,0.0052512,0.005251104,0.005533132,0.005274904,0.005199704,0.005140034,0.005167945,0.005422313,0.005058121,0.005095939
105,0.005184063,0.005275525,0.005238889,0.005251104,0.005533132,0.005272946,0.005199704,0.005140034,0.005167945,0.005422313,0.005058121,0.005095939
106,0.005226329,0.00536693,0.005258584,0.005251104,0.005533132,0.005272946,0.005199704,0.005140034,0.005167945,0.005422313,0.005058121,0.005095939
107,0.005179209,0.005239948,0.00525297,0.005251104,0.005533132,0.005272946,0.005199704,0.005140029,0.005167945,0.005422313,0.005046869,0.005095939
108,0.00522565,0.005301622,0.005239885,0.005251104,0.005533132,0.005272946,0.005199704,0.005140029,0.005167945,0.005422313,0.005046869,0.005095939
109,0.005211628,0.005294431,0.005244747,0.005251104,0.005533132,0.005272946,0.005199704,0.005139945,0.005167945,0.005422313,0.005046869,0.005095939
110,0.005206665,0.005368525,0.005255774,0.005251104,0.005533132,0.005272946,0.005199704,0.005139921,0.005167945,0.005422313,0.005046869,0.005095939
111,0.005193835,0.00530548,0.005245004,0.005251104,0.005533132,0.005272946,0.005199704,0.005139801,0.005167945,0.005422313,0.005046869,0.005095939
112,0.005196043,0.005264848,0.005241141,0.005251104,0.005533132,0.005272946,0.005199704,0.00513977,0.005167945,0.005422313,0.005046869,0.005095939
113,0.005227534,0.005351059,0.005248191,0.005251104,0.005533132,0.005272946,0.005199704,0.00513977,0.005167945,0.005381468,0.005046869,0.005095939
114,0.005199662,0.005328456,0.005251467,0.005251104,0.005533132,0.005272946,0.005199704,0.00513977,0.005167945,0.005381468,0.005046869,0.005095939
115,0.005195665,0.005272303,0.005244354,0.005251104,0.005533132,0.005272946,0.005199704,0.00513977,0.005167945,0.005381468,0.005046869,0.005095939
116,0.005177556,0.005179629,0.00524753,0.005251104,0.005533132,0.005272946,0.005199704,0.00513977,0.005167945,0.005381468,0.005046869,0.005095939
117,0.00520347,0.0053661,0.00524316,0.005251104,0.005533132,0.005272946,0.005199704,0.00513977,0.005167945,0.005381468,0.005046869,0.005095939
118,0.005188202,0.005342688,0.005240863,0.005251104,0.005533132,0.005272946,0.005199704,0.00513977,0.005167945,0.005381468,0.005046869,0.005095939
119,0.005199639,0.005307789,0.005263624,0.005251104,0.005533132,0.005272946,0.005199704,0.00513977,0.005167945,0.005381468,0.005046869,0.005095939
120,0.005218024,0.005235095,0.005253616,0.005251104,0.005533132,0.005272946,0.005199704,0.005139645,0.005167945,0.005381468,0.005046869,0.005095939
121,0.00519419,0.005250882,0.005248177,0.005251104,0.005533132,0.005271835,0.005199704,0.005139645,0.005167945,0.005381468,0.005046869,0.005095939
122,0.00517923,0.005403145,0.005253494,0.005251104,0.005533132,0.005254488,0.005199704,0.005139511,0.005167945,0.005381468,0.005046869,0.005095939
123,0.00520035,0.005328131,0.005255588,0.005251104,0.005533132,0.005254488,0.005193947,0.005139493,0.005167945,0.005381468,0.005046869,0.005095939
124,0.005183608,0.005267824,0.005240022,0.005251104,0.005533132,0.005254488,0.005180035,0.005139493,0.005167945,0.005381468,0.005046869,0.005095939
125,0.005221131,0.005257244,0.005247737,0.005251104,0.005533132,0.005254488,0.005180035,0.005139309,0.005167945,0.005381468,0.005046869,0.005095939
126,0.005238731,0.005330784,0.005249338,0.005251104,0.005533132,0.005254488,0.005180035,0.005139309,0.005167945,0.005381468,0.005046869,0.005095939
127,0.005189285,0.005308978,0.005258784,0.005251104,0.005533132,0.005254488,0.005180035,0.005139303,0.005167945,0.005381468,0.005046869,0.005095939
128,0.005172263,0.005204332,0.005244741,0.005251104,0.005533132,0.005254488,0.005174302,0.005139302,0.005167945,0.005381468,0.005046869,0.005095939
129,0.005185618,0.005340468,0.005236092,0.005251104,0.005533132,0.005254488,0.005174302,0.005139302,0.005167945,0.005381468,0.005046869,0.005095939
130,0.005200283,0.005424763,0.005251317,0.005184201,0.005533132,0.005254488,0.005174302,0.005139302,0.005167945,0.005381468,0.005046869,0.005095939
131,0.005184414,0.005320116,0.005244791,0.005184201,0.005533132,0.005254488,0.005174302,0.005139302,0.005167945,0.005381468,0.005046869,0.005095939
132,0.005207832,0.005331489,0.005262345,0.005184201,0.005533132,0.005254488,0.005171483,0.005139301,0.005167945,0.005381468,0.005046869,0.005095939
133,0.005211284,0.005345281,0.005245365,0.005184201,0.005533132,0.005254488,0.005171483,0.005139301,0.005167945,0.005381468,0.005046869,0.005095939
134,0.005177374,0.005241123,0.005239748,0.005184201,0.005533132,0.005226975,0.005171483,0.005139301,0.005167945,0.005381468,0.005046869,0.005095939
135,0.005189332,0.005307755,0.00524088,0.005184201,0.005533132,0.005226975,0.005171483,0.005139301,0.005167945,0.005381468,0.005046869,0.005095939
136,0.005178348,0.005294492,0.005234574,0.005184201,0.005533132,0.005226975,0.005171483,0.005139301,0.005167945,0.005381468,0.005046869,0.005095939
137,0.005226293,0.005328343,0.00526033,0.005184201,0.005533132,0.005226975,0.005171483,0.005139301,0.005167945,0.005381468,0.005046869,0.005095939
138,0.005206117,0.005286076,0.005231067,0.005184201,0.005533132,0.005226975,0.005171166,0.005139301,0.005167945,0.005381468,0.005046869,0.005095939
139,0.00520435,0.00535933,0.005267191,0.005184201,0.005533132,0.005226975,0.005171166,0.005139213,0.005167945,0.005381468,0.005046869,0.005095939
140,0.005224203,0.00528121,0.00524629,0.005184201,0.005533132,0.005226975,0.005171166,0.005139213,0.005167945,0.005381468,0.005046869,0.005095939
141,0.005171488,0.00524913,0.005259109,0.005184201,0.005533132,0.005226975,0.005171166,0.005139196,0.005167945,0.005160174,0.005046869,0.005095939
142,0.005206019,0.005349646,0.00522196,0.005184201,0.005533132,0.005226975,0.005171166,0.005139196,0.005167945,0.005160174,0.005046869,0.005095939
143,0.005185171,0.00533236,0.00526651,0.005184201,0.005533132,0.005226975,0.005171166,0.005139196,0.005167945,0.005160174,0.005046869,0.005095939
144,0.005178789,0.005358209,0.005257257,0.005184201,0.005533132,0.005226975,0.005171166,0.005139196,0.005167945,0.005160174,0.005046869,0.005095939
145,0.005203671,0.005282787,0.005255297,0.005184201,0.005533132,0.005226975,0.005171166,0.005139181,0.005167945,0.005160174,0.005046869,0.005095939
146,0.005212117,0.005253849,0.005221201,0.005184201,0.005533132,0.005226975,0.005171166,0.005139181,0.005167945,0.005160174,0.005046869,0.005095939
147,0.005189815,0.005323623,0.005267273,0.005184201,0.005533132,0.005144499,0.005171166,0.005139181,0.005167945,0.005160174,0.005046869,0.005095939
148,0.005188018,0.005329023,0.00521805,0.005184201,0.005533132,0.005144499,0.005171166,0.005139181,0.005167945,0.005160174,0.005046869,0.005095939
149,0.00523908,0.005117129,0.005242614,0.005184201,0.005533132,0.005144499,0.005171166,0.005139126,0.005167945,0.005160174,0.005046869,0.005095939
150,0.005178229,0.005346377,0.005226064,0.005184201,0.005533132,0.005144499,0.005171166,0.005139126,0.005167945,0.005160174,0.005046869,0.005095939
151,0.005213719,0.005349791,0.005244226,0.005184201,0.005533132,0.005144499,0.005171166,0.005139126,0.005167945,0.005160174,0.005046869,0.005095939
152,0.005200561,0.005357337,0.005247445,0.005184201,0.005533132,0.005144499,0.005171166,0.005139079,0.005167945,0.005160174,0.005046869,0.005095939
153,0.00521502,0.005176635,0.005247491,0.005184201,0.005533132,0.005144499,0.005171166,0.005139079,0.005167945,0.005160174,0.005046869,0.005095939
154,0.005171063,0.00528915,0.005223,0.005184201,0.005533132,0.005144499,0.005157046,0.005139079,0.005167945,0.005160174,0.005046869,0.005095939
155,0.005220604,0.005129925,0.005254552,0.005184201,0.005533132,0.005144499,0.005157046,0.005139079,0.005167945,0.005160174,0.005046869,0.005095939
156,0.005196968,0.005287747,0.0052388,0.005184201,0.005533132,0.005144499,0.005157046,0.005139044,0.005167945,0.005160174,0.005046869,0.005095939
157,0.005198825,0.005268738,0.005212653,0.005184201,0.005533132,0.005144499,0.005157046,0.005139035,0.005167945,0.005160174,0.005046869,0.005095939
158,0.005183919,0.005230641,0.005229987,0.005184201,0.005533132,0.005144499,0.005157046,0.005138884,0.005167945,0.005160174,0.005046869,0.005095939
159,0.005227525,0.005262826,0.005223577,0.005184201,0.005533132,0.005144499,0.005157046,0.005138884,0.005167945,0.005160174,0.005046869,0.005095939
160,0.005178461,0.005353043,0.005244255,0.005184201,0.005533132,0.005144499,0.005157046,0.005138884,0.005167945,0.005160174,0.005046869,0.005095939
161,0.005204171,0.005172202,0.00524502,0.005184201,0.005533132,0.005144499,0.005157046,0.005138884,0.005167945,0.005160174,0.005046869,0.005095939
162,0.005175304,0.005294256,0.005239333,0.005184201,0.005533132,0.005144499,0.005157046,0.005138802,0.005167945,0.005160174,0.005046869,0.005095939
163,0.005201758,0.005333072,0.005226393,0.005184201,0.005533132,0.005144499,0.005154987,0.005137592,0.005167945,0.005160174,0.005046869,0.005095939
164,0.005184451,0.005297072,0.005236668,0.005184201,0.005533132,0.005144499,0.005154987,0.005137592,0.005167945,0.005160174,0.005046869,0.005095939
165,0.00518052,0.005226743,0.005212562,0.005184201,0.005533132,0.005144499,0.005154987,0.005136527,0.005167945,0.005160174,0.005046869,0.005095939
166,0.005213111,0.005253797,0.005230989,0.005184201,0.005533132,0.005144499,0.005125343,0.005136376,0.005167945,0.005160174,0.005046869,0.005095939
167,0.005198465,0.00525747,0.005232796,0.005184201,0.005533132,0.005144499,0.005125343,0.005136376,0.005167945,0.005160174,0.005046869,0.005095939
168,0.005187692,0.005258601,0.005222117,0.005184201,0.005533132,0.005144499,0.005125343,0.005136376,0.005167945,0.005160174,0.005046869,0.005095939
169,0.005187121,0.005239069,0.005230031,0.005184201,0.005533132,0.005144499,0.005125343,0.005136376,0.005167945,0.005160174,0.005046869,0.005095939
170,0.005206417,0.005360802,0.005215627,0.005184201,0.005533132,0.005144499,0.005125343,0.005136353,0.005167945,0.005160174,0.005046869,0.005095939
171,0.005188674,0.005319036,0.005232828,0.005184201,0.005533132,0.005144499,0.005125343,0.005136353,0.005167945,0.005160174,0.005046869,0.005095939
172,0.005185882,0.005291903,0.005243369,0.005184201,0.005533132,0.005144499,0.005125343,0.005136353,0.005167945,0.005160174,0.005046869,0.005095939
173,0.005173288,0.005262644,0.005238967,0.005184201,0.005533132,0.005144499,0.005125343,0.005136353,0.005167945,0.005160174,0.005046869,0.005095939
174,0.005177379,0.005258775,0.005243051,0.005184201,0.005533132,0.005144499,0.005125343,0.005136353,0.005167945,0.005160174,0.005046869,0.005095939
175,0.005197668,0.005207238,0.005234326,0.005184201,0.005533132,0.005144499,0.005125343,0.005136331,0.005167945,0.005160174,0.005046869,0.005095939
176,0.005187455,0.00543789,0.00522349,0.005184201,0.005533132,0.005144499,0.005125343,0.005136331,0.005167945,0.005160174,0.005046869,0.005095939
177,0.005206152,0.00536783,0.005228522,0.005184201,0.005533132,0.005144499,0.005125343,0.005136331,0.005167945,0.005160174,0.005046869,0.005095939
178,0.005185268,0.005346159,0.005229645,0.005184201,0.005533132,0.005144499,0.005125343,0.005136331,0.005167945,0.005160174,0.005046869,0.005095939
179,0.005204503,0.005275145,0.005226504,0.005184201,0.005533132,0.005144499,0.005125343,0.005136331,0.005167945,0.005160174,0.005046869,0.005095939
180,0.005233913,0.00527424,0.005226357,0.005184201,0.005533132,0.005144499,0.005125343,0.005136331,0.005167945,0.005160174,0.005046869,0.005095939
181,0.005187186,0.005282881,0.005243676,0.005184201,0.005533132,0.005144499,0.005125343,0.005136331,0.005167945,0.005160174,0.005046869,0.005095025
182,0.005223433,0.005189009,0.005222061,0.005184201,0.005533132,0.005144499,0.005125343,0.00513341,0.005167945,0.005160174,0.005046869,0.005095025
183,0.005175753,0.005270836,0.005228126,0.005184201,0.005533132,0.005144499,0.005125343,0.005130885,0.005167945,0.005160174,0.005046869,0.005095025
184,0.005185131,0.005309199,0.005227567,0.005184201,0.005533132,0.005144499,0.005125343,0.005130314,0.005167945,0.005160174,0.005046869,0.005095025
185,0.00518075,0.005361391,0.005221215,0.005184201,0.005533132,0.005144499,0.005125343,0.005130314,0.005167945,0.005160174,0.005046869,0.005095025
186,0.005184887,0.005284939,0.005217536,0.005184201,0.005533132,0.005144499,0.005125343,0.005130314,0.005167945,0.005160174,0.005046869,0.005095025
