model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",115.3486,0.1153,0.00029635,115.3568,0.1475,0.0042,0.0986,0.0521,0.0054,0.0736,inf,74.4569,0.1475,0.738,0.0986,5.5397,61.4204,7.8371,inf,74.4569
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",121.4769,0.1215,0.00028443,121.4851,0.1941,0.004,0.1252,0.0535,0.0053,0.0725,inf,77.3225,0.1941,0.8011,0.1252,5.69,59.6091,7.7207,inf,77.3225
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",118.4854,0.1185,0.00022697,118.494,0.2216,0.0039,0.1472,0.0511,0.0051,0.0716,inf,75.2144,0.2216,0.7858,0.1472,5.4434,58.1046,7.6226,inf,75.2144
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",121.6806,0.1217,0.0002389,121.7048,0.1629,0.0041,0.1018,0.0519,0.0054,0.0735,inf,75.0831,0.1629,0.7571,0.1018,5.5191,61.1995,7.823,inf,75.0831
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",116.0116,0.116,0.0002315,116.0194,0.1973,0.004,0.1245,0.0526,0.0053,0.0726,inf,76.0052,0.1973,0.8128,0.1245,5.6001,59.6529,7.7235,inf,76.0052
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",94.8624,0.0949,0.000211,94.8705,0.221,0.0038,0.1653,0.051,0.005,0.0709,inf,75.3239,0.221,0.7526,0.1653,5.4262,56.876,7.5416,inf,75.3239
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",90.4411,0.0904,0.00036478,90.4496,0.2236,0.0039,0.1437,0.0521,0.0052,0.0718,inf,75.8554,0.2236,0.8042,0.1437,5.5418,58.3437,7.6383,inf,75.8554
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",139.2396,0.1392,0.00029445,139.253,0.2227,0.0039,0.1567,0.0501,0.0051,0.0712,inf,74.1328,0.2227,0.7684,0.1567,5.3353,57.4571,7.58,inf,74.1328
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",142.283,0.1423,0.00032616,142.2926,0.2192,0.0041,0.1193,0.053,0.0053,0.0728,inf,76.2332,0.2192,0.8258,0.1193,5.6421,60.0075,7.7465,inf,76.2332
"WVO_MLP-hs_(15, True)-ac_('elu', 'elu')--ep_1000-ps_50-wep_minmax_(1.0, 0.2)",94.9906,0.095,0.00017643,95.003,0.2079,0.0041,0.1148,0.0526,0.0053,0.073,inf,75.8718,0.2079,0.8373,0.1148,5.5943,60.3146,7.7662,inf,75.8718
