model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",406.8938,0.4069,0.0029397,407.1063,0.2046,0.0041,0.1059,0.0542,0.0054,0.0733,inf,77.4567,0.2046,0.866,0.1059,5.7637,60.9192,7.8051,inf,77.4567
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",411.8392,0.4118,0.00265646,412.1289,0.1895,0.0041,0.1043,0.052,0.0054,0.0734,inf,75.077,0.1895,0.8077,0.1043,5.5313,61.0271,7.812,inf,75.077
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",413.6429,0.4136,0.00274277,413.9257,0.2289,0.0039,0.1552,0.0502,0.0051,0.0713,inf,74.3065,0.2289,0.7721,0.1552,5.3452,57.5633,7.587,inf,74.3065
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",417.0937,0.4171,0.00216532,417.4132,0.1942,0.0041,0.1068,0.0525,0.0054,0.0733,inf,75.7042,0.1942,0.82,0.1068,5.5875,60.861,7.8013,inf,75.7042
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",420.39,0.4204,0.00238037,420.7482,0.2198,0.004,0.1269,0.0526,0.0053,0.0725,inf,76.0285,0.2198,0.8468,0.1269,5.5943,59.4907,7.713,inf,76.0285
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",423.4222,0.4234,0.00268674,423.8903,0.2041,0.0041,0.1116,0.0526,0.0053,0.0731,inf,75.9373,0.2041,0.8357,0.1116,5.6003,60.5362,7.7805,inf,75.9373
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",426.7469,0.4267,0.00247788,427.1873,0.2152,0.004,0.1333,0.0511,0.0052,0.0722,inf,74.5052,0.2152,0.7987,0.1333,5.4333,59.0541,7.6847,inf,74.5052
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",429.0645,0.4291,0.00277686,429.5519,0.2138,0.004,0.124,0.0519,0.0053,0.0726,inf,75.2085,0.2138,0.8268,0.124,5.5192,59.6908,7.726,inf,75.2085
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",278.7046,0.2787,0.00172019,279.075,0.2179,0.0039,0.1426,0.0509,0.0052,0.0718,inf,74.8255,0.2179,0.788,0.1426,5.4198,58.4203,7.6433,inf,74.8255
"WOA_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50",240.9708,0.241,0.00149274,241.326,0.2069,0.0041,0.1123,0.0526,0.0053,0.0731,inf,75.9009,0.2069,0.8415,0.1123,5.6018,60.482,7.777,inf,75.9009
