model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1306.3981,1.3064,0.01930428,1306.7351,0.0349,0.006,-0.2698,0.071,0.0076,0.0874,inf,88.6545,0.0349,1.2069,-0.2698,7.5563,86.5237,9.3018,inf,88.6545
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1307.0038,1.307,0.00878072,1307.3198,0.0205,0.0057,-0.2103,0.0672,0.0073,0.0853,inf,86.1944,0.0205,1.1426,-0.2103,7.1492,82.4689,9.0812,inf,86.1944
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1301.7593,1.3018,0.01008844,1302.1752,0.0255,0.0058,-0.2399,0.0691,0.0075,0.0864,inf,87.427,0.0255,1.1749,-0.2399,7.3494,84.4834,9.1915,inf,87.427
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1360.7649,1.3608,0.01319218,1361.1358,0.0354,0.0061,-0.2936,0.0723,0.0078,0.0882,inf,89.4516,0.0354,1.2283,-0.2936,7.6925,88.1393,9.3883,inf,89.4516
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1352.4603,1.3525,0.00668311,1352.7139,0.0321,0.0055,-0.1729,0.0654,0.0071,0.084,inf,85.0113,0.0321,1.1088,-0.1729,6.9596,79.9167,8.9396,inf,85.0113
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1313.583,1.3136,0.0077908,1313.8617,0.0334,0.0058,-0.2367,0.0691,0.0074,0.0863,inf,87.4286,0.0334,1.1744,-0.2367,7.3545,84.2621,9.1794,inf,87.4286
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1321.7442,1.3217,0.01243877,1322.0721,0.0295,0.0055,-0.1793,0.0657,0.0071,0.0842,inf,85.2029,0.0295,1.1144,-0.1793,6.9901,80.3509,8.9639,inf,85.2029
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1318.9286,1.3189,0.00701141,1319.2258,0.1257,0.0049,-0.0518,0.0614,0.0063,0.0795,inf,82.3914,0.1257,1.0144,-0.0518,6.5322,71.6642,8.4655,inf,82.3914
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1348.6194,1.3486,0.00799227,1348.8595,0.0313,0.0055,-0.1829,0.066,0.0071,0.0844,inf,85.4073,0.0313,1.1195,-0.1829,7.0215,80.5993,8.9777,inf,85.4073
"ASO_LSTM-hs_([15], True)-ac_('elu', 'elu')-do_(0.2,)--ep_1000-ps_50-al_50-bt_0.2",1338.6888,1.3387,0.00971675,1338.9232,0.2095,0.006,-0.2579,0.0724,0.0076,0.087,inf,89.4592,0.2095,1.2033,-0.2579,7.7046,85.7087,9.2579,inf,89.4592
