model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
FpaMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,240.606,0.1203,0.00036144,240.6647,0.8137,12.577118548012532,1.5422,6.1137,2.4726,0.0628,0.8919,0.8124,0.2209,22.0853,23.6362,0.2107,0.543,0.8124,0.953,0.9164,0.8733
FpaMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,246.0323,0.123,0.00067997,246.0885,0.8088,11.609281454540378,1.5984,6.2969,2.5094,0.0521,0.9505,0.8068,0.2305,23.0479,21.9515,0.219,0.5628,0.8068,0.9506,0.9128,0.8677
FpaMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,250.4279,0.1252,0.0008595,250.491,0.8048,15.724495887166952,1.7097,6.7305,2.5943,0.0911,1.2478,0.7935,0.2634,26.3426,28.9559,0.2473,0.602,0.7935,0.9436,0.9038,0.8528
FpaMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,245.6637,0.1228,0.00041103,245.6882,0.7959,12.549057626182645,1.7484,6.7595,2.5999,0.0977,1.1127,0.7926,0.2624,26.24,28.9459,0.2457,0.6156,0.7926,0.9478,0.9087,0.8613
FpaMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,247.6166,0.1238,0.00043774,247.6756,0.7956,15.72070328792013,1.6642,6.8124,2.6101,0.0829,1.1124,0.7909,0.255,25.4966,27.2108,0.2388,0.586,0.7909,0.9437,0.9009,0.8502
FpaMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,245.1091,0.1226,0.00037313,245.133,0.8153,14.684636970979135,1.4564,6.0229,2.4542,0.0466,0.8032,0.8152,0.206,20.5977,20.139,0.1969,0.5128,0.8152,0.9483,0.9082,0.8612
FpaMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,248.0786,0.124,0.00034761,248.1349,0.8036,11.106766511059666,1.7137,6.4017,2.5302,0.0794,1.1729,0.8036,0.2733,27.3348,27.7873,0.2567,0.6034,0.8036,0.9502,0.9091,0.8638
FpaMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,246.6517,0.1233,0.00043607,246.7088,0.8019,13.82299618606303,1.7483,6.4584,2.5413,0.0866,1.21,0.8018,0.2764,27.6398,28.8461,0.2611,0.6156,0.8018,0.9472,0.9056,0.8578
FpaMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,242.3035,0.1212,0.00062847,242.3446,0.7917,10.487101480353891,1.8775,6.9324,2.6329,0.1013,1.2355,0.7873,0.3095,30.9546,30.7107,0.2859,0.6611,0.7873,0.9471,0.9099,0.8618
FpaMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-p_0.8-pop_size_100,227.1812,0.1136,0.00037336,227.2466,0.8216,13.286925890374555,1.5541,5.8191,2.4123,0.0532,0.9458,0.8214,0.2251,22.5147,22.1089,0.2146,0.5472,0.8214,0.9512,0.9153,0.8706
