Epoch,MSE
1,0.29566071721443166
2,0.194528180239569
3,0.19013202157662334
4,0.19013202157662334
5,0.19013202157662334
6,0.19013202157662334
7,0.19013202157662334
8,0.19013202157662334
9,0.19013202157662334
10,0.19013202157662334
11,0.19013202157662334
12,0.19013202157662334
13,0.19013202157662334
14,0.19013202157662334
15,0.19013202157662334
16,0.15189111237120553
17,0.15189111237120553
18,0.15189111237120553
19,0.15189111237120553
20,0.15189111237120553
21,0.15189111237120553
22,0.15189111237120553
23,0.15189111237120553
24,0.15189111237120553
25,0.15189111237120553
26,0.15189111237120553
27,0.15189111237120553
28,0.15189111237120553
29,0.15189111237120553
30,0.15189111237120553
31,0.15189111237120553
32,0.15189111237120553
33,0.15189111237120553
34,0.15189111237120553
35,0.15189111237120553
36,0.15189111237120553
37,0.15189111237120553
38,0.15189111237120553
39,0.15189111237120553
40,0.15189111237120553
41,0.15189111237120553
42,0.15189111237120553
43,0.15189111237120553
44,0.15189111237120553
45,0.1430326527823582
46,0.1430326527823582
47,0.1430326527823582
48,0.1430326527823582
49,0.1430326527823582
50,0.1430326527823582
51,0.1430326527823582
52,0.1430326527823582
53,0.1430326527823582
54,0.14238221664780565
55,0.14238221664780565
56,0.14238221664780565
57,0.14238221664780565
58,0.14238221664780565
59,0.14238221664780565
60,0.14238221664780565
61,0.14238221664780565
62,0.14238221664780565
63,0.14238221664780565
64,0.14238221664780565
65,0.14238221664780565
66,0.14238221664780565
67,0.14238221664780565
68,0.14238221664780565
69,0.14238221664780565
70,0.14238221664780565
71,0.14238221664780565
72,0.14238221664780565
73,0.14238221664780565
74,0.13599680647960874
75,0.13599680647960874
76,0.13599680647960874
77,0.13599680647960874
78,0.13599680647960874
79,0.13599680647960874
80,0.13599680647960874
81,0.13599680647960874
82,0.13599680647960874
83,0.13599680647960874
84,0.13599680647960874
85,0.13599680647960874
86,0.13599680647960874
87,0.13599680647960874
88,0.13599680647960874
89,0.13599680647960874
90,0.13599680647960874
91,0.13599680647960874
92,0.13599680647960874
93,0.13599680647960874
94,0.13599680647960874
95,0.13599680647960874
96,0.13599680647960874
97,0.13599680647960874
98,0.13599680647960874
99,0.13599680647960874
100,0.13599680647960874
101,0.13599680647960874
102,0.13599680647960874
103,0.13599680647960874
104,0.13599680647960874
