model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
GwoMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,230.6605,0.1153,0.00033903,230.7323,0.8105,13.373940576162877,1.6798,6.1794,2.4858,0.0734,1.189,0.8104,0.2644,26.4364,26.7471,0.2488,0.5915,0.8104,0.9498,0.9088,0.8632
GwoMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,227.308,0.1137,0.00032163,227.3316,0.7597,11.843237632831613,2.0685,7.9994,2.8283,0.2074,1.6581,0.7545,0.3498,34.9805,43.6069,0.3181,0.7283,0.7545,0.9422,0.9037,0.8515
GwoMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,230.2005,0.1151,0.00036263,230.2587,0.7826,17.292917403310295,1.7452,7.1072,2.6659,0.0725,1.2025,0.7819,0.2657,26.5735,26.452,0.2508,0.6145,0.7819,0.9388,0.8923,0.8377
GwoMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,235.0752,0.1175,0.00033069,235.099,0.7894,14.70150338644931,1.6445,6.8635,2.6198,0.0609,0.937,0.7894,0.2282,22.8246,23.1777,0.2168,0.579,0.7894,0.9464,0.9051,0.8566
GwoMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,228.5151,0.1143,0.00045991,228.5584,0.8085,14.544599168213551,1.5958,6.3457,2.5191,0.067,0.9305,0.8053,0.2302,23.0225,24.1171,0.219,0.5619,0.8053,0.9461,0.9057,0.8569
GwoMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,232.9951,0.1165,0.00035048,233.0363,0.7314,12.631657182042638,2.3401,9.559,3.0918,0.1405,1.8899,0.7067,0.408,40.7995,37.3807,0.3638,0.824,0.7067,0.9269,0.8847,0.82
GwoMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,229.1471,0.1146,0.00040817,229.1936,0.805,14.623409970369941,1.601,6.3954,2.5289,0.0658,0.9263,0.8037,0.2305,23.047,23.9001,0.2186,0.5637,0.8037,0.948,0.9076,0.8604
GwoMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,232.6666,0.1163,0.00036931,232.6906,0.7792,13.820275841767725,1.8822,7.2859,2.6992,0.0947,1.3249,0.7764,0.3045,30.4495,29.9887,0.2812,0.6627,0.7764,0.9419,0.8995,0.8472
GwoMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,234.619,0.1173,0.00042605,234.6602,0.7922,15.140120999502802,1.6654,6.8308,2.6136,0.06,1.0302,0.7904,0.2456,24.5595,23.4487,0.2319,0.5864,0.7904,0.9443,0.9008,0.8506
GwoMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,242.2966,0.1211,0.00038552,242.3364,0.8051,10.484593525379282,1.6376,6.3594,2.5218,0.0615,0.9693,0.8048,0.2355,23.5464,23.6761,0.2239,0.5766,0.8048,0.9528,0.9185,0.8751
