model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
NroMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,975.5175,0.4878,0.00036788,975.5685,0.8481,12.182782343935465,1.4472,5.0023,2.2366,0.0504,0.926,0.8465,0.2106,21.0618,21.7159,0.202,0.5096,0.8465,0.9597,0.927,0.8896
NroMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,982.8943,0.4914,0.00036836,982.9461,0.84,11.217206844089798,1.5499,5.22,2.2847,0.0619,0.985,0.8398,0.2521,25.2145,24.2509,0.2365,0.5457,0.8398,0.9571,0.922,0.8824
NroMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,801.0164,0.4005,0.00053096,801.0577,0.8475,11.765418508324636,1.4726,4.9682,2.2289,0.0587,0.9194,0.8475,0.2317,23.1696,22.9242,0.2183,0.5185,0.8475,0.959,0.9261,0.8881
NroMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,707.9628,0.354,0.00033569,707.9857,0.8124,10.79738676642516,1.6704,6.114,2.4726,0.0746,1.0692,0.8124,0.254,25.3998,25.8813,0.2381,0.5881,0.8124,0.953,0.916,0.8729
NroMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,1045.892,0.5229,0.0006206,1045.9173,0.8271,10.788340396315899,1.5732,5.6405,2.375,0.0673,0.954,0.8269,0.2371,23.7123,25.0892,0.2258,0.5539,0.8269,0.956,0.9212,0.8807
NroMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,1068.5381,0.5343,0.00071216,1068.5776,0.8126,9.57085556389043,1.6416,6.3514,2.5202,0.0531,0.9023,0.8051,0.2347,23.47,21.694,0.221,0.578,0.8051,0.9535,0.9227,0.8798
NroMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,1054.4161,0.5272,0.0004096,1054.4628,0.8316,9.328605349124697,1.5463,5.5631,2.3586,0.0502,0.8971,0.8293,0.2234,22.3437,21.3935,0.2123,0.5444,0.8293,0.9585,0.928,0.8895
NroMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,1089.6454,0.5448,0.00057435,1089.6813,0.8337,10.062695033210623,1.4754,5.4345,2.3312,0.0459,0.7986,0.8332,0.2065,20.6528,20.2406,0.1979,0.5195,0.8332,0.9586,0.9261,0.8878
NroMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,1055.7031,0.5279,0.00051188,1055.7437,0.838,9.875682524211324,1.5904,5.2883,2.2996,0.0661,1.0896,0.8377,0.2465,24.6465,24.8435,0.2336,0.56,0.8377,0.9585,0.9247,0.8863
NroMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,1041.2704,0.5206,0.0005722,1041.3114,0.8097,9.983326862770799,1.6877,6.2054,2.4911,0.0724,1.0604,0.8096,0.2565,25.6496,26.467,0.2423,0.5942,0.8096,0.9557,0.9256,0.8846
