model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"MvoMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",396.6445,0.1983,0.0003624,396.7068,0.8169,9.369857653474654,1.8031,6.3924,2.5283,0.0752,1.2181,0.8038,0.2983,29.8265,26.5279,0.2724,0.6349,0.8038,0.9506,0.9169,0.8716
"MvoMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",403.3966,0.2017,0.00037384,403.4529,0.8203,9.700511250415293,1.7098,6.0375,2.4571,0.0725,1.1253,0.8147,0.2816,28.161,25.5808,0.2589,0.602,0.8147,0.9516,0.9154,0.8711
"MvoMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",407.3084,0.2037,0.00037766,407.3319,0.8471,9.3671987881824,1.5287,5.3263,2.3079,0.0484,0.8873,0.8365,0.2313,23.1335,20.4646,0.217,0.5383,0.8365,0.9574,0.9299,0.8903
"MvoMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",414.3672,0.2072,0.00038815,414.394,0.8231,9.150753917636376,1.5322,5.766,2.4012,0.0501,0.8126,0.8231,0.2157,21.575,21.5421,0.2057,0.5395,0.8231,0.9563,0.9223,0.882
"MvoMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",400.1442,0.2001,0.00036407,400.1682,0.843,9.318208722296575,1.543,5.2085,2.2822,0.0529,1.0263,0.8402,0.2375,23.7504,22.4332,0.2246,0.5433,0.8402,0.9583,0.9265,0.8879
"MvoMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",401.7067,0.2009,0.00046182,401.7445,0.8315,11.454359936491029,1.5903,5.5164,2.3487,0.0682,1.0246,0.8307,0.2485,24.8532,25.5345,0.2342,0.5599,0.8307,0.9568,0.9225,0.8826
"MvoMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",270.6378,0.1353,0.00049949,270.6776,0.7825,10.481569921910612,2.0597,7.6801,2.7713,0.1072,1.5569,0.7643,0.3561,35.6083,32.3801,0.3228,0.7252,0.7643,0.9388,0.9025,0.8473
"MvoMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",263.9937,0.132,0.00040531,264.0175,0.8295,11.992606179602369,1.6045,5.606,2.3677,0.0605,1.0079,0.828,0.2426,24.2621,23.9111,0.2297,0.5649,0.828,0.958,0.9291,0.8901
"MvoMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",291.4697,0.1457,0.00060391,291.4951,0.8335,8.851753092225223,1.7845,5.9883,2.4471,0.0831,1.2949,0.8162,0.3281,32.8144,27.0893,0.2901,0.6283,0.8162,0.9513,0.9233,0.8783
"MvoMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100-wep_minmax_(1.0, 0.2)",354.6742,0.1773,0.00094867,354.7162,0.8462,9.04555541976891,1.4954,5.0212,2.2408,0.0549,0.952,0.8459,0.2175,21.7545,22.4355,0.2077,0.5265,0.8459,0.9608,0.9305,0.894
