model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
HgsoMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,285.828,0.1429,0.00035882,285.9183,0.7718,18.300447373508764,1.7532,8.0962,2.8454,0.0811,1.1105,0.7515,0.2505,25.0483,28.3861,0.2389,0.6173,0.7515,0.9346,0.8903,0.8321
HgsoMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,289.0651,0.1445,0.00039363,289.1201,0.7948,13.160130920909712,1.8474,6.7022,2.5889,0.101,1.3719,0.7943,0.2999,29.9871,31.7781,0.2804,0.6505,0.7943,0.9468,0.9059,0.8577
HgsoMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,281.5629,0.1408,0.00039101,281.6204,0.8118,13.58245243011877,1.6983,6.2517,2.5003,0.0713,1.3157,0.8082,0.275,27.4987,25.448,0.2542,0.598,0.8082,0.9492,0.9098,0.8636
HgsoMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,278.8036,0.1394,0.00045109,278.8451,0.7819,17.443875669968488,1.7366,7.146,2.6732,0.0637,1.2126,0.7807,0.2657,26.5745,24.8579,0.2497,0.6115,0.7807,0.9399,0.8931,0.8394
HgsoMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,279.4865,0.1397,0.00034809,279.5117,0.7818,16.726229341585586,1.635,7.2461,2.6919,0.0653,1.0224,0.7776,0.2418,24.1815,24.215,0.226,0.5757,0.7776,0.9377,0.8906,0.8351
HgsoMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,278.9155,0.1395,0.00057983,278.9565,0.8001,16.238155849297243,1.6503,6.5194,2.5533,0.0642,1.091,0.7999,0.2554,25.54,24.7113,0.24,0.5811,0.7999,0.9439,0.8998,0.8493
HgsoMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,282.9544,0.1415,0.00043845,282.9786,0.792,13.54954592688366,1.7592,6.8257,2.6126,0.0728,1.1161,0.7905,0.2718,27.1774,26.2159,0.2544,0.6194,0.7905,0.9446,0.9017,0.8517
HgsoMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,288.3349,0.1442,0.00059485,288.3761,0.7995,14.13738440843197,1.6643,6.5346,2.5563,0.0642,1.1189,0.7995,0.2602,26.0218,25.137,0.2452,0.586,0.7995,0.9442,0.9,0.8498
HgsoMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,234.0482,0.117,0.00080323,234.106,0.7661,11.972627726306289,1.8581,7.6503,2.7659,0.0935,1.1921,0.7652,0.2865,28.6543,28.2451,0.262,0.6542,0.7652,0.9404,0.8964,0.843
HgsoMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-n_clusters_2-pop_size_100,181.6247,0.0908,0.00033426,181.6485,0.7955,16.936378697820285,1.6752,7.0622,2.6575,0.0682,1.0362,0.7833,0.2491,24.905,25.4776,0.2337,0.5898,0.7833,0.9377,0.8969,0.841
