model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"MLP0-run_0-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",123.471,0.0617,0.08261633,123.5782,0.8101,16.353427339593317,1.5092,6.1994,2.4899,0.0489,0.8832,0.8098,0.2138,21.3755,21.2591,0.2047,0.5314,0.8098,0.9479,0.9072,0.8599
"MLP0-run_1-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",124.9558,0.0625,0.06698728,125.0707,0.7991,15.274542048683973,1.6046,6.6072,2.5704,0.0542,0.947,0.7972,0.2323,23.2339,22.0054,0.2196,0.565,0.7972,0.9471,0.9061,0.8582
"MLP0-run_2-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",122.5698,0.0613,0.06455636,122.6742,0.8168,17.013941342193718,1.4664,6.0651,2.4627,0.0486,0.8667,0.8139,0.2047,20.4651,20.8456,0.1963,0.5163,0.8139,0.9486,0.9086,0.8619
"MLP0-run_3-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",123.5328,0.0618,0.0510242,123.6235,0.7776,18.52701677844739,1.6217,7.2601,2.6945,0.0595,0.9751,0.7772,0.228,22.7975,22.7999,0.2166,0.571,0.7772,0.9396,0.8921,0.8382
"MLP0-run_4-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",125.5024,0.0628,0.0587728,125.6017,0.782,14.733788851255046,1.7936,7.1274,2.6697,0.0791,1.2135,0.7813,0.2774,27.7423,27.2988,0.2596,0.6315,0.7813,0.9433,0.8987,0.8477
"MLP0-run_5-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",127.5062,0.0638,0.05764866,127.604,0.814,13.56661361074029,1.5565,6.0617,2.4621,0.0558,0.9796,0.814,0.2303,23.026,22.8597,0.219,0.5481,0.814,0.9506,0.9105,0.8655
"MLP0-run_6-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",122.1298,0.0611,0.05709076,122.2274,0.8136,13.337787714398367,1.615,6.1252,2.4749,0.0558,0.9936,0.812,0.2426,24.2572,23.0331,0.2294,0.5686,0.812,0.9512,0.9123,0.8678
"MLP0-run_7-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",127.7901,0.0639,0.06486154,127.8956,0.7931,15.835277180916805,1.6791,6.7807,2.604,0.0646,1.1103,0.7919,0.2628,26.2842,24.3939,0.2449,0.5912,0.7919,0.9424,0.8973,0.8456
"MLP0-run_8-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",130.3136,0.0652,0.06703615,130.4199,0.7878,16.530957242250608,1.6895,6.9238,2.6313,0.0605,1.0237,0.7875,0.249,24.8982,24.0164,0.2358,0.5949,0.7875,0.9425,0.8983,0.8466
"MLP0-run_9-hs_(20, False)-ep_2000-bs_32-lr_0.0001-ac_('elu', 'elu')-op_sgd-lo_mse",131.6702,0.0658,0.05611777,131.766,0.7982,16.178418761175678,1.5869,6.6751,2.5836,0.0628,1.0242,0.7952,0.2324,23.2408,23.8601,0.2203,0.5587,0.7952,0.9438,0.9001,0.8495
