model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
GaMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,320.4692,0.1602,0.00055695,320.5247,0.7753,14.868412781677787,1.8768,8.0055,2.8294,0.0878,1.2197,0.7543,0.2797,27.9684,29.2736,0.2608,0.6608,0.7543,0.9287,0.8884,0.8251
GaMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,313.6207,0.1568,0.00035763,313.6681,0.7606,17.2233061347772,1.8398,7.8239,2.7971,0.094,1.2635,0.7599,0.2772,27.716,29.3083,0.2606,0.6478,0.7599,0.936,0.8855,0.8288
GaMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,326.0054,0.163,0.00039434,326.0462,0.7923,14.775921964131769,1.7245,6.8024,2.6081,0.0636,1.1313,0.7913,0.2717,27.1674,23.9791,0.2508,0.6072,0.7913,0.9363,0.8971,0.84
GaMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,310.2995,0.1551,0.0004077,310.3243,0.8076,14.78247643526635,1.6749,6.6489,2.5785,0.0666,1.1137,0.796,0.2821,28.2113,23.6142,0.2562,0.5897,0.796,0.9421,0.904,0.8517
GaMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,322.1028,0.1611,0.00048256,322.1274,0.7604,18.488573875491767,1.8656,7.8385,2.7997,0.0831,1.3086,0.7595,0.2988,29.878,28.4791,0.2738,0.6569,0.7595,0.9303,0.8798,0.8185
GaMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,321.4953,0.1607,0.0004127,321.5193,0.7526,18.92007380329442,1.8165,8.4096,2.8999,0.0854,1.2278,0.7419,0.2567,25.6653,28.7559,0.2438,0.6396,0.7419,0.9349,0.8881,0.8303
GaMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,325.101,0.1626,0.00040483,325.129,0.7938,15.044535591495961,1.6669,6.7845,2.6047,0.0648,1.0638,0.7918,0.2458,24.5775,24.8025,0.2326,0.5869,0.7918,0.9408,0.8974,0.8443
GaMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,268.5841,0.1343,0.00041962,268.6455,0.7537,13.719353884742269,2.1927,8.0492,2.8371,0.176,1.8356,0.753,0.3861,38.6076,42.4224,0.3497,0.7721,0.753,0.9377,0.8959,0.8401
GaMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,201.5917,0.1008,0.00035143,201.6155,0.7715,16.549250504638707,2.0388,7.5938,2.7557,0.1425,1.6655,0.767,0.352,35.2002,38.6747,0.3234,0.7179,0.767,0.9368,0.8949,0.8383
GaMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-pc_0.9-pm_0.1-pop_size_100,202.2925,0.1011,0.00037122,202.3153,0.769,19.09634443396333,1.6493,7.5285,2.7438,0.0568,0.9811,0.769,0.2384,23.8442,22.5977,0.2263,0.5807,0.769,0.9294,0.8821,0.8198
