y_true,y_pred,y_true_scaled,y_pred_scaled,,,,,
0.184749755,-0.057313151,0.623169295,-0.03944248,,1.202917378,0.944298315,,0.214993206
0.06060909,-0.046332218,0.490293979,0.22185466,,1.062483498,0.954724733,,0.101421589
0.123241252,-0.056515172,0.56513667,0.09031242,,1.131157282,0.945052146,,0.164526312
0.12135923,-0.055472167,0.563165555,0.121183276,,1.129030421,0.946038354,,0.162078951
0.029900582,-0.051564732,0.443363297,0.1784963,,1.030352093,0.949742169,,0.078235319
0.155922386,-0.056555272,0.597372003,0.088642925,,1.168735489,0.94501425,,0.191421619
-0.241761258,-0.042069351,-0.569297861,0.24761704,,0.785243626,0.958803284,,-0.22102651
0.025241513,-0.05785801,0.435317605,-0.08463371,,1.025562777,0.943783946,,0.079740444
-0.123964103,-0.057363158,-0.405572655,-0.048111975,,0.883411552,0.944251095,,-0.068868856
-0.252941837,-0.058809471,-0.580572212,-0.115920305,,0.776513045,0.942886399,,-0.214256998
-0.321195831,-0.076058637,-0.641461537,-0.26593286,,0.725281205,0.926761862,,-0.277796607
-0.322073822,-0.095866507,-0.642172008,-0.3380007,,0.724644694,0.908585298,,-0.253835578
-0.243379094,-0.09466728,-0.570956948,-0.33446485,,0.783974257,0.909675552,,-0.160338548
-0.606134313,-0.087183164,-0.818766002,-0.31048614,,0.545455358,0.916509209,,-0.680264378
-0.056966831,-0.191135743,0.065805311,-0.5115752,,0.944625401,0.826020454,,0.125557652
-0.403232505,-0.07534568,-0.702021852,-0.26252902,,0.668156731,0.927422839,,-0.388031873
-0.129305281,-0.088189309,-0.416119762,-0.31392688,,0.878705672,0.915587531,,-0.041972938
-0.232990419,-0.079473117,-0.560130315,-0.28114045,,0.792161163,0.923602849,,-0.16592796
-0.086855061,-0.082827143,-0.309347468,-0.2946279,,0.916809968,0.92051025,,-0.004036041
-0.14087492,-0.075268604,-0.437295967,-0.2621557,,0.868597949,0.927494325,,-0.067806257
0.081491685,-0.076871983,0.517691288,-0.2697125,,1.084904197,0.92600839,,0.14646068
-0.201698188,-0.058788441,-0.524689337,-0.11539626,,0.817341574,0.942906228,,-0.153625679
0.016792716,-0.068530393,0.419917796,-0.22425997,,1.016934506,0.93376508,,0.081784447
-0.339085207,-0.060967056,-0.655638068,-0.15488046,,0.712421743,0.940854234,,-0.320642223
0.252403791,-0.067249038,0.676539208,-0.2154237,,1.287115658,0.934962331,,0.273598821
0.29527058,-0.054867465,0.706418765,0.13359448,,1.343489831,0.946610599,,0.295409182
-0.188106768,-0.034469422,-0.507687826,0.28348687,,0.828526242,0.966117881,,-0.166067931
-0.009409432,-0.060948467,0.363025829,-0.15462172,,0.990634698,0.940871724,,0.050233425
0.228943174,-0.058815289,0.659002905,-0.11606443,,1.257270591,0.942880914,,0.25005729
0.143054461,-0.038188679,0.58510189,0.2671353,,1.153792637,0.962531314,,0.165767501
0.40441342,-0.054116064,0.772874626,0.14636797,,1.498423297,0.94732215,,0.367787359
0.161013216,0.036489627,0.60208994,0.45426628,,1.174700494,1.037163545,,0.117082566
0.276784064,-0.031924426,0.693848033,0.29367253,,1.318881546,0.968579778,,0.265605178
-0.12747314,0.016759424,-0.412562475,0.41985485,,0.880317061,1.016900651,,-0.155152724
0.099406103,-0.057273843,0.539076948,-0.028042793,,1.104514755,0.944335434,,0.145022346
-0.135207769,-0.056163024,-0.427185474,0.10287541,,0.873534399,0.945385003,,-0.082252747
0.082702113,-0.057884832,0.519192414,-0.08586395,,1.08621819,0.943758632,,0.131151881
0.117973227,-0.057284571,0.559584106,-0.03200406,,1.125213986,0.944325304,,0.160759361
0.086016907,-0.056339867,0.523259478,0.09697345,,1.089824754,0.945217833,,0.132688233
-0.195923991,-0.056934169,-0.517602624,0.06822917,,0.822074717,0.944656255,,-0.149112405
0.137918701,-0.059918806,0.580057952,-0.13867831,,1.147882225,0.941841002,,0.179496832
0.039578162,-0.05541803,0.459201438,0.12239984,,1.040371813,0.946089571,,0.090623603
0.081447052,-0.05715012,0.517635769,0.04667285,,1.084855775,0.944452277,,0.129421349
0.099799031,-0.057152975,0.539527274,0.046231866,,1.104948835,0.944449581,,0.14525492
0.122847326,-0.054935226,0.564725234,0.13231674,,1.130711777,0.946546458,,0.162875565
-0.077648296,-0.048909089,-0.27322384,0.20281601,,0.925289797,0.952267697,,-0.029156162
-0.108970166,-0.057470684,-0.372576071,-0.060266733,,0.896757171,0.944149569,,-0.052848641
-0.160398169,-0.061070296,-0.468976767,-0.15630198,,0.851804559,0.940757106,,-0.104428353
0.028939107,-0.065717811,0.441726852,-0.20381045,,1.029361912,0.936395067,,0.090315023
-0.157982089,-0.059685513,-0.465286059,-0.13451076,,0.853865075,0.942060753,,-0.103289946
-0.146870863,-0.067567928,-0.447507325,-0.21769029,,0.863405468,0.934664228,,-0.082532209
-0.10735174,-0.075808296,-0.368648465,-0.26474762,,0.898209681,0.926993898,,-0.032046211
0.057716679,-0.071766795,0.486249965,-0.24393404,,1.059414799,0.930747925,,0.121450893
-0.155526564,-0.058951707,-0.461474121,-0.11934638,,0.855964339,0.942752296,,-0.101392024
-0.074840603,-0.068200278,-0.260063164,-0.22205031,,0.927891378,0.934073381,,-0.006662421
-0.029400234,-0.072763563,0.303121324,-0.24939466,,0.971027748,0.929820648,,0.042436584
-0.393589595,-0.060991861,-0.695438231,-0.15522438,,0.674630871,0.940830897,,-0.394586191
-0.167355088,-0.072468139,-0.479291921,-0.24780124,,0.845899189,0.93009538,,-0.099534545
-0.127620641,-0.07928577,-0.412851138,-0.28034812,,0.880187223,0.923775899,,-0.049522051
-0.234107273,-0.0735496,-0.56131439,-0.253538,,0.791276929,0.929090062,,-0.174165489
-0.17557346,-0.079976288,-0.4909321,-0.28324664,,0.838975764,0.923138235,,-0.100315736
-0.092456908,-0.080902772,-0.32774439,-0.28704482,,0.911688497,0.922283359,,-0.011621143
-0.222487636,-0.07586145,-0.548741858,-0.26500016,,0.800524904,0.926944626,,-0.157921035
0.014729946,-0.080201067,0.415981586,-0.28417748,,1.014838966,0.922930757,,0.090564328
0.046017292,-0.063823886,0.469162659,-0.18731302,,1.047092517,0.938170209,,0.104023576
-0.070157196,-0.057985984,-0.234561765,-0.09021324,,0.932247263,0.943663173,,-0.012245582
-0.121103235,-0.064300803,-0.39969027,-0.19173855,,0.885942495,0.937722887,,-0.058446675
-0.212671315,-0.067584038,-0.537652734,-0.21780354,,0.80842181,0.934649172,,-0.156140471
-0.245326056,-0.070162506,-0.572940855,-0.23459393,,0.782449374,0.932242313,,-0.191441061
-0.025324833,-0.080439389,0.317238468,-0.2851578,,0.974993151,0.922710829,,0.053623271
0.079771106,-0.067192493,0.515542391,-0.21501678,,1.083039138,0.9350152,,0.136674597
-0.271181321,-0.057730169,-0.598076741,-0.0782091,,0.762478231,0.943904608,,-0.237943026
-0.055392478,-0.069480449,0.122965736,-0.23038787,,0.946113746,0.932878372,,0.0139892
-0.097845302,-0.066323697,-0.343678376,-0.20856088,,0.906789171,0.93582789,,-0.032023672
-0.06897818,-0.061087064,-0.227189423,-0.15653044,,0.933347045,0.940741331,,-0.007922332
-0.137302849,-0.069265052,-0.430978587,-0.22902715,,0.871706191,0.933079333,,-0.070405766
-0.1196581,-0.072643745,-0.396651865,-0.24875087,,0.887223727,0.929932064,,-0.048137055
-0.054689005,-0.073281379,0.13684767,-0.25213945,,0.946779546,0.929339297,,0.018420602
0.002169511,-0.068903111,0.390224069,-0.22670358,,1.002171866,0.933417114,,0.06860575
-0.121604307,-0.060402546,-0.400733066,-0.14660144,,0.885498685,0.941385506,,-0.063113388
-0.114202439,-0.066717644,-0.384739012,-0.21153712,,0.892077346,0.935459297,,-0.048630257
0.059963761,-0.070756753,0.489397498,-0.23813933,,1.061798067,0.931688495,,0.122537021
0.240552553,-0.057503607,0.667795788,-0.06314826,,1.271951777,0.944118485,,0.257740347
0.3642502,-0.050659145,0.749778892,0.18750805,,1.439434316,0.950602633,,0.339599853
0.464420044,-0.013141898,0.805006023,0.3533285,,1.591091158,0.986944079,,0.379706138
0.821937999,0.093597686,0.957989786,0.5323304,,2.274904331,1.098117869,,0.517290528
0.695750852,0.460957429,0.909771163,0.803221,,2.005214128,1.585591349,,0.20926582
0.219306091,0.401389322,0.651521392,0.7711834,,1.245212367,1.493898762,,-0.199714043
0.167676182,0.02284932,0.608155291,0.4310684,,1.182553616,1.023112365,,0.134827926
0.002597381,-0.011361373,0.391158448,0.35802004,,1.002600757,0.988702923,,0.013861783
0.000281755,-0.055386932,0.386047175,0.12308788,,1.000281795,0.946118994,,0.054147543
-0.143718685,-0.056936661,-0.442197844,0.068050265,,0.86613137,0.944653901,,-0.090658917
-0.085118154,-0.057845139,-0.303175033,-0.08403045,,0.918403765,0.943796093,,-0.027648328
0.087629536,-0.062847797,0.525215423,-0.17753857,,1.091583655,0.939086395,,0.13970277
-0.02862209,-0.057254403,0.305918401,-0.013772965,,0.971783642,0.944353792,,0.028226293
0.346179159,-0.058309139,0.738906926,-0.1018762,,1.413655862,0.943358274,,0.332681808
-0.260673174,-0.027537733,-0.58811944,0.30973288,,0.770532709,0.972837974,,-0.262552469
-0.189595392,-0.059236813,-0.509605746,-0.12567681,,0.827293796,0.942483551,,-0.139236817
0.045813747,-0.068649816,0.468854214,-0.22504872,,1.046879408,0.933653573,,0.108155566
-0.456449695,-0.057513267,-0.736313479,-0.06394565,,0.633528878,0.944109365,,-0.490238878
-0.14581303,-0.072373587,-0.44573961,-0.24728692,,0.86431929,0.930183326,,-0.076203363
0.020154878,-0.079397449,0.426179732,-0.28082097,,1.020359359,0.923672739,,0.09475742
0.0220847,-0.060277418,0.429692389,-0.14463449,,1.022330372,0.941503307,,0.07906159
-0.145107609,-0.058110802,-0.444552964,-0.09506041,,0.864929214,0.943545395,,-0.090893197
-0.047886859,-0.067855803,0.210782652,-0.21969664,,0.953241632,0.934395201,,0.019770885
0.466398603,-0.062467477,0.806022462,-0.17342186,,1.594242342,0.939443616,,0.410727221
-0.109612226,0.018402746,-0.374111522,0.42293957,,0.896181584,1.01857312,,-0.13657002
-0.116846438,-0.059395681,-0.39060316,-0.12894392,,0.88972181,0.942333832,,-0.059133115
-0.244162482,-0.069050595,-0.571756857,-0.22765613,,0.783360342,0.93327946,,-0.191379509
0.003213576,-0.071372679,0.392496296,-0.24170595,,1.003218745,0.93111482,,0.071872585
-0.083858841,-0.061508393,-0.298537514,-0.16206443,,0.919561051,0.940345053,,-0.02260209
-0.013179473,-0.067209822,0.353228141,-0.21514165,,0.986906996,0.934998998,,0.052596647
-0.236509094,-0.063255225,-0.563843987,-0.18174672,,0.789378704,0.938703863,,-0.18916796
-0.00043233,-0.065995872,0.384443363,-0.20601779,,0.999567763,0.936134729,,0.063460465
-0.022824875,-0.060720304,0.325311466,-0.15137279,,0.977433642,0.941086421,,0.037186382
-0.043863277,-0.058065397,0.237452885,-0.09335512,,0.957084804,0.943588238,,0.014101745
-0.10136311,-0.059248407,-0.353332308,-0.12592101,,0.903604865,0.942472624,,-0.043014109
-0.325006668,-0.062528998,-0.644533948,-0.17410105,,0.722522536,0.939385822,,-0.300147435
-0.158766319,-0.076492509,-0.466490425,-0.26796234,,0.853195711,0.926359854,,-0.08575306
-0.192541414,-0.07392659,-0.513359374,-0.25547802,,0.824860157,0.92873987,,-0.125936151
-0.16527228,-0.077743066,-0.47625043,-0.27364635,,0.847662871,0.925202112,,-0.09147415
-0.412684233,-0.079322036,-0.70835727,-0.28050184,,0.661871247,0.923742398,,-0.395652708
-0.025335425,-0.109011797,0.317203382,-0.372676,,0.974982824,0.896719839,,0.080271142
-0.343775264,-0.068855526,-0.659254955,-0.22639453,,0.709088268,0.933461532,,-0.316425012
0.013979968,-0.077313209,0.414531834,-0.27171934,,1.014078145,0.925599902,,0.087249925
0.285391434,-0.063370387,0.699757211,-0.1829015,,1.330282644,0.938595766,,0.29443884
0.407597549,-0.044969004,0.774647409,0.23072729,,1.503202074,0.956027114,,0.364006257
0.323103133,0.000384407,0.72454108,0.38627663,,1.381407812,1.000384481,,0.275822482
0.391798594,0.011452561,0.765770016,0.40956995,,1.479639673,1.011518393,,0.316375188
0.057687985,0.094124561,0.486209509,0.53294945,,1.0593844,1.098696593,,-0.037108525
0.435852325,-0.051117172,0.790034777,0.183061,,1.546280431,0.950167331,,0.385514224
-0.026249321,0.115541628,0.314146406,0.5569836,,0.974092198,1.12248124,,-0.152335726
-0.44873218,-0.056716776,-0.731537629,0.08118114,,0.638437062,0.944861639,,-0.479960509
-0.442525281,-0.061667726,-0.727650853,-0.16406184,,0.6424121,0.940195237,,-0.463539117
-0.486513374,-0.125561217,-0.754351934,-0.40878367,,0.614766121,0.88200177,,-0.43469482
-0.33173115,-0.165387654,-0.649885076,-0.47641993,,0.717680245,0.847565078,,-0.180978693
-0.422325575,-0.101732919,-0.714705103,-0.35431695,,0.655520584,0.903270766,,-0.37794417
0.17674799,-0.122358331,0.616223822,-0.40229213,,1.193330324,0.884831249,,0.25851943
-0.200219861,-0.057280307,-0.52289323,-0.030551434,,0.818550766,0.94432933,,-0.153660066
-0.152290397,-0.071022025,-0.456352065,-0.23968846,,0.858738869,0.931441377,,-0.08466195
-0.05285411,-0.078087143,0.163835452,-0.2751695,,0.948518382,0.924883826,,0.024917341
-0.061365279,-0.065825544,-0.160227394,-0.20467132,,0.94047964,0.936294192,,0.004450333
-0.011300484,-0.064192213,0.358178314,-0.19074887,,0.988763127,0.93782472,,0.0515173
-0.24758889,-0.062642584,-0.575229499,-0.17534131,,0.780680823,0.939279127,,-0.203153836
-0.136237715,-0.066848282,-0.429058558,-0.21250582,,0.872635169,0.935337098,,-0.071853544
0.031121934,-0.072887141,0.445424792,-0.2500552,,1.031611285,0.92970575,,0.098782881
-0.021276827,-0.059031818,0.330116161,-0.121192455,,0.978947928,0.942676775,,0.037051157
-0.005279539,-0.05898131,0.373184711,-0.12003517,,0.994734373,0.942724388,,0.0522853
0.005032421,-0.058964292,0.396393012,-0.11964017,,1.005045105,0.942740432,,0.061991918
-0.116703194,-0.057280133,-0.390289952,-0.030489385,,0.889849267,0.944329494,,-0.061224108
-0.108568301,-0.058605013,-0.371608557,-0.110608816,,0.897117619,0.9430792,,-0.051232503
0.519331756,-0.064609723,0.832314412,-0.19449955,,1.68090402,0.937433251,,0.442304118
0.023434362,0.005695997,0.432115325,0.39779577,,1.023711104,1.00571225,,0.017581966
-0.122449545,-0.057262553,-0.402479916,-0.022078693,,0.884750544,0.944346096,,-0.067358593
-0.101523848,-0.064026536,-0.353760959,-0.18921882,,0.903459633,0.937980109,,-0.038209207
0.149064787,-0.064765447,0.590896442,-0.19586211,,1.160748188,0.937287282,,0.192514543
-0.051810119,-0.05658632,0.175891196,0.087305754,,0.949509143,0.94498491,,0.004764813
-0.193720305,-0.058750549,-0.514846172,-0.114439845,,0.823888309,0.942941957,,-0.144502169
-0.293890121,-0.068961262,-0.618531323,-0.2270801,,0.745358386,0.933362836,,-0.252233628
-0.063485258,-0.082590529,-0.184039017,-0.2937165,,0.938487954,0.920728081,,0.018923922
-0.242154709,-0.067811537,-0.569702234,-0.21939051,,0.784934732,0.934436563,,-0.190464029
-0.072146326,-0.077159101,-0.246041853,-0.27102178,,0.930394745,0.925742555,,0.005000232
-0.037109054,-0.075786333,0.272085975,-0.26464313,,0.963571048,0.927014257,,0.037938864
-0.098180567,-0.066366341,-0.344621939,-0.20888716,,0.906485208,0.935787984,,-0.032325708
-0.017366093,-0.068251318,0.34166912,-0.22239482,,0.982783828,0.934025707,,0.049612255
-0.019731515,-0.06323629,0.334776788,-0.18155545,,0.980461877,0.938721637,,0.042572018
-0.459626734,-0.058007415,-0.738261651,-0.09108257,,0.631519326,0.943642951,,-0.494242395
-0.020169008,-0.072613118,0.333470513,-0.24858576,,0.980033026,0.929960545,,0.051092646
0.111913481,-0.062423631,0.553057649,-0.17293453,,1.118416092,0.939484807,,0.159986329
-0.279685182,-0.057044877,-0.605898664,0.059146553,,0.756021713,0.94455168,,-0.2493711
-0.321127585,-0.065610507,-0.641406246,-0.20294571,,0.725330704,0.936495551,,-0.291129062
0.105587239,-0.090827478,0.54607568,-0.32260787,,1.111363054,0.91317524,,0.178328597
-0.059296783,-0.057265026,-0.126929895,-0.023654819,,0.942427031,0.94434376,,-0.002033822
-0.078020271,-0.061744131,-0.274874789,-0.16500264,,0.924945677,0.940123404,,-0.016409318
-0.135385109,-0.071822311,-0.427509159,-0.24424464,,0.873379501,0.930696255,,-0.065626402
-0.116892446,-0.070019497,-0.390703651,-0.23372453,,0.889680877,0.932375641,,-0.047988852
-0.390103708,-0.069973935,-0.693027319,-0.23344618,,0.676986662,0.932418123,,-0.37730649
-0.323104369,-0.097997384,-0.643003928,-0.34410703,,0.723898298,0.906651276,,-0.252456703
-0.056439201,-0.09837245,0.093316197,-0.34515965,,0.945123945,0.906311285,,0.041066212
-0.129939805,-0.072850497,-0.417337685,-0.24985969,,0.878148289,0.929739818,,-0.058750361
0.099681346,-0.073061209,0.539392477,-0.25097972,,1.104818807,0.929543932,,0.158645811
0.029262384,-0.057731229,0.442278426,-0.0782668,,1.029694734,0.943903608,,0.083317049
-0.138190296,-0.057472981,-0.432565349,-0.06047684,,0.870932941,0.9441474,,-0.084064404
-0.102770543,-0.062899884,-0.357050888,-0.17808771,,0.902333997,0.939037482,,-0.040676164
-0.204972031,-0.06774573,-0.528623747,-0.21893382,,0.814670102,0.934498058,,-0.147087706
-0.160227277,-0.069209714,-0.468717625,-0.22867495,,0.851950138,0.933130969,,-0.095288241
-0.067642432,-0.075539548,-0.218213085,-0.26346332,,0.934594595,0.927243059,,0.007866015
-0.149119217,-0.074104996,-0.451218798,-0.25638592,,0.861466407,0.928574192,,-0.077899479
0.006272575,-0.075382381,0.399006629,-0.2627064,,1.006292289,0.927388802,,0.078410107
0.0475595,-0.063732861,0.471486602,-0.18644422,,1.048708597,0.93825561,,0.105322858
-0.37852977,-0.057687103,-0.684899717,-0.07578802,,0.684867582,0.943945259,,-0.378288713
0.000989476,-0.070081939,0.387623653,-0.23410493,,1.000989966,0.932317424,,0.068604626
0.085954175,-0.060138522,0.523183095,-0.1423865,,1.089756389,0.941634088,,0.135922398
0.058158685,-0.057105764,0.486872311,0.05265957,,1.05988317,0.944494171,,0.108869546
-0.185207229,-0.057251927,-0.50390993,-0.00515151,,0.830932073,0.944356131,,-0.136502202
-0.17091763,-0.061709732,-0.484406529,-0.1645804,,0.842891,0.940155744,,-0.115394214
-0.221159031,-0.066491867,-0.547267149,-0.20984173,,0.801589193,0.935670525,,-0.167269387
-0.174277301,-0.072873885,-0.48913287,-0.2499845,,0.840063915,0.929718074,,-0.106723022
-0.184549771,-0.076972352,-0.503045388,-0.27017164,,0.831478555,0.925915453,,-0.113577069
-0.107119921,-0.08032161,-0.368078991,-0.28467417,,0.898417927,0.922819511,,-0.027160615
0.081456751,-0.076864999,0.517647834,-0.2696805,,1.084866297,0.926014859,,0.1464249
-0.072154548,-0.058919702,-0.246087118,-0.11859262,,0.930387095,0.94278247,,-0.013322815
-0.081633584,-0.066339317,-0.289971435,-0.20868051,,0.921609589,0.935813273,,-0.015411823
-0.188264833,-0.071227512,-0.507892162,-0.24087483,,0.828395292,0.931249997,,-0.124161384
-0.249977853,-0.071599141,-0.57762611,-0.24299121,,0.778818031,0.930903983,,-0.195277902
-0.143675403,-0.07952371,-0.442124049,-0.28135365,,0.866168858,0.923556122,,-0.066254129
0.041253688,-0.077692292,0.461834949,-0.27342016,,1.042116444,0.925249089,,0.112144239
-0.020373786,-0.061517257,0.332855551,-0.16217685,,0.979832357,0.940336718,,0.040308568
-0.137264144,-0.061264537,-0.430909116,-0.15890855,,0.871739931,0.94057439,,-0.07896215
-0.174281864,-0.067825288,-0.489139227,-0.2194857,,0.840060082,0.934423714,,-0.112329623
-0.06392782,-0.071831936,-0.188295274,-0.2442984,,0.938072707,0.930687298,,0.00787296
-0.1894543,-0.06576971,-0.509424585,-0.20422608,,0.827410529,0.93634647,,-0.131658878
-0.084960194,-0.073301453,-0.3026011,-0.25224465,,0.918548847,0.929320641,,-0.011726969
-0.03451702,-0.075253431,0.283289312,-0.2620821,,0.966071897,0.927508398,,0.039917836
-0.080873765,-0.065965897,-0.286927429,-0.20578212,,0.922310112,0.93616279,,-0.015019544
0.028292218,-0.0674071,0.440618978,-0.21655309,,1.028696244,0.934814561,,0.091262784
0.189258648,-0.059607697,0.627015733,-0.13306159,,1.20835345,0.942134063,,0.220315825
-0.16575229,-0.052194946,-0.476954824,0.17164317,,0.847256082,0.949143817,,-0.120256127
-0.194796913,-0.06043298,-0.516196511,-0.14707196,,0.823001782,0.941356856,,-0.143809013
-0.189482531,-0.071695157,-0.509460843,-0.24353206,,0.82738717,0.930814605,,-0.125004881
-0.162342511,-0.070566664,-0.47190523,-0.23701674,,0.850149969,0.931865615,,-0.096119096
-0.138227305,-0.075233001,-0.432631269,-0.26198292,,0.870900709,0.927527346,,-0.065020773
-0.187063243,-0.077787861,-0.506334675,-0.2738456,,0.829391282,0.925160668,,-0.115469488
-0.060795835,-0.079734303,-0.15246368,-0.28223765,,0.941015343,0.923361648,,0.018760262
-0.355701268,-0.074354024,-0.668277657,-0.25764257,,0.700681905,0.92834298,,-0.324913592
-0.344995147,-0.087082624,-0.66018923,-0.3101381,,0.70822379,0.916601359,,-0.294225598
-0.120613335,-0.100210638,-0.398665437,-0.350228,,0.886376624,0.904646845,,-0.020612254
-0.305185171,-0.078057991,-0.628219868,-0.2750411,,0.736986893,0.924910788,,-0.254989467
-0.164254257,-0.087704036,-0.474749588,-0.31227684,,0.848526251,0.916031949,,-0.079556405
-0.140032753,-0.081129057,-0.435823012,-0.28795737,,0.869329762,0.922074683,,-0.060673089
-0.062796143,-0.078305522,-0.176990633,-0.27612752,,0.939134903,0.924681873,,0.015389728
-0.13074071,-0.074328921,-0.418864886,-0.25751644,,0.877445258,0.928366284,,-0.05803328
-0.093085579,-0.075066581,-0.329683776,-0.26117218,,0.911115525,0.927681718,,-0.01818232
-0.085956869,-0.074762873,-0.306186647,-0.2596795,,0.917633809,0.927963505,,-0.011256883
0.04704576,-0.072850363,0.470714998,-0.24985898,,1.048169972,0.929739943,,0.112987428
0.044776844,-0.05971222,0.467276591,-0.135001,,1.045794459,0.942035593,,0.099215352
-0.323169276,-0.057614386,-0.643056252,-0.071308434,,0.723851313,0.944013902,,-0.304154437
0.016727562,-0.067837439,0.419794594,-0.21956974,,1.016868251,0.93441236,,0.081088077
-0.024205285,-0.058560231,0.320904036,-0.109375,,0.976085314,0.943121433,,0.033771516
-0.103611585,-0.057336543,-0.359236537,-0.043925583,,0.901575415,0.944276227,,-0.04736244
-0.455367757,-0.063495151,-0.735647672,-0.18413633,,0.634214688,0.93847867,,-0.479749188
-0.028366408,-0.106526145,0.306826387,-0.36661226,,0.972032141,0.898951544,,0.075183313
-0.005768229,-0.062331551,0.372011353,-0.17190206,,0.994248375,0.939571319,,0.054993357
-0.189079626,-0.058901393,-0.508942877,-0.11815709,,0.827720596,0.942799731,,-0.139031378
0.012743209,-0.069641408,0.412118716,-0.23139429,,1.01282475,0.932728229,,0.07908231
0.074614217,-0.05968408,0.508991995,-0.13448435,,1.077468402,0.942062103,,0.125670784
-0.030173281,-0.05719077,0.300290494,0.039369285,,0.970277388,0.944413886,,0.026655782
-0.123299043,-0.057897403,-0.404220423,-0.08642858,,0.883999269,0.943746768,,-0.067587724
-0.192462257,-0.061559933,-0.513259233,-0.16271591,,0.824925453,0.940296589,,-0.139856439
-0.636888394,-0.0665644,-0.833780885,-0.21038938,,0.528935706,0.935602661,,-0.768840051
-0.326518569,-0.199805433,-0.645744811,-0.5223875,,0.721430979,0.818890067,,-0.135091355
-0.056865255,-0.104071202,0.072844436,-0.3604198,,0.944721357,0.901161131,,0.046109073
-0.103677213,-0.073661962,-0.359405972,-0.25411934,,0.901516248,0.928985673,,-0.030470249
-0.561897727,-0.073554935,-0.796151273,-0.25356567,,0.570126093,0.929085105,,-0.629613373
-0.398780102,-0.135343956,-0.698997416,-0.4274341,,0.671138267,0.873415444,,-0.301394194
-0.003334586,-0.130980635,0.377783038,-0.41932023,,0.996670968,0.877234762,,0.119835141
-0.117632598,-0.065611996,-0.392313247,-0.20295775,,0.889022621,0.936494158,,-0.053397445
-0.142615646,-0.070736725,-0.440309451,-0.23802155,,0.867087273,0.931707155,,-0.074525234
-0.203094164,-0.077306926,-0.526374176,-0.27169096,,0.816201381,0.925605718,,-0.134040862
-0.138472142,-0.078214645,-0.433066864,-0.27572966,,0.870687507,0.924765909,,-0.062110001
-0.031469426,-0.074773462,0.295420694,-0.25973183,,0.969020583,0.927953679,,0.042379805
-0.162872622,-0.067483667,-0.472697379,-0.21709597,,0.849699415,0.934742988,,-0.100086656
-0.062354104,-0.070853786,-0.172156088,-0.23870832,,0.939550129,0.931598095,,0.008463662
-0.078207525,-0.073012128,-0.275698433,-0.25071973,,0.924772493,0.929589556,,-0.005208916
-0.026756667,-0.068261456,0.312423335,-0.22246313,,0.973598121,0.934016237,,0.040655259
0.010027584,-0.063056032,0.406718551,-0.17971396,,1.010078029,0.938890864,,0.070476896
-0.135332928,-0.05859229,-0.427413968,-0.11026108,,0.873425076,0.943091198,,-0.079761991
-0.031482034,-0.064176337,0.295372531,-0.19060332,,0.969008366,0.937839609,,0.032165622
-0.060334499,-0.060877718,-0.145538367,-0.15362895,,0.941449567,0.940938293,,0.000543072
-0.292087612,-0.059190701,-0.616956837,-0.12469602,,0.746703113,0.942527012,,-0.262251349
0.011070311,-0.074182115,0.408808959,-0.2567764,,1.011131814,0.928502584,,0.081719543
-0.341870271,-0.060884935,-0.657790654,-0.15373081,,0.710440363,0.940931502,,-0.324434182
-0.133987518,-0.068568377,-0.424944819,-0.22451144,,0.874600981,0.933729613,,-0.067606409
-0.154101129,-0.077092781,-0.459232082,-0.27072048,,0.85718533,0.925803952,,-0.080051092
0.006203271,-0.075209373,0.398861474,-0.26186812,,1.006222551,0.927549262,,0.078186768
0.050677526,-0.062991693,0.476116401,-0.17904747,,1.051983601,0.938951274,,0.107446853
-0.316469379,-0.058179247,-0.637609563,-0.09752095,,0.728717325,0.943480816,,-0.294714402
-0.328890127,-0.069458518,-0.647635064,-0.23025006,,0.71972209,0.932898831,,-0.296193133
-0.057734081,-0.09192633,-0.078421708,-0.32608956,,0.943900915,0.912172346,,0.0336143
0.058966643,-0.066288159,0.488005825,-0.2082882,,1.060739857,0.935861149,,0.117727931
0.288648775,-0.058689705,0.701967638,-0.1128698,,1.334622893,0.942999331,,0.293433871
0.192299497,-0.04978181,0.629583404,0.19548187,,1.212033463,0.951436996,,0.215007651
0.323205864,-0.047856164,0.724606305,0.21101269,,1.381549733,0.953270892,,0.309998859
0.026222653,0.018491475,0.437036635,0.42310485,,1.026569492,1.018663501,,0.007701369
-0.104145044,-0.055608107,-0.360609189,0.11801559,,0.90109459,0.945909759,,-0.049734145
0.351790715,-0.057407953,0.742317125,-0.05385083,,1.421610971,0.944208798,,0.335817733
-0.246825395,-0.004569059,-0.574459333,0.37487754,,0.781277097,0.995441363,,-0.274120754
-0.076252023,-0.058097468,-0.266841254,-0.09456599,,0.926582657,0.943557976,,-0.018320351
-0.496455823,-0.069289361,-0.760131575,-0.22918153,,0.608684126,0.933056651,,-0.532907812
-0.194724843,-0.124422753,-0.516106338,-0.40649998,,0.823061098,0.883006468,,-0.072832224
-0.122613304,-0.080045275,-0.402816607,-0.28353298,,0.88460567,0.923074553,,-0.043487041
0.035760252,-0.077498527,0.453085044,-0.27255344,,1.03640734,0.925428388,,0.107080439
-0.220814913,-0.062322135,-0.546883891,-0.17179579,,0.801865081,0.939580166,,-0.171743462
