y_true,y_pred,y_true_scaled,y_pred_scaled,,,,,
0.004074281,-0.079737779,0.394349881,-0.2822522,,1.004082592,0.923358439,,0.080395929
0.02612614,-0.064435995,0.436868137,-0.19295657,,1.026470419,0.937596123,,0.086582423
-0.137072335,-0.058645104,-0.43056451,-0.11169052,,0.871907154,0.943041391,,-0.081584646
-0.318609495,-0.066482571,-0.63935947,-0.20977134,,0.727159453,0.935679224,,-0.286759348
-0.152828504,-0.083406288,-0.457211731,-0.29683524,,0.8582769,0.919977296,,-0.071888682
-0.26249726,-0.071988022,-0.589872106,-0.24516708,,0.769128472,0.930542042,,-0.209865551
-0.098981643,-0.082126913,-0.346855792,-0.2919141,,0.905759335,0.921155044,,-0.016997572
0.062117077,-0.077257298,0.492376168,-0.27146667,,1.064086918,0.925651655,,0.130097702
0.195790635,-0.060084709,0.632505705,-0.14149618,,1.216272234,0.941684761,,0.225761524
0.408289905,-0.056438823,0.77503181,0.09333065,,1.504243186,0.945124302,,0.371694476
0.683798364,-0.001866003,0.904931836,0.38118234,,1.981389496,0.998135737,,0.49624456
0.815928703,0.245371601,0.955802162,0.6713786,,2.26127475,1.278096167,,0.434789529
0.133975215,0.47248157,0.576124585,0.8091315,,1.143364481,1.603969621,,-0.402850663
0.06872562,-0.024131959,0.501299832,0.3211412,,1.071142269,0.976156889,,0.088676717
-0.127158131,-0.048388377,-0.41194464,0.20695075,,0.880594412,0.952763684,,-0.081955178
-0.291365853,-0.057256963,-0.616324124,-0.01729387,,0.747242247,0.944351375,,-0.263782099
-0.093249186,-0.067008354,-0.330184762,-0.21368086,,0.910966472,0.935187388,,-0.026588154
-0.506019457,-0.066935601,-0.765609275,-0.21314842,,0.602890641,0.935255429,,-0.551285366
-0.167110612,-0.120591679,-0.478936915,-0.39862,,0.846106017,0.886395819,,-0.047617913
-0.036504015,-0.082024263,0.274783412,-0.291512,,0.964154223,0.921249606,,0.044499745
-0.35717849,-0.069005132,-0.669378424,-0.22736335,,0.699647606,0.93332189,,-0.333988541
-0.104343252,-0.078271292,-0.361116548,-0.2759778,,0.900916003,0.924713525,,-0.026414807
-0.117350251,-0.077632343,-0.391700792,-0.2731526,,0.88927367,0.925304559,,-0.040517211
-0.239221031,-0.072792954,-0.566673183,-0.24955207,,0.787240859,0.92979332,,-0.181078587
-0.126650926,-0.079651618,-0.410945934,-0.28189123,,0.881041167,0.923437999,,-0.048121284
-0.123712302,-0.078096324,-0.405061743,-0.2752099,,0.883634024,0.924875334,,-0.046672388
-0.254183813,-0.075972739,-0.581797852,-0.26552737,,0.775549233,0.926841473,,-0.195077544
-0.046470815,-0.083172422,0.220912022,-0.29594785,,0.95459242,0.920192472,,0.036036267
-0.122529031,-0.07039052,-0.402643411,-0.23596692,,0.884680221,0.932029772,,-0.053521656
-0.242228314,-0.070193825,-0.569777818,-0.23478347,,0.784876959,0.932213116,,-0.187718796
-0.362671416,-0.080652104,-0.673440111,-0.28602713,,0.69581503,0.922514574,,-0.325804323
-0.257791512,-0.104308976,-0.585329127,-0.3610289,,0.772756326,0.900946884,,-0.165887426
-0.100977724,-0.087155282,-0.352300314,-0.3103897,,0.903953169,0.916534763,,-0.013918413
-0.083388668,-0.077330613,-0.296768569,-0.2717979,,0.919993506,0.925583793,,-0.006076442
-0.052703045,-0.075586095,0.165690347,-0.26368666,,0.94866168,0.9271999,,0.022623219
-0.166614434,-0.070382636,-0.478214786,-0.23591971,,0.84652594,0.932037121,,-0.101014248
-0.251580908,-0.071666034,-0.579223215,-0.24336827,,0.777570543,0.930841714,,-0.197115453
-0.085739816,-0.08167245,-0.305412952,-0.29012543,,0.917833006,0.92157377,,-0.004075649
-0.14407945,-0.073025666,-0.442811983,-0.2507915,,0.865818956,0.929576971,,-0.073638969
-0.146343165,-0.074137458,-0.446627253,-0.25655043,,0.863861205,0.928544049,,-0.074876431
-0.036623046,-0.077701464,0.274256922,-0.27346104,,0.964039465,0.925240603,,0.040246135
-0.225515862,-0.067907542,-0.552073793,-0.22005337,,0.798104401,0.934346858,,-0.170707562
-0.07903134,-0.071601325,-0.279264865,-0.24300355,,0.924010965,0.930901949,,-0.007457686
-0.343269501,-0.074482955,-0.658866827,-0.25828838,,0.709446989,0.928223296,,-0.308375833
-0.032786758,-0.088121531,0.290301044,-0.31369746,,0.967744901,0.91564959,,0.053831657
0.193314305,-0.067145552,0.630435657,-0.21467781,,1.213264069,0.935059091,,0.229302906
-0.135883049,-0.05686493,-0.428415402,0.07286483,,0.872944718,0.944721664,,-0.08222393
-0.172725735,-0.065135088,-0.486961546,-0.19902271,,0.841368341,0.936940886,,-0.1135918
-0.038198411,-0.073113089,0.267089821,-0.25125396,,0.962521947,0.929495708,,0.034312193
-0.410920981,-0.060141067,-0.707183973,-0.14242834,,0.663039322,0.941631691,,-0.42017473
-0.473433284,-0.074227784,-0.746610778,-0.25700706,,0.622860137,0.928460182,,-0.490639914
-0.104920159,-0.134401249,-0.36258522,-0.42570716,,0.900396408,0.874239207,,0.029050761
-0.260119236,-0.076564576,-0.587585117,-0.26829648,,0.770959654,0.926293096,,-0.201480636
-0.540422054,-0.081895416,-0.78469352,-0.29100573,,0.582502353,0.921368314,,-0.581741789
-0.565643494,-0.156741606,-0.798116247,-0.46336818,,0.567994528,0.854924938,,-0.505164039
0.209752463,-0.206180209,0.643931089,-0.530061,,1.233372717,0.813686429,,0.340275313
-0.543660241,-0.05725179,-0.786442612,0.000815719,,0.580619152,0.94435626,,-0.626464192
-0.568189293,-0.084031403,-0.799446233,-0.29918152,,0.566550367,0.919402384,,-0.622807851
-0.423772709,-0.17257222,-0.715648209,-0.48674566,,0.654572643,0.841497514,,-0.285567801
-0.277655727,-0.161509441,-0.604050316,-0.47065496,,0.757557583,0.850858498,,-0.123160163
-0.307486207,-0.090397125,-0.630157361,-0.32122362,,0.735293009,0.913568313,,-0.242454778
-0.251717128,-0.094639482,-0.579358524,-0.334382,,0.77746463,0.909700839,,-0.170086463
-0.017046274,-0.088443657,0.342579902,-0.31478482,,0.983098192,0.915354683,,0.068908182
-0.159711301,-0.068368081,-0.467933451,-0.22317898,,0.852389838,0.933916654,,-0.095644988
-0.174451222,-0.071868646,-0.489375063,-0.24450326,,0.839917823,0.930653133,,-0.108028795
-0.133776404,-0.078472636,-0.424554761,-0.27685618,,0.874785641,0.924527358,,-0.056861606
-0.191691086,-0.0746394,-0.512281583,-0.2590677,,0.825561857,0.928078091,,-0.124177532
-0.449062672,-0.076709199,-0.731743429,-0.26896453,,0.638226099,0.926159142,,-0.451145831
-0.157375785,-0.119200902,-0.464350648,-0.39568084,,0.854382934,0.887629456,,-0.038912905
-0.166355755,-0.081251738,-0.477837443,-0.2884497,,0.846744947,0.921961569,,-0.088830317
0.504097643,-0.07924181,0.8249186,-0.28016156,,1.655491002,0.923816509,,0.441968269
0.454078599,-0.038591347,0.799651092,0.265241,,1.574721764,0.962143811,,0.389007104
0.122422307,-0.01456706,0.564280649,0.3494815,,1.130231306,0.985538526,,0.128020502
0.257376863,-0.055300404,0.680141733,0.124962896,,1.293532519,0.946200863,,0.268514051
0.045251757,-0.002789048,0.46800048,0.3790529,,1.046291238,0.997214838,,0.046905105
0.162497496,-0.053340304,0.603451667,0.15756047,,1.176445373,0.948057329,,0.194133998
0.570888008,-0.035641301,0.85641731,0.2785404,,1.769837984,0.964986371,,0.454760052
0.133193579,0.188741705,0.575338547,0.62657714,,1.142471135,1.207728961,,-0.05711989
-0.146651071,-0.0395083,-0.447141186,0.26082328,,0.863595258,0.961261976,,-0.113093161
-0.147706076,-0.057451931,-0.448893224,-0.05849409,,0.862684641,0.944167274,,-0.094452398
0.03308463,-0.061346346,0.448698164,-0.15998119,,1.033638012,0.940497446,,0.090109463
-0.146294509,-0.057388389,-0.446545932,-0.051500976,,0.863903238,0.944227271,,-0.092978043
0.025198915,-0.063456236,0.435242663,-0.18375295,,1.025519091,0.938515191,,0.084838889
-0.077286999,-0.060428565,-0.271600953,-0.14700389,,0.925624162,0.941361012,,-0.017001339
-0.235060591,-0.061147933,-0.562321149,-0.15735418,,0.79052295,0.940684072,,-0.189951629
-0.129533487,-0.072955534,-0.416558607,-0.25041926,,0.878505169,0.929642167,,-0.058209103
-0.052278162,-0.07363731,0.170696431,-0.25399202,,0.949064836,0.929008575,,0.021132657
-0.258109707,-0.065989809,-0.585638543,-0.20597017,,0.772510478,0.936140405,,-0.211815803
-0.125234731,-0.074364008,-0.408131375,-0.2576927,,0.882289778,0.928333711,,-0.052186861
-0.050633909,-0.077132897,0.187746993,-0.2709028,,0.950626623,0.925766814,,0.026150971
-0.272833007,-0.066653019,-0.599611987,-0.21105462,,0.761219895,0.935519753,,-0.228974385
-0.30415248,-0.072641157,-0.627346435,-0.24873692,,0.737748366,0.92993447,,-0.260503599
-0.096576271,-0.090553632,-0.340059046,-0.3217284,,0.907940645,0.913425344,,-0.006040812
0.036191207,-0.074683098,0.45378373,-0.25928456,,1.036854081,0.928037537,,0.104948755
-0.173919353,-0.061098011,-0.488633654,-0.15667921,,0.840364668,0.940731034,,-0.11943192
-0.238553327,-0.070512543,-0.565979231,-0.23669517,,0.787766678,0.93191605,,-0.182984856
-0.150943021,-0.081243913,-0.454185203,-0.28841835,,0.859896693,0.921968783,,-0.07218552
-0.314076524,-0.074903494,-0.635641556,-0.26037276,,0.730463128,0.927833024,,-0.270198301
-0.146892209,-0.087144464,-0.447542852,-0.31035227,,0.863387038,0.916544678,,-0.061568727
-0.152640219,-0.079788144,-0.456911299,-0.28246278,,0.858438516,0.923311934,,-0.075571421
-0.198271211,-0.07850331,-0.520506682,-0.27698952,,0.82014739,0.924498999,,-0.127235191
-0.212285951,-0.080664836,-0.537207995,-0.286079,,0.808733406,0.92250283,,-0.140676053
-0.01743798,-0.082609446,0.341463731,-0.29378957,,0.982713182,0.920710664,,0.063093199
-0.20627385,-0.066917326,-0.530172081,-0.21301425,,0.813610239,0.935272521,,-0.149533863
-0.088343382,-0.071673385,-0.314447142,-0.24340963,,0.915446475,0.930834871,,-0.016809717
-0.152460033,-0.075216045,-0.456623421,-0.26190054,,0.858593209,0.927543073,,-0.080305625
-0.163105228,-0.073277868,-0.473044128,-0.25212103,,0.849501792,0.92934256,,-0.093985402
-0.167190377,-0.075550474,-0.4790528,-0.26351577,,0.84603853,0.927232928,,-0.095970095
-0.405968975,-0.078663043,-0.70386783,-0.27768177,,0.66633084,0.924351338,,-0.387225808
-0.312222307,-0.106174057,-0.63410813,-0.36573696,,0.731818822,0.89926811,,-0.228812493
-0.314712478,-0.097735526,-0.636165786,-0.3433683,,0.729998735,0.906888721,,-0.242315469
-0.207005166,-0.097021652,-0.531037928,-0.34133804,,0.81301545,0.907536356,,-0.116259667
-0.140626293,-0.084028587,-0.43686215,-0.29917103,,0.868813933,0.919404973,,-0.058230006
-0.203350051,-0.079428768,-0.526681845,-0.2809533,,0.815992552,0.923643811,,-0.131926766
-0.141937648,-0.08136151,-0.43914064,-0.2888888,,0.867675356,0.92186037,,-0.062448488
-0.305067659,-0.078816551,-0.628120601,-0.2783438,,0.737073503,0.924209454,,-0.253890487
-0.325383157,-0.089382363,-0.644835899,-0.31791145,,0.722250565,0.914495837,,-0.266175315
-0.008682189,-0.096913414,0.364856017,-0.3410281,,0.991355392,0.907634591,,0.084450845
-0.303318666,-0.066981192,-0.62663943,-0.21348238,,0.738363767,0.935212791,,-0.266601684
-0.132786571,-0.075012529,-0.422716296,-0.26090777,,0.875651962,0.927731863,,-0.059475572
-0.019782933,-0.078387936,0.334623792,-0.27648735,,0.980411465,0.924605669,,0.056920791
-0.211176442,-0.063479788,-0.535923408,-0.18398517,,0.809631201,0.938493088,,-0.159161216
-0.139470358,-0.068267192,-0.434833807,-0.22250175,,0.869818806,0.93401088,,-0.073799364
-0.113093225,-0.077187761,-0.382224795,-0.27115178,,0.8930674,0.925716024,,-0.036557849
-0.203931035,-0.072499157,-0.527379068,-0.24796951,,0.815518611,0.930066531,,-0.140460215
-0.241667545,-0.076938437,-0.569201462,-0.27001667,,0.785317217,0.925946856,,-0.179073674
-0.454145112,-0.084478423,-0.734893823,-0.30083704,,0.634990582,0.918991484,,-0.44725215
-0.278932502,-0.127839738,-0.605214469,-0.41327918,,0.75659097,0.879994397,,-0.163104547
-0.35392188,-0.093433233,-0.666946894,-0.33074653,,0.7019298,0.910798827,,-0.297563983
-0.134201591,-0.103151204,-0.425339615,-0.35804343,,0.874413773,0.901990579,,-0.031537479
-0.098442503,-0.08005557,-0.345355547,-0.28357565,,0.906247798,0.92306505,,-0.018557013
-0.136260281,-0.076996404,-0.429099414,-0.27028143,,0.872615478,0.925893183,,-0.061055191
-0.205060475,-0.077239144,-0.528729226,-0.27138454,,0.814598052,0.925668459,,-0.136349954
-0.165439411,-0.080700971,-0.476495924,-0.2862261,,0.847521212,0.922469495,,-0.088432339
-0.063430463,-0.078900223,-0.183498167,-0.27870333,,0.93853938,0.924132127,,0.015350718
-0.061795598,-0.073851356,-0.165630373,-0.25509322,,0.94007502,0.928809746,,0.011983379
-0.20010281,-0.072046439,-0.52275049,-0.24549061,,0.818646584,0.930487684,,-0.136617073
-0.22904781,-0.076527066,-0.555909846,-0.26812267,,0.79529051,0.926327842,,-0.164766623
0.050987649,-0.082016149,0.476571987,-0.29148018,,1.052309896,0.921257081,,0.124538233
-0.249076782,-0.060066266,-0.576724493,-0.14118844,,0.779520118,0.941702129,,-0.208053657
-0.0866715,-0.069808488,-0.308706751,-0.2324298,,0.916978274,0.932572402,,-0.017005996
-0.210760943,-0.075397033,-0.535440756,-0.26277715,,0.809967672,0.927375215,,-0.144953369
-0.080862788,-0.075799525,-0.286882977,-0.2647059,,0.922320236,0.927002029,,-0.005076103
-0.005068135,-0.072652865,0.37369002,-0.24879998,,0.994944686,0.929923583,,0.065351475
-0.241940881,-0.064074602,-0.569482541,-0.18966526,,0.785102591,0.937935025,,-0.194665559
-0.124419223,-0.070926759,-0.406492855,-0.23913443,,0.883009585,0.931530116,,-0.054949041
-0.077952708,-0.075979158,-0.274576396,-0.2655577,,0.925008171,0.926835523,,-0.001975499
-0.150304193,-0.069751415,-0.45315057,-0.23207712,,0.860446195,0.932625628,,-0.08388605
-0.050447037,-0.073215049,0.189497781,-0.25179118,,0.950804285,0.929400942,,0.022510776
-0.351547282,-0.069847972,-0.665162673,-0.23267317,,0.703598582,0.932535581,,-0.325380132
-0.06938969,-0.0777127,-0.229816487,-0.2735111,,0.932963043,0.925230207,,0.008288469
-0.20798812,-0.074488431,-0.532197274,-0.25831574,,0.812216686,0.928218213,,-0.142820911
-0.09008498,-0.075718963,-0.320212065,-0.2643221,,0.913853523,0.927076713,,-0.014469704
-0.170646751,-0.074337674,-0.484021424,-0.25756043,,0.843119352,0.928358158,,-0.101099336
-0.265859704,-0.077435272,-0.593075877,-0.2722693,,0.766546663,0.925486928,,-0.207345843
-0.226954085,-0.084691901,-0.553642267,-0.30162126,,0.796957374,0.918795321,,-0.152878876
-0.424261547,-0.084511174,-0.715966227,-0.30095762,,0.654252742,0.918961387,,-0.404596922
-0.186569845,-0.116284312,-0.505692355,-0.38937116,,0.829800603,0.890222086,,-0.072814461
-0.060679398,-0.083346022,-0.150775359,-0.29660708,,0.941124918,0.920032741,,0.022411666
-0.085358085,-0.075210256,-0.304042666,-0.2618724,,0.918183438,0.927548443,,-0.010199493
-0.147491351,-0.074194155,-0.44853774,-0.25683725,,0.862869901,0.928491405,,-0.076050287
-0.044647608,-0.076695749,0.232722421,-0.26890254,,0.956334427,0.926171599,,0.031540042
