model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
WdoMlp-run_0-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,46.2077,0.0462,0.00031447,46.2601,0.8242,13.86432906264153,1.4718,5.9089,2.4308,0.0461,0.8196,0.8231,0.2074,20.7435,19.503,0.1974,0.5116
WdoMlp-run_1-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,46.724,0.0467,0.00026536,46.7489,0.8104,13.953539081672345,1.5737,6.3562,2.5212,0.0502,0.8964,0.8097,0.2237,22.3686,20.9661,0.2142,0.5471
WdoMlp-run_2-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,48.8903,0.0489,0.00026298,48.917,0.7873,18.769080420940877,1.7577,7.1055,2.6656,0.0658,1.1992,0.7873,0.2701,27.0069,25.1388,0.2551,0.611
WdoMlp-run_3-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,53.7974,0.0538,0.00026131,53.8215,0.828,17.958568675838187,1.4105,6.0631,2.4623,0.0438,0.7309,0.8185,0.1766,17.6611,18.8421,0.1711,0.4903
WdoMlp-run_4-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,45.6833,0.0457,0.00037932,45.7066,0.8169,17.78982986403327,1.57,6.3394,2.5178,0.0468,0.9884,0.8102,0.2316,23.1604,20.7825,0.2209,0.5458
WdoMlp-run_5-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,49.6454,0.0496,0.00025582,49.6695,0.7948,17.117315898249586,1.7374,7.2129,2.6857,0.0548,1.0436,0.784,0.2541,25.4081,22.5147,0.2403,0.604
WdoMlp-run_6-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,51.9223,0.0519,0.00029945,51.9464,0.8184,16.0582084881558,1.4794,6.2098,2.492,0.0415,0.8137,0.8141,0.208,20.7967,19.0784,0.1997,0.5143
WdoMlp-run_7-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,50.4563,0.0505,0.00031137,50.4841,0.8193,16.790295996019232,1.3506,6.0578,2.4613,0.0367,0.5986,0.8186,0.1606,16.0617,16.133,0.155,0.4695
WdoMlp-run_8-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,46.2876,0.0463,0.00034571,46.3121,0.7513,15.802190157569239,1.7987,8.3519,2.89,0.0672,0.902,0.7499,0.2409,24.0919,22.7514,0.2258,0.6253
WdoMlp-run_9-hs_7True-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1000-g_0.2-max_v_0.3-pop_size_50,49.0028,0.049,0.00040174,49.0249,0.8324,14.737732450737301,1.6778,6.0703,2.4638,0.0577,1.1896,0.8183,0.2785,27.8539,24.1197,0.2627,0.5832
