model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
"MvoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",74.712,0.0747,0.00033212,74.7555,0.8474,12.68476085217593,1.3409,5.118,2.2623,0.0381,0.6955,0.8468,0.1784,17.8443,17.1693,0.1713,0.4661
"MvoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",77.8128,0.0778,0.00025725,77.8403,0.8349,14.566926723292884,1.366,5.5253,2.3506,0.0402,0.6779,0.8346,0.1781,17.8105,17.2061,0.1709,0.4749
"MvoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",85.1903,0.0852,0.00038767,85.2219,0.8424,11.85036041722903,1.4245,5.2939,2.3008,0.0533,0.7859,0.8415,0.2006,20.0581,19.5405,0.1907,0.4952
"MvoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",85.7369,0.0857,0.00046253,85.7615,0.8311,11.082207353493775,1.4653,5.7364,2.3951,0.0508,0.7508,0.8283,0.1959,19.5944,18.9581,0.1862,0.5094
"MvoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",81.0132,0.081,0.0003078,81.0537,0.8356,16.380381748481323,1.4001,5.5351,2.3527,0.0419,0.726,0.8343,0.1885,18.8495,17.8589,0.1798,0.4867
"MvoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",78.1902,0.0782,0.00037575,78.2146,0.835,14.171956518921725,1.3854,5.5547,2.3568,0.0419,0.7025,0.8337,0.1868,18.6812,17.756,0.1787,0.4816
"MvoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",107.8613,0.1079,0.0005312,107.8874,0.8406,14.001959516598308,1.388,5.4383,2.332,0.0379,0.7693,0.8372,0.1867,18.6697,17.3949,0.1789,0.4825
"MvoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",90.6892,0.0907,0.00063968,90.7134,0.8367,11.528781118608336,1.6425,6.0977,2.4694,0.0565,0.9868,0.8174,0.2482,24.8186,21.9991,0.2328,0.571
"MvoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",117.6334,0.1176,0.00064135,117.6767,0.837,14.266783431922779,1.4259,5.5765,2.3615,0.0432,0.7481,0.833,0.2001,20.0085,18.3162,0.1897,0.4957
"MvoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",110.7732,0.1108,0.00049949,110.8105,0.845,11.824470455510028,1.4033,5.2746,2.2966,0.0421,0.7861,0.8421,0.1927,19.2725,18.1966,0.1841,0.4878
