model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
NroMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,192.3791,0.1924,0.00031567,192.4318,0.8413,12.08998307571277,1.4561,5.4583,2.3363,0.0443,0.8206,0.8366,0.2043,20.4256,19.0483,0.1949,0.5062
NroMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,193.7569,0.1938,0.00031948,193.7828,0.8413,13.778982524234507,1.3519,5.3027,2.3028,0.0405,0.6668,0.8412,0.176,17.596,17.1757,0.1687,0.4699
NroMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,216.7185,0.2167,0.00058794,216.7475,0.8443,14.069713605085887,1.3425,5.2169,2.2841,0.0385,0.6925,0.8438,0.1776,17.7609,17.0094,0.1704,0.4667
NroMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,243.0,0.243,0.00050139,243.0252,0.8323,13.852734850561731,1.4727,5.732,2.3942,0.0468,0.8389,0.8284,0.2035,20.3514,19.0341,0.1936,0.512
NroMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,270.742,0.2707,0.00056815,270.7895,0.8434,14.673223212517033,1.3596,5.357,2.3145,0.0384,0.717,0.8396,0.1859,18.5901,17.0949,0.1773,0.4726
NroMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,287.1603,0.2872,0.00060916,287.1854,0.8418,13.779555189314458,1.3728,5.4198,2.328,0.0381,0.7413,0.8377,0.186,18.6,17.2407,0.1778,0.4772
NroMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,286.6406,0.2866,0.00049233,286.6834,0.8384,14.415663142929219,1.4491,5.5253,2.3506,0.0429,0.8346,0.8346,0.2079,20.7862,19.1385,0.1983,0.5038
NroMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,288.1819,0.2882,0.0004847,288.2243,0.8521,13.414631968548964,1.3472,5.0104,2.2384,0.0378,0.7442,0.85,0.1853,18.5347,17.4217,0.178,0.4683
NroMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,285.5085,0.2855,0.00044417,285.5486,0.847,13.53389395174488,1.3254,5.1504,2.2694,0.036,0.7082,0.8458,0.177,17.6983,16.713,0.1701,0.4607
NroMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,303.945,0.3039,0.00055218,303.9841,0.8365,12.597400206277257,1.4833,5.6193,2.3705,0.0473,0.8711,0.8318,0.2109,21.0864,19.6124,0.2006,0.5156
