model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
EoMlp-run_0-hs_7True-ac_eluelu-epoch_1000-pop_size_50,45.1145,0.0451,0.00034118,45.1604,0.8312,15.72868860181989,1.5559,5.9093,2.4309,0.0505,0.9488,0.8231,0.2346,23.4574,21.1301,0.2221,0.5409
EoMlp-run_1-hs_7True-ac_eluelu-epoch_1000-pop_size_50,45.8486,0.0458,0.00046897,45.8752,0.8485,12.801319078800024,1.4058,5.1826,2.2765,0.0427,0.7409,0.8448,0.1953,19.5324,18.2033,0.1861,0.4887
EoMlp-run_2-hs_7True-ac_eluelu-epoch_1000-pop_size_50,47.6957,0.0477,0.00026584,47.7225,0.8288,13.781449365742976,1.5473,5.8728,2.4234,0.0526,0.9384,0.8242,0.2238,22.3762,20.898,0.2121,0.5379
EoMlp-run_3-hs_7True-ac_eluelu-epoch_1000-pop_size_50,52.8652,0.0529,0.00027752,52.8893,0.824,16.69522427525427,1.4095,5.8888,2.4267,0.043,0.6906,0.8237,0.1841,18.4082,17.7111,0.1761,0.49
EoMlp-run_4-hs_7True-ac_eluelu-epoch_1000-pop_size_50,44.6722,0.0447,0.00027537,44.6962,0.8247,15.305808159839504,1.4555,5.9197,2.433,0.0452,0.7848,0.8228,0.2013,20.1342,18.8281,0.1913,0.506
EoMlp-run_5-hs_7True-ac_eluelu-epoch_1000-pop_size_50,50.3332,0.0503,0.00027609,50.3679,0.8277,15.455032552475213,1.3667,5.7554,2.399,0.0401,0.6545,0.8277,0.174,17.397,16.9801,0.1671,0.4751
EoMlp-run_6-hs_7True-ac_eluelu-epoch_1000-pop_size_50,49.0437,0.049,0.0003407,49.0686,0.7869,16.10196915044602,1.5402,7.1214,2.6686,0.045,0.7462,0.7868,0.1973,19.7254,18.8342,0.189,0.5354
EoMlp-run_7-hs_7True-ac_eluelu-epoch_1000-pop_size_50,48.7191,0.0487,0.0003159,48.7453,0.766,21.70705441963616,1.5867,7.8259,2.7975,0.0484,0.7807,0.7657,0.1974,19.7414,19.3909,0.1889,0.5516
EoMlp-run_8-hs_7True-ac_eluelu-epoch_1000-pop_size_50,45.6353,0.0456,0.00032735,45.6597,0.8329,16.111663073851297,1.3997,5.6506,2.3771,0.0408,0.6865,0.8308,0.1865,18.6474,17.4597,0.1776,0.4866
EoMlp-run_9-hs_7True-ac_eluelu-epoch_1000-pop_size_50,47.8254,0.0478,0.00038028,47.8492,0.8456,14.1205370150853,1.398,5.2389,2.2889,0.0413,0.7578,0.8431,0.1921,19.2058,17.9984,0.1834,0.486
