model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"RNN-1HL-Rnn1HL-run_0-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",203.0552,0.2031,0.2133615,203.3046,0.8459,11.421120395660392,1.4299,5.0839,2.2547,0.0482,0.7954,0.844,0.2017,20.1707,20.7322,0.1938,0.5035,0.844,0.959,0.9268,0.8888
"RNN-1HL-Rnn1HL-run_1-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",197.2188,0.1972,0.20720148,197.456,0.8481,10.76083562850952,1.4523,5.0269,2.2421,0.0493,0.9205,0.8457,0.214,21.4008,21.4821,0.204,0.5114,0.8457,0.9573,0.9254,0.8859
"RNN-1HL-Rnn1HL-run_2-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",198.8257,0.1988,0.21688437,199.0724,0.8288,12.037642087936394,1.503,5.6635,2.3798,0.0504,0.8117,0.8262,0.2286,22.8593,21.0126,0.2143,0.5292,0.8262,0.9559,0.9224,0.8817
"RNN-1HL-Rnn1HL-run_3-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",197.2542,0.1973,0.52275324,197.8034,0.8319,12.757073917388908,1.5124,5.7049,2.3885,0.0493,0.8567,0.8249,0.2281,22.805,20.3117,0.2133,0.5325,0.8249,0.9542,0.9205,0.8783
"RNN-1HL-Rnn1HL-run_4-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",199.6336,0.1996,0.20219898,199.8765,0.821,11.881859817504875,1.5335,5.8404,2.4167,0.0534,0.8532,0.8208,0.2153,21.5348,21.8366,0.206,0.5399,0.8208,0.9542,0.9184,0.8763
"RNN-1HL-Rnn1HL-run_5-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",198.821,0.1988,0.22591186,199.0746,0.8414,12.211517457962035,1.4199,5.1682,2.2734,0.0463,0.758,0.8414,0.208,20.8033,19.9817,0.198,0.4999,0.8414,0.9566,0.9234,0.8833
"RNN-1HL-Rnn1HL-run_6-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",198.4608,0.1985,0.25043726,198.74,0.8271,12.490814533233635,1.5254,5.6343,2.3737,0.0548,0.8816,0.8271,0.2348,23.482,22.0786,0.2204,0.5371,0.8271,0.9519,0.9145,0.8705
"RNN-1HL-Rnn1HL-run_7-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",200.7186,0.2007,0.24404645,200.9945,0.8288,12.676271476745598,1.6099,5.9626,2.4418,0.0556,0.9899,0.817,0.2575,25.7451,22.4376,0.2403,0.5668,0.817,0.95,0.9173,0.8714
"RNN-1HL-Rnn1HL-run_8-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",201.1994,0.2012,0.22687173,201.4556,0.8338,14.017547359466544,1.6106,5.8655,2.4219,0.0739,1.0908,0.82,0.2457,24.568,27.4821,0.2354,0.5671,0.82,0.9521,0.9211,0.877
"RNN-1HL-Rnn1HL-run_9-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",196.9431,0.1969,0.21715593,197.1934,0.8261,13.334191589355468,1.6634,6.0792,2.4656,0.0798,1.0855,0.8134,0.2565,25.6471,28.1527,0.2445,0.5857,0.8134,0.9478,0.9146,0.8669
