model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
FpaMlp-0-run_0-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,126.7558,0.1268,0.00059748,126.9259,0.6684,14.189472291473782,2.4608,11.0125,3.3185,0.1757,1.8122,0.6621,0.4407,44.0723,38.7711,0.3749,0.8665,0.6621,0.8979,0.8641,0.7759
FpaMlp-0-run_1-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,121.6447,0.1216,0.00052381,121.7149,0.7396,21.181970711080517,1.8251,8.4901,2.9138,0.0943,1.1793,0.7395,0.2869,28.6923,27.8629,0.2639,0.6426,0.7395,0.9171,0.8671,0.7952
FpaMlp-0-run_2-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,125.4201,0.1254,0.00048637,125.4769,0.67,20.52610895076995,2.4143,10.7578,3.2799,0.2784,1.864,0.6699,0.4481,44.8117,47.7504,0.387,0.8501,0.6699,0.8985,0.8301,0.7458
FpaMlp-0-run_3-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,128.5336,0.1285,0.00053668,128.5785,0.7296,15.688692519746777,2.2262,10.1076,3.1793,0.1187,1.5844,0.6898,0.3745,37.4491,32.0373,0.3302,0.7838,0.6898,0.9217,0.8814,0.8124
FpaMlp-0-run_4-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,127.322,0.1273,0.00057864,127.3837,0.746,13.28484662340188,1.9243,8.4233,2.9023,0.1089,1.3022,0.7415,0.2959,29.5872,30.3605,0.2737,0.6775,0.7415,0.9391,0.8978,0.8431
FpaMlp-0-run_5-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,125.8005,0.1258,0.00054026,125.868,0.7177,17.418013419668412,2.398,9.5975,3.098,0.1932,2.1418,0.7055,0.4593,45.9334,40.6894,0.3897,0.8443,0.7055,0.9107,0.8664,0.789
FpaMlp-0-run_6-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,122.5935,0.1226,0.00050187,122.653,0.6868,16.817147501173118,2.1529,10.385,3.2226,0.1616,1.5246,0.6813,0.3368,33.6763,37.2666,0.308,0.758,0.6813,0.9135,0.8547,0.7808
FpaMlp-0-run_7-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,128.7719,0.1288,0.00048184,128.7992,0.7046,17.461042484213962,2.0823,9.8284,3.135,0.1613,1.3975,0.6984,0.3311,33.1081,35.7719,0.2992,0.7332,0.6984,0.9153,0.8553,0.7829
FpaMlp-0-run_8-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,128.6318,0.1286,0.00079513,128.683,0.7186,13.359216082205716,2.1999,9.2014,3.0334,0.2366,1.6686,0.7176,0.4117,41.1716,41.8016,0.3393,0.7746,0.7176,0.9249,0.8809,0.8147
FpaMlp-0-run_9-hs_7False-ac_eluelu-epoch_1000-p_0.8-pop_size_50,124.6165,0.1246,0.00062943,124.6715,0.7359,12.034463641051317,2.5414,10.055,3.171,0.1897,2.3286,0.6914,0.4949,49.4878,41.1887,0.418,0.8948,0.6914,0.9128,0.8708,0.7949
