model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"MvoMlp-0-run_0-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",361.1029,0.3611,0.00057983,361.1657,0.7962,14.672411782364524,1.7526,6.6416,2.5771,0.1151,1.1659,0.7962,0.2835,28.3451,30.396,0.2632,0.6171,0.7962,0.9452,0.9004,0.8511
"MvoMlp-0-run_1-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",359.3624,0.3594,0.00054646,359.4306,0.7167,19.26251833740296,2.072,9.2447,3.0405,0.1734,1.4776,0.7163,0.3614,36.1353,35.8961,0.3139,0.7296,0.7163,0.9172,0.8623,0.7909
"MvoMlp-0-run_2-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",362.1767,0.3622,0.00084329,362.2063,0.7618,17.82162550045348,1.9153,8.147,2.8543,0.1757,1.3361,0.75,0.3064,30.6382,36.0477,0.2789,0.6744,0.75,0.9328,0.8865,0.8269
"MvoMlp-0-run_3-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",311.874,0.3119,0.00047803,311.9624,0.7142,18.244466021639223,2.1217,10.1112,3.1798,0.1886,1.3846,0.6897,0.336,33.6049,38.7232,0.298,0.7471,0.6897,0.918,0.8669,0.7958
"MvoMlp-0-run_4-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",205.6891,0.2057,0.000489,205.7203,0.7938,11.527075362673227,1.8532,7.1096,2.6664,0.0822,1.1979,0.7818,0.2935,29.3531,26.6831,0.2715,0.6525,0.7818,0.9428,0.9042,0.8525
"MvoMlp-0-run_5-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",201.1522,0.2012,0.00069141,201.1803,0.6217,12.015781308542,2.9069,13.9272,3.7319,0.267,2.3421,0.5726,0.5388,53.883,45.9942,0.4418,1.0235,0.5726,0.8995,0.8568,0.7707
"MvoMlp-0-run_6-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",193.7242,0.1937,0.00053287,193.753,0.7579,16.930207527197634,1.8652,7.9646,2.8222,0.1363,1.2809,0.7556,0.3017,30.168,32.7823,0.2761,0.6567,0.7556,0.9315,0.8797,0.8194
"MvoMlp-0-run_7-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",192.8154,0.1928,0.00059843,192.842,0.7945,13.303909181260273,1.7374,6.698,2.5881,0.0892,1.0837,0.7945,0.2601,26.0077,27.1882,0.2443,0.6117,0.7945,0.9477,0.9095,0.8619
"MvoMlp-0-run_8-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",194.2618,0.1943,0.00052285,194.2884,0.8119,15.66392471966752,1.5679,6.2524,2.5005,0.0685,0.9657,0.8081,0.2334,23.3364,25.0668,0.2221,0.5521,0.8081,0.9477,0.9073,0.8598
"MvoMlp-0-run_9-hs_7False-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",192.6065,0.1926,0.00063586,192.6333,0.8069,14.473074603277063,1.6576,6.3131,2.5126,0.0686,1.138,0.8063,0.2565,25.6483,24.9953,0.2417,0.5836,0.8063,0.9462,0.905,0.8563
