model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
PsoMlp-0-run_0-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,122.6781,0.1227,0.00055504,122.765,0.8076,13.856588760706515,1.5676,6.2703,2.504,0.0571,0.9757,0.8076,0.2328,23.2816,22.5933,0.221,0.5519,0.8076,0.9466,0.9051,0.8568
PsoMlp-0-run_1-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,120.4594,0.1205,0.00050712,120.4862,0.7842,16.170349287396515,1.6452,7.0425,2.6538,0.0565,0.9857,0.7839,0.237,23.6977,22.5975,0.2249,0.5793,0.7839,0.9401,0.8941,0.8405
PsoMlp-0-run_2-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,124.2555,0.1243,0.00049305,124.382,0.8072,14.600256462642974,1.4829,6.2977,2.5095,0.0427,0.7705,0.8067,0.2017,20.174,19.0731,0.1932,0.5221,0.8067,0.9463,0.9049,0.8563
PsoMlp-0-run_3-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,122.5894,0.1226,0.00048423,122.65,0.7971,16.127115525752476,1.6662,6.7049,2.5894,0.0589,1.0752,0.7942,0.2561,25.6055,23.2508,0.2404,0.5867,0.7942,0.9416,0.8989,0.8464
PsoMlp-0-run_4-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,122.5921,0.1226,0.00066137,122.6205,0.8098,13.150800407793563,1.6641,6.2917,2.5083,0.0651,1.1556,0.8069,0.2673,26.7308,24.3144,0.2486,0.5859,0.8069,0.9474,0.9069,0.8592
PsoMlp-0-run_5-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,119.6975,0.1197,0.00055885,119.7272,0.7956,15.927560852102228,1.5472,6.6616,2.581,0.0495,0.8843,0.7956,0.2198,21.9761,20.9153,0.2087,0.5448,0.7956,0.9418,0.8969,0.8447
PsoMlp-0-run_6-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,118.6773,0.1187,0.00051951,118.7264,0.7999,14.78871260901797,1.5654,6.5253,2.5545,0.0522,0.9457,0.7998,0.226,22.6026,21.7143,0.2151,0.5512,0.7998,0.9445,0.9011,0.8511
PsoMlp-0-run_7-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,125.6402,0.1256,0.01660466,125.7163,0.7973,14.250501568859786,1.6724,6.6362,2.5761,0.0612,1.0998,0.7964,0.2532,25.3231,24.0597,0.2394,0.5889,0.7964,0.9443,0.9018,0.8516
PsoMlp-0-run_8-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,127.5365,0.1275,0.0004952,127.5962,0.807,13.76228933684363,1.5712,6.344,2.5187,0.0514,0.9714,0.8053,0.2269,22.6937,21.0745,0.2151,0.5532,0.8053,0.9462,0.9058,0.8571
PsoMlp-0-run_9-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1000-pop_size_50-w_max_0.9-w_min_0.4,119.6273,0.1196,0.00088978,119.6741,0.788,14.137573591720617,1.7382,7.0358,2.6525,0.0656,1.1436,0.7841,0.2734,27.3406,24.8318,0.2559,0.612,0.7841,0.939,0.8957,0.8411
