model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"LSTM-1HL-Lstm1HL-run_0-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",199.441,0.1994,0.25540638,199.7339,0.8014,11.124124889373778,1.8947,7.4467,2.7289,0.0816,1.2789,0.7715,0.3264,32.6354,26.3853,0.2887,0.6671,0.7715,0.9396,0.9043,0.8497
"LSTM-1HL-Lstm1HL-run_1-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",196.7071,0.1967,0.19593954,196.9334,0.8152,10.40791678905487,1.5903,6.3101,2.512,0.0533,0.8641,0.8064,0.2324,23.2417,21.2043,0.2179,0.56,0.8064,0.9535,0.9233,0.8804
"LSTM-1HL-Lstm1HL-run_2-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",197.08,0.1971,0.18930411,197.2999,0.8271,13.479589490890502,1.6261,6.2513,2.5003,0.0857,1.0115,0.8082,0.236,23.599,27.4148,0.2247,0.5725,0.8082,0.9496,0.9188,0.8725
"LSTM-1HL-Lstm1HL-run_3-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",194.9273,0.1949,0.1746695,195.1408,0.8238,10.021256189346314,1.6794,5.7999,2.4083,0.0788,1.1946,0.822,0.2624,26.2426,27.1595,0.2465,0.5913,0.822,0.9535,0.917,0.8744
"LSTM-1HL-Lstm1HL-run_4-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",195.7564,0.1958,0.22396302,196.0075,0.8276,12.39784565448761,1.5708,5.6417,2.3752,0.061,1.0298,0.8269,0.2362,23.6191,24.7272,0.2256,0.5531,0.8269,0.9576,0.9259,0.8866
"LSTM-1HL-Lstm1HL-run_5-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",196.6071,0.1966,0.25946259,196.9043,0.8061,11.679409675598144,1.7333,6.5555,2.5604,0.1019,1.263,0.7988,0.2664,26.6359,30.2907,0.2503,0.6103,0.7988,0.9492,0.9123,0.866
"LSTM-1HL-Lstm1HL-run_6-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",191.2928,0.1913,0.18488836,191.5171,0.8192,13.06549562454223,1.5836,5.9843,2.4463,0.056,1.0464,0.8164,0.2408,24.0813,22.7517,0.2278,0.5576,0.8164,0.952,0.9147,0.8708
"LSTM-1HL-Lstm1HL-run_7-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",196.4109,0.1964,0.21654153,196.6677,0.8394,13.846461396217345,1.4266,5.3772,2.3189,0.0562,0.7865,0.835,0.204,20.4034,21.834,0.1956,0.5023,0.835,0.955,0.9223,0.8808
"LSTM-1HL-Lstm1HL-run_8-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",196.952,0.197,0.20039439,197.1791,0.8278,11.55711067199707,1.5051,5.6184,2.3703,0.054,0.8583,0.8276,0.2189,21.886,22.0407,0.2091,0.5299,0.8276,0.955,0.9194,0.878
"LSTM-1HL-Lstm1HL-run_9-hs_(20, False)-ep_1000-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",194.7984,0.1948,0.20776153,195.0446,0.8369,13.343746547698974,1.3895,5.3265,2.3079,0.0456,0.655,0.8365,0.188,18.8027,19.0108,0.1806,0.4893,0.8365,0.9565,0.9226,0.8825
