model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
NroMlp-0-run_0-hs_7False-ac_eluelu-epoch_1000-pop_size_50,639.9187,0.6399,0.00047374,640.025,0.7992,14.601086870071942,1.6413,6.7112,2.5906,0.0544,1.0472,0.7941,0.2458,24.583,22.242,0.2324,0.5779,0.7941,0.9425,0.9018,0.8499
NroMlp-0-run_1-hs_7False-ac_eluelu-epoch_1000-pop_size_50,639.7542,0.6398,0.00050998,639.82,0.7998,11.127112800435835,1.815,7.0951,2.6637,0.0679,1.2186,0.7823,0.2881,28.8104,24.8672,0.2662,0.6391,0.7823,0.9424,0.9057,0.8535
NroMlp-0-run_2-hs_7False-ac_eluelu-epoch_1000-pop_size_50,390.8858,0.3909,0.00056171,390.9173,0.8018,15.636717630747913,1.5996,6.4848,2.5465,0.0573,0.9614,0.801,0.2451,24.5123,22.623,0.2297,0.5632,0.801,0.943,0.9,0.8487
NroMlp-0-run_3-hs_7False-ac_eluelu-epoch_1000-pop_size_50,358.5038,0.3585,0.00059104,358.5326,0.8088,13.447840609709946,1.5878,6.2317,2.4963,0.0558,0.9387,0.8088,0.2264,22.6377,22.3036,0.2155,0.5591,0.8088,0.9482,0.9078,0.8608
NroMlp-0-run_4-hs_7False-ac_eluelu-epoch_1000-pop_size_50,352.5933,0.3526,0.00049138,352.6216,0.7925,17.416086795771953,1.4973,6.7627,2.6005,0.0439,0.7449,0.7925,0.1966,19.6602,19.0897,0.1884,0.5272,0.7925,0.9424,0.8975,0.8458
NroMlp-0-run_5-hs_7False-ac_eluelu-epoch_1000-pop_size_50,352.2405,0.3522,0.0005033,352.2692,0.8125,12.977895605278885,1.5104,6.1432,2.4785,0.0494,0.7974,0.8115,0.207,20.6951,19.9726,0.1977,0.5318,0.8115,0.9496,0.9114,0.8655
NroMlp-0-run_6-hs_7False-ac_eluelu-epoch_1000-pop_size_50,353.061,0.3531,0.00052547,353.0892,0.7988,15.079074825658871,1.6414,6.712,2.5907,0.0543,1.0723,0.794,0.2453,24.5289,22.1989,0.2319,0.5779,0.794,0.9419,0.901,0.8487
NroMlp-0-run_7-hs_7False-ac_eluelu-epoch_1000-pop_size_50,356.5819,0.3566,0.0005393,356.609,0.8035,13.380198421534978,1.6588,6.5251,2.5544,0.0578,1.0636,0.7998,0.2533,25.3313,23.1901,0.2385,0.5841,0.7998,0.9448,0.9048,0.8549
NroMlp-0-run_8-hs_7False-ac_eluelu-epoch_1000-pop_size_50,354.3132,0.3543,0.00067163,354.3396,0.7989,13.749579253049411,1.7385,6.9314,2.6328,0.0619,1.1582,0.7873,0.2727,27.2714,23.9972,0.2552,0.6121,0.7873,0.9416,0.9022,0.8495
NroMlp-0-run_9-hs_7False-ac_eluelu-epoch_1000-pop_size_50,358.9196,0.3589,0.0006423,358.9446,0.8012,15.414765682175496,1.6263,6.551,2.5595,0.0538,1.0093,0.799,0.2331,23.3132,22.2005,0.222,0.5726,0.799,0.9458,0.9049,0.8559
