model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
WoaMlp-0-run_0-hs_7False-ac_eluelu-epoch_1000-pop_size_50,134.4804,0.1345,0.00064707,134.613,0.7296,19.61537349082979,1.9892,8.8362,2.9726,0.1299,1.3787,0.7288,0.3176,31.7562,34.0513,0.2939,0.7004,0.7288,0.9239,0.8674,0.8014
WoaMlp-0-run_1-hs_7False-ac_eluelu-epoch_1000-pop_size_50,134.3758,0.1344,0.00073028,134.4549,0.6609,11.596917989985588,2.8267,13.2861,3.645,0.2169,2.2663,0.5923,0.5665,56.6528,42.8932,0.4373,0.9953,0.5923,0.8891,0.8708,0.7742
WoaMlp-0-run_2-hs_7False-ac_eluelu-epoch_1000-pop_size_50,132.1736,0.1322,0.00052762,132.2377,0.498,20.71689374892288,2.9783,16.8749,4.1079,0.3306,2.3419,0.4822,0.4874,48.738,54.2836,0.4202,1.0487,0.4822,0.8244,0.7479,0.6166
WoaMlp-0-run_3-hs_7False-ac_eluelu-epoch_1000-pop_size_50,132.4971,0.1325,0.00048971,132.5568,0.7606,16.061774728460215,2.0665,8.1347,2.8521,0.1084,1.5903,0.7504,0.3551,35.5105,32.0877,0.3207,0.7276,0.7504,0.9289,0.8817,0.819
WoaMlp-0-run_4-hs_7False-ac_eluelu-epoch_1000-pop_size_50,135.0012,0.135,0.00051856,135.0692,0.3979,24.287534520587045,3.5603,20.4381,4.5209,0.305,3.2273,0.3728,0.6603,66.0254,53.0797,0.5169,1.2536,0.3728,0.7473,0.6794,0.5077
WoaMlp-0-run_5-hs_7False-ac_eluelu-epoch_1000-pop_size_50,129.9289,0.1299,0.00077152,129.9733,0.6253,22.390278015059323,2.501,12.2091,3.4941,0.2577,1.93,0.6253,0.4393,43.9279,44.111,0.3761,0.8806,0.6253,0.8806,0.8152,0.7179
WoaMlp-0-run_6-hs_7False-ac_eluelu-epoch_1000-pop_size_50,129.6787,0.1297,0.00046921,129.725,0.6865,16.112228920552788,2.2091,10.2295,3.1984,0.18,1.5346,0.6861,0.3946,39.4621,37.0044,0.3282,0.7778,0.6861,0.9055,0.8532,0.7726
WoaMlp-0-run_7-hs_7False-ac_eluelu-epoch_1000-pop_size_50,130.0822,0.1301,0.00050092,130.1425,0.7342,17.69100854787893,2.019,8.662,2.9431,0.1397,1.5189,0.7342,0.3385,33.8532,33.6721,0.3059,0.7109,0.7342,0.9218,0.8644,0.7968
WoaMlp-0-run_8-hs_7False-ac_eluelu-epoch_1000-pop_size_50,127.9604,0.128,0.00048971,128.0043,0.44,23.860137392127363,3.0987,18.2496,4.272,0.2708,2.3864,0.44,0.5403,54.0271,49.7602,0.4367,1.091,0.44,0.7939,0.7306,0.58
WoaMlp-0-run_9-hs_7False-ac_eluelu-epoch_1000-pop_size_50,121.4598,0.1215,0.00059557,121.5172,0.5135,22.261904777738565,2.9079,16.0503,4.0063,0.3761,2.1013,0.5075,0.555,55.5022,55.404,0.4272,1.0239,0.5075,0.8652,0.8131,0.7035
