model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
DeMlp-0-run_0-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,218.8559,0.2189,0.00076699,219.0264,0.0101,23.289518437563697,4.2693,32.2572,5.6795,0.6859,3.4441,0.0101,0.9463,94.6286,74.6174,0.5771,1.5032,0.0101,0.813,0.7724,0.628
DeMlp-0-run_1-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,214.4133,0.2144,0.00047255,214.4412,0.4013,17.66458786317711,4.2603,30.2553,5.5005,0.9056,3.2202,0.0715,0.8551,85.5128,98.2736,0.5786,1.5001,0.0715,0.7788,0.7831,0.6099
DeMlp-0-run_2-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,216.3664,0.2164,0.00048995,216.3951,-0.262,19.737762067352588,5.3761,42.7759,6.5403,1.0028,4.7391,-0.3127,1.1781,117.8133,96.9554,0.6794,1.8929,-0.3127,0.759,0.791,0.6004
DeMlp-0-run_3-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,220.3372,0.2203,0.00049949,220.4016,-0.3205,26.404137726025418,5.5302,53.9678,7.3463,0.6802,4.826,-0.6561,1.0012,100.1226,72.5118,0.653,1.9472,-0.6561,0.775,0.8142,0.631
DeMlp-0-run_4-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,215.7402,0.2157,0.00051808,215.7959,-0.2805,23.45923802486109,5.1148,42.8215,6.5438,0.7697,4.1972,-0.3141,0.9555,95.5543,81.2832,0.6406,1.8009,-0.3141,0.797,0.8,0.6376
DeMlp-0-run_5-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,213.7314,0.2137,0.00075531,213.7603,0.028,19.768514429734992,4.648,33.216,5.7633,0.8621,3.9205,-0.0193,0.886,88.6015,94.9894,0.6216,1.6366,-0.0193,0.7782,0.7213,0.5613
DeMlp-0-run_6-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,136.6887,0.1367,0.0006125,136.72,0.0596,16.631246073390237,4.5447,31.1941,5.5852,0.6436,3.7329,0.0427,0.9507,95.0702,77.2288,0.6142,1.6002,0.0427,0.7685,0.7642,0.5873
DeMlp-0-run_7-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,123.365,0.1234,0.00049233,123.394,-0.0791,19.83913394935997,4.5554,35.2257,5.9351,0.7668,3.2889,-0.081,0.9066,90.6632,75.9935,0.5864,1.604,-0.081,0.7984,0.8052,0.6429
DeMlp-0-run_8-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,122.5429,0.1225,0.00050449,122.5699,-0.3711,18.001085334018804,7.1427,67.5906,8.2214,0.8733,6.9311,-1.0742,1.6512,165.1198,87.5657,0.8258,2.5149,-1.0742,0.6531,0.6761,0.4416
DeMlp-0-run_9-hs_7False-ac_eluelu-cr_0.9-epoch_1000-pop_size_50-wf_0.8,121.8264,0.1218,0.0007093,121.854,0.2383,20.14255137851343,6.1495,53.6746,7.3263,0.6303,5.2604,-0.6471,1.4203,142.0252,71.5688,0.7586,2.1652,-0.6471,0.6891,0.7661,0.5279
