model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
GaMlp-0-run_0-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,206.1952,0.2062,0.00057673,206.3817,0.7038,19.95252456205605,2.2104,10.308,3.2106,0.242,1.6702,0.6837,0.363,36.3008,44.4125,0.3214,0.7783,0.6837,0.9168,0.8622,0.7905
GaMlp-0-run_1-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,206.9454,0.2069,0.0006671,206.9772,0.7523,13.297138127798187,2.4149,10.6118,3.2576,0.1208,2.0293,0.6744,0.4249,42.4926,34.107,0.3737,0.8503,0.6744,0.9183,0.8854,0.8131
GaMlp-0-run_2-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,208.2328,0.2082,0.00048661,208.2969,0.7209,14.559319459746966,2.1164,9.2162,3.0358,0.1897,1.6065,0.7172,0.3673,36.7349,38.402,0.3254,0.7452,0.7172,0.9101,0.8545,0.7777
GaMlp-0-run_3-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,208.2391,0.2082,0.00052714,208.2673,0.7147,15.10755039599173,2.1955,9.3537,3.0584,0.1706,1.6559,0.713,0.4014,40.1368,37.1847,0.3433,0.773,0.713,0.9179,0.8624,0.7916
GaMlp-0-run_4-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,206.9405,0.2069,0.00061727,206.9835,0.7111,12.545908869330159,2.4911,10.0322,3.1674,0.2193,2.198,0.6921,0.4804,48.0411,42.9638,0.4013,0.8771,0.6921,0.9122,0.8604,0.7849
GaMlp-0-run_5-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,209.3851,0.2094,0.00049353,209.4292,0.7581,12.822994345555998,2.4182,9.6562,3.1074,0.1408,2.0172,0.7037,0.4787,47.8712,35.5214,0.3926,0.8514,0.7037,0.9088,0.8757,0.7958
GaMlp-0-run_6-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,144.9759,0.145,0.00062776,145.0358,0.7537,15.411594927938939,2.0035,8.1166,2.849,0.1274,1.4713,0.7509,0.3384,33.8416,32.7457,0.3095,0.7054,0.7509,0.9305,0.8766,0.8157
GaMlp-0-run_7-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,118.0476,0.118,0.00047374,118.0743,0.7212,14.205357707297015,2.1525,9.0843,3.014,0.2394,1.4795,0.7212,0.3847,38.4689,40.761,0.3358,0.7579,0.7212,0.9247,0.8646,0.7995
GaMlp-0-run_8-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,116.9979,0.117,0.00071764,117.0242,0.7294,13.589652690667279,2.1201,8.8203,2.9699,0.1788,1.6555,0.7293,0.3572,35.7167,36.5163,0.3225,0.7465,0.7293,0.9264,0.8713,0.8072
GaMlp-0-run_9-hs_7False-ac_eluelu-epoch_1000-pc_0.9-pm_0.1-pop_size_50,117.9283,0.1179,0.00066757,117.9541,0.7234,15.19669281425693,2.1899,9.0168,3.0028,0.1679,1.8307,0.7233,0.3816,38.1614,37.9704,0.3425,0.7711,0.7233,0.9147,0.8599,0.7866
