model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
HgsoMlp-0-run_0-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,143.2804,0.1433,0.01657271,143.3802,0.6966,19.167777499770658,2.4065,10.0624,3.1721,0.2446,2.1143,0.6912,0.4506,45.0587,44.7449,0.3897,0.8473,0.6912,0.9101,0.8451,0.7691
HgsoMlp-0-run_1-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,150.599,0.1506,0.00055528,150.6428,0.7685,16.827593901152028,1.8983,7.6282,2.7619,0.0829,1.4951,0.7659,0.3163,31.6282,28.0542,0.291,0.6684,0.7659,0.9234,0.8855,0.8177
HgsoMlp-0-run_2-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,148.9734,0.149,0.00046778,149.0487,0.6694,17.778784827243058,2.8467,13.1517,3.6265,0.2075,2.5876,0.5964,0.5674,56.7398,42.7819,0.4481,1.0023,0.5964,0.8792,0.8515,0.7486
HgsoMlp-0-run_3-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,146.5473,0.1465,0.00050688,146.6083,0.5791,13.234624125759009,3.0839,14.5991,3.8209,0.3336,2.9376,0.552,0.6506,65.0591,52.0383,0.4875,1.0858,0.552,0.8623,0.794,0.6847
HgsoMlp-0-run_4-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,145.4337,0.1454,0.00048709,145.4772,0.664,21.922194107234414,2.297,11.2116,3.3484,0.2937,1.6099,0.6559,0.3934,39.3364,44.8842,0.3414,0.8088,0.6559,0.9014,0.8325,0.7504
HgsoMlp-0-run_5-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,148.0392,0.148,0.00048113,148.0979,0.7259,13.503007195622851,2.221,9.0576,3.0096,0.1376,1.7143,0.722,0.402,40.2,35.387,0.3463,0.782,0.722,0.9199,0.862,0.793
HgsoMlp-0-run_6-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,146.5293,0.1465,0.00049067,146.557,0.7482,11.623551494909556,2.7125,11.1389,3.3375,0.1743,2.4265,0.6582,0.5397,53.9671,40.4392,0.441,0.9551,0.6582,0.9044,0.8811,0.7969
HgsoMlp-0-run_7-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,147.485,0.1475,0.00049496,147.5406,0.6595,22.48163134956089,2.1796,12.0645,3.4734,0.2837,1.2179,0.6298,0.3181,31.8133,40.1153,0.2843,0.7675,0.6298,0.8813,0.824,0.7262
HgsoMlp-0-run_8-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,132.7312,0.1327,0.00050449,132.7743,0.6797,20.99436446249878,2.4248,10.8264,3.2904,0.1854,1.9734,0.6678,0.4222,42.2212,39.7022,0.3708,0.8538,0.6678,0.9041,0.8427,0.7619
HgsoMlp-0-run_9-hs_7False-ac_eluelu-epoch_1000-n_clusters_2-pop_size_50,88.741,0.0887,0.00087667,88.7814,0.7866,15.99384786242727,1.6896,7.0267,2.6508,0.057,1.1002,0.7844,0.2576,25.7576,23.2751,0.2441,0.5949,0.7844,0.934,0.8937,0.8347
