model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
EoMlp-0-run_0-hs_4True-ac_eluelu-epoch_2000-pop_size_100,246.9278,0.1235,0.00057721,246.9938,0.8139,12.19015463030874,1.5199,6.0644,2.4626,0.0499,0.7949,0.8139,0.207,20.6979,20.6929,0.1976,0.5352,0.8139,0.9524,0.9164,0.8728
EoMlp-0-run_1-hs_4True-ac_eluelu-epoch_2000-pop_size_100,252.9234,0.1265,0.00036526,252.9477,0.815,15.19063620043,1.5257,6.1037,2.4706,0.0539,0.9158,0.8127,0.2265,22.6506,22.8497,0.2162,0.5372,0.8127,0.9488,0.9082,0.8617
EoMlp-0-run_2-hs_4True-ac_eluelu-epoch_2000-pop_size_100,246.633,0.1233,0.00038481,246.6854,0.8071,15.358043226016633,1.6046,6.5078,2.551,0.0602,0.9275,0.8003,0.2324,23.2424,23.9838,0.2218,0.565,0.8003,0.9445,0.9037,0.8535
EoMlp-0-run_3-hs_4True-ac_eluelu-epoch_2000-pop_size_100,250.4454,0.1252,0.00040126,250.4697,0.79,15.949390358732995,1.6253,6.908,2.6283,0.0602,1.0079,0.788,0.2348,23.4808,23.1994,0.2221,0.5723,0.788,0.9399,0.8959,0.8421
EoMlp-0-run_4-hs_4True-ac_eluelu-epoch_2000-pop_size_100,249.1251,0.1246,0.00081897,249.15,0.7987,15.41971750754653,1.574,6.7262,2.5935,0.0584,0.9427,0.7936,0.2288,22.8786,23.1947,0.2166,0.5542,0.7936,0.9425,0.8987,0.847
EoMlp-0-run_5-hs_4True-ac_eluelu-epoch_2000-pop_size_100,247.7888,0.1239,0.00035882,247.8483,0.8287,10.297441024331086,1.5269,5.5866,2.3636,0.0529,0.8428,0.8286,0.2136,21.3633,21.5177,0.2043,0.5376,0.8286,0.9559,0.9237,0.883
EoMlp-0-run_6-hs_4True-ac_eluelu-epoch_2000-pop_size_100,246.656,0.1233,0.00035381,246.696,0.8103,15.562315132386932,1.505,6.2721,2.5044,0.0545,0.892,0.8075,0.2187,21.8723,21.9967,0.2078,0.5299,0.8075,0.9465,0.9044,0.856
EoMlp-0-run_7-hs_4True-ac_eluelu-epoch_2000-pop_size_100,244.3976,0.1222,0.0003686,244.4387,0.8198,14.300924946377938,1.5707,5.9153,2.4321,0.0575,0.9419,0.8185,0.2295,22.9531,23.3772,0.2194,0.553,0.8185,0.9523,0.9159,0.8722
EoMlp-0-run_8-hs_4True-ac_eluelu-epoch_2000-pop_size_100,254.59,0.1273,0.00045204,254.614,0.7876,16.14911425042216,1.6818,7.1059,2.6657,0.0649,1.0618,0.7819,0.2466,24.6578,25.0793,0.234,0.5922,0.7819,0.9383,0.8949,0.8397
EoMlp-0-run_9-hs_4True-ac_eluelu-epoch_2000-pop_size_100,219.9419,0.11,0.00076032,220.0004,0.8398,10.649450314869684,1.4633,5.2315,2.2873,0.0476,0.8341,0.8395,0.2022,20.216,20.6308,0.1945,0.5152,0.8395,0.9584,0.9272,0.8886
