model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
EoLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3604.3499,3.6043,0.02503395,3604.857,0.2626,0.0017,0.2592,0.0291,0.0022,0.0472,inf,109.4234,0.2626,1.4445,0.2592,7.8842,163.8872,12.8018,inf,109.4234
EoLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3613.4208,3.6134,0.02402115,3613.6394,0.2654,0.0017,0.2615,0.0291,0.0022,0.0471,inf,109.5627,0.2654,1.4692,0.2615,7.9088,163.378,12.7819,inf,109.5627
EoLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3633.1712,3.6332,0.02522373,3633.444,0.2719,0.0017,0.2687,0.0289,0.0022,0.0469,inf,109.3604,0.2719,1.4481,0.2687,7.8427,161.7787,12.7192,inf,109.3604
EoLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3668.7015,3.6687,0.02470613,3668.9561,0.2492,0.0018,0.2457,0.0291,0.0023,0.0476,inf,109.4411,0.2492,1.4294,0.2457,7.9039,166.8634,12.9176,inf,109.4411
EoLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3630.7473,3.6307,0.02561307,3630.9668,0.2661,0.0017,0.2624,0.029,0.0022,0.0471,inf,109.405,0.2661,1.4416,0.2624,7.8698,163.1636,12.7736,inf,109.405
EoLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3682.9416,3.6829,0.02423382,3683.164,0.254,0.0018,0.2484,0.0296,0.0023,0.0475,inf,109.8329,0.254,1.5482,0.2484,8.0245,166.2643,12.8944,inf,109.8329
EoLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3653.4582,3.6535,0.0243113,3653.6841,0.2627,0.0017,0.2592,0.029,0.0022,0.0472,inf,109.3788,0.2627,1.4341,0.2592,7.8637,163.8758,12.8014,inf,109.3788
EoLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3749.4646,3.7495,0.02481484,3749.6783,0.2628,0.0017,0.2598,0.0289,0.0022,0.0472,inf,109.3345,0.2628,1.4307,0.2598,7.8515,163.7381,12.796,inf,109.3345
EoLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3678.8785,3.6789,0.02419519,3679.2605,0.2814,0.0017,0.2789,0.0288,0.0022,0.0465,inf,109.3904,0.2814,1.4741,0.2789,7.8019,159.5138,12.6299,inf,109.3904
EoLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50,3644.3735,3.6444,0.02398229,3644.5894,0.2657,0.0017,0.2626,0.0289,0.0022,0.0471,inf,109.2814,0.2657,1.4243,0.2626,7.8355,163.129,12.7722,inf,109.2814
