model_name,total_time_train,time_epoch,time_predict,time_system,scaled_EV,scaled_MSLE,scaled_R2,scaled_MAE,scaled_MSE,scaled_RMSE,scaled_MAPE,scaled_SMAPE,unscaled_EV,unscaled_MSLE,unscaled_R2,unscaled_MAE,unscaled_MSE,unscaled_RMSE,unscaled_MAPE,unscaled_SMAPE
"MvoLstm-run_0-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3739.1116,3.7391,0.0241015,3739.6048,0.2542,0.0017,0.2503,0.0291,0.0023,0.0475,inf,109.4223,0.2542,1.4473,0.2503,7.8902,165.8552,12.8785,inf,109.4223
"MvoLstm-run_1-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3737.7099,3.7377,0.02329469,3737.9199,0.2754,0.0017,0.2713,0.0291,0.0022,0.0468,inf,109.5213,0.2754,1.504,0.2713,7.8838,161.1979,12.6964,inf,109.5213
"MvoLstm-run_2-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3750.4618,3.7505,0.02354741,3750.7774,0.2581,0.0018,0.2553,0.0289,0.0022,0.0473,inf,109.3456,0.2581,1.4328,0.2553,7.8549,164.7412,12.8352,inf,109.3456
"MvoLstm-run_3-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3794.5771,3.7946,0.02420831,3795.0234,0.2579,0.0018,0.2521,0.0294,0.0022,0.0474,inf,109.4526,0.2579,1.5037,0.2521,7.9823,165.4408,12.8624,inf,109.4526
"MvoLstm-run_4-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3773.9901,3.774,0.02407217,3774.2293,0.2774,0.0017,0.2726,0.0295,0.0022,0.0467,inf,109.874,0.2774,1.5834,0.2726,7.9975,160.9204,12.6854,inf,109.874
"MvoLstm-run_5-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3742.1961,3.7422,0.02438879,3742.4147,0.2708,0.0017,0.2678,0.0288,0.0022,0.0469,inf,109.1722,0.2708,1.4189,0.2678,7.8125,161.9803,12.7271,inf,109.1722
"MvoLstm-run_6-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3779.7779,3.7798,0.03564954,3780.0067,0.2678,0.0017,0.2636,0.0292,0.0022,0.047,inf,109.5647,0.2678,1.4789,0.2636,7.9149,162.8957,12.7631,inf,109.5647
"MvoLstm-run_7-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3771.9861,3.772,0.02421784,3772.1984,0.2645,0.0017,0.2603,0.0292,0.0022,0.0471,inf,109.4818,0.2645,1.4622,0.2603,7.9113,163.6426,12.7923,inf,109.4818
"MvoLstm-run_8-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3749.1099,3.7491,0.0234983,3749.3171,0.2742,0.0017,0.2699,0.0291,0.0022,0.0468,inf,109.5042,0.2742,1.4767,0.2699,7.8866,161.5155,12.7089,inf,109.5042
"MvoLstm-run_9-hs_[7]True-ac_eluelu-epoch_1000-pop_size_50-wep_minmax_(1.0, 0.2)",3680.3172,3.6803,0.02409434,3680.5311,0.2674,0.0017,0.2612,0.0295,0.0022,0.0471,inf,109.7328,0.2674,1.5362,0.2612,7.9958,163.4442,12.7845,inf,109.7328
