model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE
"MLP-run_0-hs_(20, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_Adam-lo_mse",140.2376,0.1402,0.03091693,140.2885,0.196,150.43936569213872,6.9055,191.371,13.8337,0.7205,3.3586,0.1363,1.1541,115.4137,76.8237,0.6603,0.8333
"MLP-run_0-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_Adam-lo_mse",140.9869,0.141,0.02888966,141.0487,0.215,147.38586074829107,6.9467,183.5935,13.5497,0.726,3.544,0.1714,1.2386,123.8589,77.8428,0.6808,0.8383
"MLP-run_1-hs_(20, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_Adam-lo_mse",139.7196,0.1397,0.02992058,139.7715,0.2424,138.08494407653814,6.871,175.1061,13.2328,0.716,3.5328,0.2097,1.2676,126.7637,77.3469,0.683,0.8292
"MLP-run_1-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_Adam-lo_mse",137.8809,0.1379,0.02888894,137.9308,0.1855,149.47609741210943,6.9753,192.6853,13.8811,0.7357,3.31,0.1303,1.1869,118.6873,77.6842,0.6682,0.8417
"MLP-run_2-hs_(20, True)-ep_1000-bs_32-lr_0.01-ac_('elu', 'elu')-op_Adam-lo_mse",134.9204,0.1349,0.02892303,134.9703,0.2316,145.70004112243657,6.9548,179.6586,13.4037,0.7193,3.6654,0.1891,1.2756,127.5588,78.4569,0.6917,0.8393
"MLP-run_2-hs_(20, True)-ep_1000-bs_32-lr_0.001-ac_('elu', 'elu')-op_Adam-lo_mse",137.9954,0.138,0.02889752,138.0452,0.1752,152.2617171478272,6.9925,195.7905,13.9925,0.7362,3.2755,0.1163,1.164,116.3953,77.7075,0.666,0.8438
