model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
EoMlp-1-run_0-hs_7False-ac_eluelu-epoch_1500-pop_size_50,183.2166,0.1221,0.00153017,183.2776,0.7807,17.427737657862984,1.6442,7.2802,2.6982,0.0525,0.9091,0.7766,0.2295,22.9535,20.992,0.2173,0.5789,0.7766,0.9365,0.8915,0.8349
EoMlp-1-run_1-hs_7False-ac_eluelu-epoch_1500-pop_size_50,185.0378,0.1234,0.00136685,185.0697,0.7744,16.247702014233248,1.6904,7.4407,2.7278,0.0581,0.9206,0.7717,0.2428,24.2775,22.0226,0.2274,0.5952,0.7717,0.9338,0.8857,0.8271
EoMlp-1-run_2-hs_7False-ac_eluelu-epoch_1500-pop_size_50,182.2737,0.1215,0.00123024,182.3344,0.7374,14.308481738830023,1.9284,8.5708,2.9276,0.1087,1.0599,0.737,0.2936,29.3647,29.2551,0.2671,0.679,0.737,0.9238,0.8796,0.8126
EoMlp-1-run_3-hs_7False-ac_eluelu-epoch_1500-pop_size_50,180.6411,0.1204,0.00128317,180.6841,0.7404,21.384186059666852,1.7191,8.5446,2.9231,0.0566,0.8695,0.7378,0.2315,23.1506,21.2375,0.2184,0.6053,0.7378,0.9243,0.8706,0.8047
EoMlp-1-run_4-hs_7False-ac_eluelu-epoch_1500-pop_size_50,181.7944,0.1212,0.00108981,181.8221,0.7991,15.002619659199663,1.5024,6.6581,2.5803,0.0506,0.7422,0.7957,0.1959,19.5924,20.1903,0.1879,0.529,0.7957,0.9415,0.9005,0.8478
EoMlp-1-run_5-hs_7False-ac_eluelu-epoch_1500-pop_size_50,183.2052,0.1221,0.00109839,183.2663,0.7974,15.326593186289227,1.4579,6.6138,2.5717,0.0436,0.627,0.797,0.1839,18.3867,17.9595,0.1752,0.5133,0.797,0.9424,0.9006,0.8487
EoMlp-1-run_6-hs_7False-ac_eluelu-epoch_1500-pop_size_50,180.9812,0.1207,0.00123262,181.0091,0.7674,18.758358170584614,1.5603,7.5864,2.7543,0.0467,0.7604,0.7672,0.2043,20.4307,19.2814,0.195,0.5494,0.7672,0.932,0.8826,0.8226
EoMlp-1-run_7-hs_7False-ac_eluelu-epoch_1500-pop_size_50,185.2267,0.1235,0.0011065,185.2569,0.7752,18.982010778572707,1.5096,7.3265,2.7067,0.0439,0.6323,0.7752,0.19,19.0044,18.0194,0.1808,0.5315,0.7752,0.9337,0.8872,0.8284
EoMlp-1-run_8-hs_7False-ac_eluelu-epoch_1500-pop_size_50,169.9817,0.1133,0.00107574,170.0468,0.806,13.557631258715276,1.8517,6.8915,2.6252,0.0716,1.2962,0.7885,0.3122,31.223,26.4567,0.2878,0.652,0.7885,0.9382,0.9038,0.8479
EoMlp-1-run_9-hs_7False-ac_eluelu-epoch_1500-pop_size_50,155.9434,0.104,0.00107074,155.974,0.7779,17.43957908320177,1.5174,7.2377,2.6903,0.0452,0.6551,0.7779,0.1918,19.18,18.2576,0.1824,0.5343,0.7779,0.9349,0.8886,0.8308
