model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"LSTM-1HL-Lstm1HL-run_0-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",285.2423,0.1902,0.22202373,285.5103,0.839,9.090725268423558,1.5689,5.2458,2.2904,0.0588,0.9925,0.839,0.2473,24.7289,23.5175,0.2313,0.5524,0.839,0.9574,0.9225,0.8832
"LSTM-1HL-Lstm1HL-run_1-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",290.2757,0.1935,0.21671915,290.5228,0.8233,11.384229133427143,1.5759,5.7643,2.4009,0.0617,1.0481,0.8231,0.2397,23.97,24.11,0.2275,0.5549,0.8231,0.9556,0.92,0.8792
"LSTM-1HL-Lstm1HL-run_2-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",285.1553,0.1901,0.19943166,285.3854,0.8226,11.055664201378821,1.6058,5.9572,2.4407,0.0724,1.0095,0.8172,0.2317,23.1737,25.3004,0.2207,0.5654,0.8172,0.9528,0.9175,0.8742
"LSTM-1HL-Lstm1HL-run_3-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",290.5029,0.1937,0.19873452,290.7318,0.8144,10.858477382659911,1.5702,6.1156,2.473,0.0632,0.8299,0.8123,0.2131,21.3104,22.8796,0.2032,0.5529,0.8123,0.9544,0.9213,0.8793
"LSTM-1HL-Lstm1HL-run_4-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",287.5919,0.1917,0.20745611,287.8272,0.8175,10.146640880107881,1.5932,6.2522,2.5004,0.0522,0.8489,0.8081,0.2318,23.177,21.0149,0.2172,0.561,0.8081,0.9541,0.9247,0.8823
"LSTM-1HL-Lstm1HL-run_5-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",287.6174,0.1917,0.20451164,287.8531,0.8226,9.9747662037611,1.6323,5.881,2.4251,0.065,0.9738,0.8195,0.26,26.0037,23.7746,0.24,0.5747,0.8195,0.9533,0.9166,0.8738
"LSTM-1HL-Lstm1HL-run_6-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",285.6199,0.1904,0.21199274,285.8604,0.8096,12.858039244413375,1.7379,6.5403,2.5574,0.1004,1.206,0.7993,0.2706,27.058,31.0581,0.2551,0.6119,0.7993,0.95,0.915,0.8692
"LSTM-1HL-Lstm1HL-run_7-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",284.9559,0.19,0.20801878,285.1944,0.8413,10.004938654899597,1.3793,5.3024,2.3027,0.0387,0.6418,0.8373,0.1845,18.4533,17.1177,0.1752,0.4857,0.8373,0.9597,0.9309,0.8934
"LSTM-1HL-Lstm1HL-run_8-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",289.944,0.1933,0.21884465,290.1937,0.8004,12.547218551933765,1.5684,6.5113,2.5517,0.0573,0.7952,0.8002,0.2113,21.1258,21.2514,0.2007,0.5522,0.8002,0.9505,0.9123,0.8671
"LSTM-1HL-Lstm1HL-run_9-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",287.6977,0.1918,0.19038534,287.9186,0.8366,12.122526594996453,1.4669,5.4005,2.3239,0.0442,0.8382,0.8343,0.2123,21.2318,19.6503,0.2022,0.5165,0.8343,0.9547,0.9204,0.8787
