model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
FpaMlp-0-run_0-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,134.1529,0.0894,0.00053048,134.2324,0.7482,19.52336874624683,1.6799,8.2088,2.8651,0.0571,0.9277,0.7481,0.2246,22.4562,21.8349,0.2146,0.5915,0.7481,0.9213,0.8724,0.8037
FpaMlp-0-run_1-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,133.3662,0.0889,0.00059485,133.3946,0.7368,15.382285457611363,2.1555,8.7171,2.9525,0.1631,1.6107,0.7325,0.391,39.0968,36.9003,0.3433,0.759,0.7325,0.9235,0.8692,0.8027
FpaMlp-0-run_2-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,137.7438,0.0918,0.00057507,137.8043,0.7574,12.842689795039751,1.9751,8.12,2.8496,0.1064,1.4534,0.7508,0.3217,32.1706,30.5888,0.296,0.6954,0.7508,0.9333,0.8852,0.8262
FpaMlp-0-run_3-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,137.0761,0.0914,0.00055003,137.1334,0.761,11.611573844601027,2.2009,8.5874,2.9304,0.1298,1.7985,0.7365,0.4035,40.3526,33.8587,0.3521,0.7749,0.7365,0.926,0.8829,0.8176
FpaMlp-0-run_4-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,134.5053,0.0897,0.00131893,134.5335,0.751,13.663324267471403,2.0532,8.2823,2.8779,0.2763,1.405,0.7458,0.3586,35.8579,43.3932,0.3168,0.7229,0.7458,0.9338,0.8825,0.8241
FpaMlp-0-run_5-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,137.6061,0.0917,0.000489,137.6366,0.6952,14.394240045253223,2.382,10.1605,3.1876,0.2943,1.8253,0.6882,0.425,42.4963,50.509,0.3736,0.8387,0.6882,0.9183,0.8574,0.7874
FpaMlp-0-run_6-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,134.9675,0.09,0.00046945,134.9945,0.7687,15.854600386294821,1.7937,7.8065,2.794,0.0884,1.1148,0.7604,0.2627,26.2716,28.1971,0.2481,0.6315,0.7604,0.929,0.8877,0.8247
FpaMlp-0-run_7-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,136.2177,0.0908,0.00055122,136.2457,0.7485,16.128022431140934,2.1867,8.7898,2.9648,0.1372,1.7747,0.7303,0.3914,39.1366,34.1814,0.3453,0.7699,0.7303,0.9235,0.8771,0.81
FpaMlp-0-run_8-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,138.9253,0.0926,0.00053596,138.9522,0.7545,13.739156082979411,2.2959,9.1644,3.0273,0.1149,1.8911,0.7188,0.4167,41.6687,33.4157,0.3657,0.8084,0.7188,0.912,0.8773,0.8001
FpaMlp-0-run_9-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,136.006,0.0907,0.00105882,136.0603,0.7488,13.640742087779028,2.1093,8.5512,2.9242,0.1117,1.6202,0.7376,0.3625,36.2458,31.9072,0.3244,0.7427,0.7376,0.9219,0.8727,0.8045
