model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
WdoMlp-1-run_0-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,181.1582,0.1208,0.00079989,181.1873,0.7267,17.59479201209417,2.5225,10.1826,3.191,0.1615,2.3046,0.6875,0.5006,50.0645,38.7893,0.4166,0.8882,0.6875,0.8974,0.8731,0.7835
WdoMlp-1-run_1-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,181.2207,0.1208,0.00084138,181.2827,0.7265,18.609385467236912,2.2319,9.3331,3.055,0.1208,1.8695,0.7136,0.4076,40.7593,33.9091,0.3578,0.7858,0.7136,0.8977,0.8752,0.7857
WdoMlp-1-run_2-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,183.8152,0.1225,0.00075459,183.8433,0.6882,19.38054445295289,2.1138,10.3099,3.2109,0.0962,1.44,0.6836,0.3438,34.3843,28.7407,0.3046,0.7443,0.6836,0.8834,0.8599,0.7596
WdoMlp-1-run_3-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,184.5218,0.123,0.00115418,184.5507,0.5751,26.06901957375644,2.6915,14.594,3.8202,0.1592,1.9887,0.5521,0.4583,45.829,37.8776,0.3899,0.9477,0.5521,0.8536,0.7904,0.6747
WdoMlp-1-run_4-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,184.4994,0.123,0.00077891,184.5267,0.7728,16.9800779422984,1.7052,7.4306,2.7259,0.0814,0.9194,0.772,0.2452,24.5216,25.277,0.2307,0.6004,0.772,0.9329,0.8888,0.8292
WdoMlp-1-run_5-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,182.9518,0.122,0.00064635,183.0226,0.6675,14.930383513317029,2.4946,10.8346,3.2916,0.277,2.054,0.6675,0.4485,44.8527,47.7047,0.3858,0.8784,0.6675,0.9049,0.8533,0.7722
WdoMlp-1-run_6-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,184.5951,0.1231,0.00072932,184.6235,0.747,15.23824760142357,2.1533,8.4151,2.9009,0.1332,1.784,0.7418,0.3731,37.3109,34.8263,0.3348,0.7582,0.7418,0.9278,0.8802,0.8166
WdoMlp-1-run_7-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,178.6043,0.1191,0.0006578,178.665,0.6818,21.029217747649838,2.3164,10.3761,3.2212,0.1617,1.775,0.6816,0.3995,39.9473,38.9413,0.3553,0.8156,0.6816,0.902,0.8413,0.7589
WdoMlp-1-run_8-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,172.2114,0.1148,0.00072622,172.2529,0.7442,19.600984284502566,1.9272,9.1498,3.0249,0.135,1.2101,0.7192,0.2821,28.213,33.5001,0.2641,0.6786,0.7192,0.9156,0.8711,0.7976
WdoMlp-1-run_9-hs_7False-ac_eluelu-RT_3-alp_0.4-c_0.4-epoch_1500-g_0.2-max_v_0.3-pop_size_50,146.7088,0.0978,0.00065136,146.7384,0.7732,17.413509505768136,1.6819,7.4696,2.733,0.0791,1.0063,0.7708,0.2418,24.1809,25.1377,0.2283,0.5922,0.7708,0.9294,0.8861,0.8235
