model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
PsoMlp-1-run_0-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,165.0001,0.11,0.00075316,165.0283,0.7548,13.954312564489573,1.9952,7.995,2.8275,0.1303,1.47,0.7547,0.3235,32.346,33.7547,0.2977,0.7025,0.7547,0.9346,0.8869,0.8289
PsoMlp-1-run_1-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,163.4176,0.1089,0.00067592,163.4459,0.7829,16.17966973170825,1.7265,7.0784,2.6605,0.0777,1.1309,0.7828,0.2557,25.5745,26.0401,0.2401,0.6079,0.7828,0.9391,0.8967,0.8421
PsoMlp-1-run_2-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,169.3754,0.1129,0.00110841,169.403,0.7854,16.508726186254503,1.8699,7.3202,2.7056,0.0867,1.4728,0.7754,0.3107,31.0655,28.4271,0.2859,0.6584,0.7754,0.937,0.8939,0.8376
PsoMlp-1-run_3-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,169.1264,0.1128,0.0009737,169.1552,0.7352,17.233103531289284,2.0263,8.6966,2.949,0.145,1.4942,0.7331,0.3261,32.6106,35.4473,0.2974,0.7134,0.7331,0.9211,0.8716,0.8028
PsoMlp-1-run_4-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,161.9905,0.108,0.00077748,162.0205,0.7329,13.20533101339012,2.4381,9.9821,3.1594,0.1354,1.9542,0.6937,0.4462,44.6162,35.946,0.3859,0.8585,0.6937,0.9108,0.8753,0.7972
PsoMlp-1-run_5-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,165.3205,0.1102,0.00067234,165.3639,0.8098,14.212398139565018,1.7065,6.5412,2.5576,0.0586,1.1059,0.7993,0.2638,26.376,23.1275,0.247,0.6009,0.7993,0.9422,0.9066,0.8542
PsoMlp-1-run_6-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,164.9236,0.1099,0.00516295,164.9547,0.7915,14.927094748027738,1.7031,6.839,2.6151,0.0626,1.1501,0.7901,0.26,26.0043,24.1593,0.245,0.5997,0.7901,0.938,0.8959,0.8404
PsoMlp-1-run_7-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,167.404,0.1116,0.00093508,167.4461,0.7779,16.942864715775887,1.6591,7.2761,2.6974,0.065,0.9988,0.7767,0.2354,23.5383,24.4546,0.2249,0.5842,0.7767,0.9368,0.8882,0.8321
PsoMlp-1-run_8-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,168.774,0.1125,0.0006814,168.8025,0.7452,15.283079130449831,1.9922,8.3304,2.8862,0.1307,1.4757,0.7444,0.3265,32.6515,33.9719,0.3001,0.7014,0.7444,0.9263,0.8718,0.8075
PsoMlp-1-run_9-hs_7False-ac_eluelu-c1_2.0-c2_2.0-epoch_1500-pop_size_50-w_max_0.9-w_min_0.4,163.4649,0.109,0.00071239,163.4943,0.7646,13.972194756556268,2.1182,8.474,2.911,0.0929,1.6368,0.74,0.3585,35.8542,29.6208,0.3231,0.7458,0.74,0.9222,0.8872,0.8182
