model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
FpaMlp-1-run_0-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,177.2731,0.1182,0.00081778,177.3015,0.6041,20.131793120582813,2.8999,14.0345,3.7463,0.2674,2.5574,0.5693,0.5875,58.751,46.4408,0.4485,1.0211,0.5693,0.8734,0.8151,0.7119
FpaMlp-1-run_1-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,178.1624,0.1188,0.00063324,178.1934,0.5113,12.0665469429195,3.2249,16.5063,4.0628,0.4419,2.7843,0.4935,0.6317,63.1671,59.4726,0.4839,1.1355,0.4935,0.888,0.855,0.7592
FpaMlp-1-run_2-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,176.5097,0.1177,0.00070143,176.5531,0.6122,19.409199987870664,2.9349,13.8194,3.7174,0.2402,2.3925,0.5759,0.5711,57.1147,45.9645,0.4566,1.0334,0.5759,0.867,0.8019,0.6952
FpaMlp-1-run_3-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,175.9743,0.1173,0.00083518,176.0224,0.6351,15.85714409513335,2.5321,11.9158,3.4519,0.2842,2.0135,0.6343,0.4268,42.6844,45.7286,0.3736,0.8915,0.6343,0.8973,0.8254,0.7406
FpaMlp-1-run_4-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,175.8229,0.1172,0.00073862,175.8836,0.5026,16.878021433285355,2.9647,16.5411,4.0671,0.4337,2.2322,0.4924,0.5281,52.8122,61.8177,0.4334,1.0439,0.4924,0.8824,0.8365,0.7381
FpaMlp-1-run_5-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,176.2897,0.1175,0.00075793,176.3161,0.4133,15.271044316932503,3.411,19.1382,4.3747,0.476,2.8279,0.4127,0.6295,62.9504,63.606,0.488,1.201,0.4127,0.8535,0.7824,0.6678
FpaMlp-1-run_6-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,176.5863,0.1177,0.00080466,176.6519,0.5092,15.630524838869473,3.0193,16.0427,4.0053,0.3321,2.5121,0.5077,0.5659,56.5913,52.6655,0.4502,1.0631,0.5077,0.8662,0.7763,0.6724
FpaMlp-1-run_7-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,180.1086,0.1201,0.00115013,180.1371,0.5946,21.23882665184565,2.792,14.5045,3.8085,0.4705,2.1421,0.5549,0.5139,51.3934,66.7803,0.426,0.9831,0.5549,0.876,0.8252,0.7229
FpaMlp-1-run_8-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,177.0005,0.118,0.00072622,177.0326,0.5821,15.713290479501165,2.729,13.7199,3.704,0.2326,1.9768,0.579,0.4685,46.851,44.6771,0.3978,0.9609,0.579,0.8891,0.8382,0.7452
FpaMlp-1-run_9-hs_7False-ac_eluelu-epoch_1500-p_0.8-pop_size_50,159.2776,0.1062,0.00077915,159.3422,0.5774,22.485840332027855,2.7235,13.7767,3.7117,0.3005,2.0805,0.5772,0.4686,46.861,50.5397,0.3979,0.9589,0.5772,0.8891,0.8227,0.7315
