model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"LSTM-1HL-Lstm1HL-run_0-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",390.2392,0.2602,0.1963501,390.473,0.8259,16.320025044083593,1.4345,6.0081,2.4511,0.0454,0.7873,0.8156,0.1956,19.5589,20.2333,0.189,0.5051,0.8156,0.9446,0.9134,0.8628
"LSTM-1HL-Lstm1HL-run_1-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",387.2971,0.2582,0.25056577,387.578,0.8116,12.795213653445243,1.4851,6.275,2.505,0.0446,0.7261,0.8074,0.1956,19.5646,19.1189,0.1867,0.5229,0.8074,0.9556,0.9257,0.8846
"LSTM-1HL-Lstm1HL-run_2-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",390.6609,0.2604,0.18294954,390.8808,0.8445,12.311441920995712,1.3295,5.0845,2.2549,0.036,0.6574,0.844,0.1753,17.5285,16.7562,0.1683,0.4681,0.844,0.9598,0.9259,0.8887
"LSTM-1HL-Lstm1HL-run_3-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",393.495,0.2623,0.22759533,393.7505,0.8266,15.537418465912342,1.737,6.7852,2.6048,0.0867,1.2324,0.7918,0.2652,26.5245,30.8551,0.2541,0.6116,0.7918,0.9415,0.9127,0.8593
"LSTM-1HL-Lstm1HL-run_4-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",390.4961,0.2603,0.21616054,390.7449,0.8197,14.275071030259133,1.7091,6.1894,2.4878,0.0834,1.2481,0.8101,0.269,26.8974,30.3068,0.2567,0.6018,0.8101,0.9538,0.9208,0.8783
"LSTM-1HL-Lstm1HL-run_5-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",392.2127,0.2615,0.2024858,392.4524,0.8345,14.337448534369468,1.4137,5.4476,2.334,0.043,0.7458,0.8328,0.1927,19.2711,19.852,0.1864,0.4978,0.8328,0.9563,0.9204,0.8802
"LSTM-1HL-Lstm1HL-run_6-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",388.9552,0.2593,0.19718814,389.1823,0.8381,11.202493686079979,1.7915,5.9989,2.4493,0.0684,1.3674,0.8159,0.316,31.6043,26.6226,0.2931,0.6308,0.8159,0.946,0.9207,0.871
"LSTM-1HL-Lstm1HL-run_7-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",388.2884,0.2589,0.24162507,388.567,0.8279,16.33026621222496,1.4708,6.0623,2.4622,0.0492,0.7964,0.814,0.1996,19.9621,21.3392,0.1935,0.5179,0.814,0.9459,0.9144,0.8649
"LSTM-1HL-Lstm1HL-run_8-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",398.1527,0.2654,0.20046926,398.3848,0.8326,15.799365276098252,2.0657,8.3084,2.8824,0.1455,1.57,0.745,0.3306,33.0617,41.5708,0.3119,0.7273,0.745,0.9257,0.917,0.8489
"LSTM-1HL-Lstm1HL-run_9-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",392.9303,0.262,0.20534945,393.1694,0.8428,12.518104346692562,1.5283,5.5966,2.3657,0.0608,0.9732,0.8283,0.23,22.9995,25.4749,0.222,0.5381,0.8283,0.9535,0.9218,0.8789
