model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
WoaMlp-1-run_0-hs_7False-ac_eluelu-epoch_1500-pop_size_50,186.4079,0.1243,0.00091076,186.4367,0.6313,20.697554728315176,2.38,12.0611,3.4729,0.1985,1.641,0.6299,0.3822,38.2172,40.0024,0.3382,0.838,0.6299,0.8858,0.8233,0.7293
WoaMlp-1-run_1-hs_7False-ac_eluelu-epoch_1500-pop_size_50,182.8736,0.1219,0.00066543,182.9226,0.7193,16.669251631758332,2.143,9.2066,3.0342,0.1233,1.5777,0.7175,0.3483,34.8301,33.4007,0.3169,0.7545,0.7175,0.9168,0.8632,0.7914
WoaMlp-1-run_2-hs_7False-ac_eluelu-epoch_1500-pop_size_50,180.8472,0.1206,0.00089288,180.8824,0.7517,14.261710332342606,2.0244,8.1999,2.8635,0.1077,1.4733,0.7484,0.3311,33.1142,31.2908,0.3019,0.7128,0.7484,0.9271,0.8855,0.8209
WoaMlp-1-run_3-hs_7False-ac_eluelu-epoch_1500-pop_size_50,185.7315,0.1238,0.00079393,185.7594,0.2768,25.28945502821051,3.5877,24.0265,4.9017,0.377,2.5921,0.2627,0.7313,73.1327,55.8035,0.4995,1.2632,0.2627,0.7293,0.7521,0.5485
WoaMlp-1-run_4-hs_7False-ac_eluelu-epoch_1500-pop_size_50,186.1488,0.1241,0.000736,186.2133,0.6339,17.34207463763654,2.7899,12.5853,3.5476,0.2829,2.4464,0.6138,0.5377,53.7654,48.7453,0.4371,0.9823,0.6138,0.8875,0.8269,0.7339
WoaMlp-1-run_5-hs_7False-ac_eluelu-epoch_1500-pop_size_50,187.515,0.125,0.0006969,187.5607,0.4718,21.13634009435366,3.3563,18.7899,4.3347,0.2316,2.836,0.4234,0.6228,62.2804,45.8698,0.4799,1.1818,0.4234,0.7952,0.7302,0.5807
WoaMlp-1-run_6-hs_7False-ac_eluelu-epoch_1500-pop_size_50,185.981,0.124,0.00064993,186.0242,0.6952,13.64925083717222,2.4672,10.4793,3.2372,0.1863,2.1053,0.6784,0.4582,45.819,40.0297,0.3887,0.8687,0.6784,0.9011,0.8594,0.7744
WoaMlp-1-run_7-hs_7False-ac_eluelu-epoch_1500-pop_size_50,187.1872,0.1248,0.00081062,187.2492,0.1827,21.400058384887245,3.8177,26.8741,5.184,0.4991,2.8102,0.1753,0.6743,67.4322,67.0465,0.5093,1.3442,0.1753,0.7083,0.6937,0.4913
WoaMlp-1-run_8-hs_7False-ac_eluelu-epoch_1500-pop_size_50,172.8166,0.1152,0.00066996,172.8774,0.7233,15.992524108261394,1.9676,9.0188,3.0031,0.0897,1.1778,0.7232,0.2889,28.8935,28.3079,0.2675,0.6928,0.7232,0.919,0.867,0.7968
WoaMlp-1-run_9-hs_7False-ac_eluelu-epoch_1500-pop_size_50,144.7095,0.0965,0.00069904,144.7379,0.7879,15.803335887655528,1.5461,6.9131,2.6293,0.0478,0.7979,0.7879,0.2031,20.3103,19.4766,0.1935,0.5444,0.7879,0.9396,0.8953,0.8412
