model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"MvoMlp-1-run_0-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",523.0554,0.3487,0.00069118,523.0841,0.6072,14.518671923753754,2.7245,12.8016,3.5779,0.363,2.1618,0.6072,0.5407,54.0693,53.9185,0.4199,0.9593,0.6072,0.8964,0.8661,0.7764
"MvoMlp-1-run_1-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",549.7118,0.3665,0.00122833,549.7405,0.6908,14.125928619356646,2.3969,10.0978,3.1777,0.1944,1.8384,0.6901,0.4505,45.0501,41.4008,0.3759,0.8439,0.6901,0.9107,0.8719,0.794
"MvoMlp-1-run_2-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",585.3067,0.3902,0.00073075,585.3354,0.3352,16.453417640487668,3.9119,24.7064,4.9706,0.4125,3.2777,0.2418,0.7824,78.238,58.4652,0.542,1.3774,0.2418,0.822,0.7716,0.6343
"MvoMlp-1-run_3-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",750.4927,0.5003,0.00067401,750.5237,0.5314,15.950475116274838,3.1347,16.1449,4.0181,0.3937,2.6105,0.5046,0.598,59.803,55.1732,0.467,1.1037,0.5046,0.8782,0.8247,0.7243
"MvoMlp-1-run_4-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",754.361,0.5029,0.00088406,754.3903,0.0731,20.071293726136492,4.5924,33.8008,5.8138,0.9367,3.8261,-0.0373,0.9513,95.132,91.2981,0.6074,1.617,-0.0373,0.7764,0.7832,0.6081
"MvoMlp-1-run_5-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",690.2276,0.4602,0.0014565,690.2603,0.4968,21.63405441187894,3.0045,16.8493,4.1048,0.4429,2.2305,0.4829,0.5479,54.7932,60.5698,0.4331,1.0579,0.4829,0.8678,0.8013,0.6954
"MvoMlp-1-run_6-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",701.6148,0.4677,0.00077629,701.6461,0.311,15.718284818510684,3.6767,22.4821,4.7415,0.605,2.9725,0.3101,0.7463,74.6335,71.5718,0.5239,1.2946,0.3101,0.8491,0.8138,0.691
"MvoMlp-1-run_7-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",720.9906,0.4807,0.00099468,721.0382,0.5793,15.638483381456165,2.9999,15.0926,3.8849,0.5687,2.5058,0.5368,0.5552,55.5214,68.181,0.4473,1.0562,0.5368,0.8796,0.8474,0.7454
"MvoMlp-1-run_8-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",703.0092,0.4687,0.00108862,703.0373,0.542,20.240072857013566,3.2411,18.3024,4.2781,0.671,2.8288,0.4384,0.6063,60.628,76.3931,0.4706,1.1412,0.4384,0.8676,0.8376,0.7267
"MvoMlp-1-run_9-hs_7False-ac_eluelu-epoch_1500-pop_size_50-wep_minmax_(1.0, 0.2)",733.1052,0.4887,0.00095916,733.1418,0.5779,16.721475612417084,3.7182,22.1324,4.7045,0.9135,3.1425,0.3208,0.7288,72.8831,93.1583,0.5313,1.3092,0.3208,0.8468,0.8569,0.7256
