model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
WoaMlp-0-run_0-hs_7False-ac_eluelu-epoch_1500-pop_size_50,137.8404,0.0919,0.00051427,137.911,0.6556,15.760247217097858,2.4841,11.2298,3.3511,0.2254,1.968,0.6554,0.4613,46.1267,44.1152,0.3875,0.8747,0.6554,0.8921,0.8255,0.7364
WoaMlp-0-run_1-hs_7False-ac_eluelu-epoch_1500-pop_size_50,142.0175,0.0947,0.00058603,142.0813,0.767,14.12444443565456,1.8786,7.6916,2.7734,0.0889,1.3827,0.764,0.2994,29.9412,28.2706,0.279,0.6614,0.764,0.9332,0.8854,0.8263
WoaMlp-0-run_2-hs_7False-ac_eluelu-epoch_1500-pop_size_50,141.5465,0.0944,0.00131416,141.6458,0.5481,14.020557875295566,3.0856,15.5916,3.9486,0.2825,2.5144,0.5215,0.6221,62.2059,49.1133,0.4713,1.0864,0.5215,0.8535,0.7786,0.6645
WoaMlp-0-run_3-hs_7False-ac_eluelu-epoch_1500-pop_size_50,137.5256,0.0917,0.00085545,137.5553,0.7426,13.420033117496995,1.9724,8.6619,2.9431,0.0864,1.3156,0.7342,0.309,30.8987,27.5888,0.283,0.6945,0.7342,0.9282,0.8769,0.8139
WoaMlp-0-run_4-hs_7False-ac_eluelu-epoch_1500-pop_size_50,145.2782,0.0969,0.00071669,145.3064,0.7595,16.077599314966385,1.9813,8.0004,2.8285,0.0948,1.4468,0.7545,0.3329,33.2947,30.0407,0.303,0.6976,0.7545,0.9299,0.8791,0.8175
WoaMlp-0-run_5-hs_7False-ac_eluelu-epoch_1500-pop_size_50,142.5092,0.095,0.00094509,142.5366,0.7842,16.18148250193133,1.6331,7.0982,2.6642,0.0561,0.9943,0.7822,0.2412,24.1202,22.1677,0.2276,0.575,0.7822,0.9385,0.893,0.8381
WoaMlp-0-run_6-hs_7False-ac_eluelu-epoch_1500-pop_size_50,140.3884,0.0936,0.00051665,140.4153,0.4694,21.625422311666338,3.3312,17.7323,4.211,0.2906,2.9812,0.4558,0.6097,60.9662,52.9602,0.4917,1.1729,0.4558,0.8089,0.7757,0.6275
WoaMlp-0-run_7-hs_7False-ac_eluelu-epoch_1500-pop_size_50,142.8148,0.0952,0.00060391,142.8419,0.777,13.43663310996998,1.9127,7.654,2.7666,0.0808,1.3844,0.7651,0.3227,32.2693,27.6172,0.2937,0.6735,0.7651,0.9325,0.888,0.8281
WoaMlp-0-run_8-hs_7False-ac_eluelu-epoch_1500-pop_size_50,138.7142,0.0925,0.0005579,138.7406,0.7286,16.887694254173486,2.0851,8.8698,2.9782,0.127,1.4738,0.7278,0.3439,34.3859,33.1576,0.3122,0.7342,0.7278,0.9221,0.8701,0.8023
WoaMlp-0-run_9-hs_7False-ac_eluelu-epoch_1500-pop_size_50,142.1543,0.0948,0.0007441,142.1805,0.7819,17.237876774949324,1.5955,7.1337,2.6709,0.0524,0.9064,0.7811,0.2256,22.5569,20.9299,0.2128,0.5618,0.7811,0.9377,0.8913,0.8358
