model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"GRU-1HL-Gru1HL-run_0-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",324.8315,0.2166,0.25074959,325.1265,0.8158,12.63371170938015,1.5353,6.0091,2.4513,0.0634,0.8405,0.8156,0.2271,22.7114,22.5775,0.2131,0.5406,0.8156,0.9504,0.9119,0.8667
"GRU-1HL-Gru1HL-run_1-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",324.738,0.2165,0.2461493,325.0154,0.8371,12.652325429916381,1.4511,5.3953,2.3228,0.0481,0.7965,0.8344,0.2226,22.2609,20.0161,0.2085,0.5109,0.8344,0.9541,0.9206,0.8783
"GRU-1HL-Gru1HL-run_2-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",319.1813,0.2128,0.21566176,319.4271,0.7471,10.32825669080019,2.3169,10.0272,3.1666,0.1271,1.5483,0.6923,0.4345,43.4486,31.7313,0.3498,0.8158,0.6923,0.9121,0.8695,0.7931
"GRU-1HL-Gru1HL-run_3-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",324.0745,0.216,0.22951126,324.332,0.8217,10.2635308945179,1.9662,7.1931,2.682,0.0856,1.5381,0.7793,0.3467,34.6721,27.9375,0.3105,0.6923,0.7793,0.9406,0.9127,0.8585
"GRU-1HL-Gru1HL-run_4-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",326.5704,0.2177,0.21464109,326.8156,0.8153,12.209977897405622,1.612,6.0593,2.4616,0.0612,1.0311,0.8141,0.2531,25.3136,22.9343,0.2339,0.5676,0.8141,0.9481,0.9077,0.8606
"GRU-1HL-Gru1HL-run_5-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",325.4275,0.217,0.22456193,325.684,0.8267,13.635729262828825,1.5673,5.7424,2.3963,0.0519,1.0345,0.8238,0.2458,24.5827,22.2041,0.2326,0.5518,0.8238,0.9483,0.9143,0.867
"GRU-1HL-Gru1HL-run_6-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",325.3542,0.2169,0.23514152,325.6314,0.8382,12.40032138109207,1.4289,5.2744,2.2966,0.0459,0.853,0.8381,0.2087,20.866,19.6918,0.1974,0.5031,0.8381,0.9554,0.92,0.879
"GRU-1HL-Gru1HL-run_7-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",327.9922,0.2187,0.22429872,328.2505,0.7249,10.726367236971853,2.6818,12.4498,3.5284,0.1556,1.7722,0.618,0.512,51.1985,36.1794,0.4031,0.9442,0.618,0.8993,0.8643,0.7773
"GRU-1HL-Gru1HL-run_8-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",324.5301,0.2164,0.25796366,324.831,0.7977,11.368761556446552,1.7784,6.7391,2.596,0.0774,1.2253,0.7932,0.2902,29.0207,26.4414,0.2643,0.6262,0.7932,0.9433,0.9005,0.8494
"GRU-1HL-Gru1HL-run_9-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",330.5063,0.2203,0.24255395,330.7837,0.8307,13.953611613512038,1.687,6.2608,2.5022,0.0823,1.1537,0.8079,0.2587,25.8692,29.1223,0.2475,0.594,0.8079,0.9474,0.9176,0.8693
