model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"GRU-1HL-Gru1HL-run_0-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",437.978,0.292,0.26124215,438.2665,0.8374,13.382891007959842,1.3186,5.3447,2.3119,0.0359,0.5909,0.836,0.1691,16.9095,16.5823,0.1626,0.4643,0.836,0.9517,0.9214,0.8769
"GRU-1HL-Gru1HL-run_1-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",440.6316,0.2938,0.27325201,440.9379,0.8366,14.213536312580107,1.3888,5.4879,2.3426,0.0421,0.7896,0.8316,0.1882,18.8202,19.2866,0.1815,0.489,0.8316,0.9524,0.9196,0.8758
"GRU-1HL-Gru1HL-run_2-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",441.6917,0.2945,0.26113605,441.9836,0.8434,11.735120233297348,1.4842,5.6527,2.3775,0.0461,0.7662,0.8265,0.2232,22.3242,19.1606,0.208,0.5226,0.8265,0.9541,0.926,0.8835
"GRU-1HL-Gru1HL-run_3-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",446.7281,0.2978,0.22911787,446.9871,0.842,12.844017939269543,1.3566,5.2038,2.2812,0.0392,0.6815,0.8403,0.1804,18.0353,18.1241,0.1734,0.4777,0.8403,0.9557,0.923,0.8821
"GRU-1HL-Gru1HL-run_4-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",446.265,0.2975,0.24139643,446.5338,0.83,14.546422897577285,1.5344,6.2175,2.4935,0.0562,0.9076,0.8092,0.2136,21.3599,23.4256,0.2062,0.5403,0.8092,0.9436,0.9174,0.8657
"GRU-1HL-Gru1HL-run_5-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",444.7544,0.2965,0.24668717,445.0376,0.8421,12.838138467669486,1.3239,5.1877,2.2777,0.0373,0.646,0.8408,0.172,17.2017,16.8513,0.1647,0.4661,0.8408,0.9547,0.9243,0.8824
"GRU-1HL-Gru1HL-run_6-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",450.1608,0.3001,0.26062155,450.4512,0.8403,14.283088926672935,1.3577,5.3737,2.3181,0.0405,0.7261,0.8351,0.1818,18.1773,18.5252,0.1748,0.478,0.8351,0.9523,0.9228,0.8788
"GRU-1HL-Gru1HL-run_7-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",456.2692,0.3042,0.19689107,456.4923,0.8366,13.497768895924091,1.3773,5.3704,2.3174,0.0384,0.7139,0.8352,0.1763,17.6318,17.469,0.1701,0.485,0.8352,0.9515,0.9203,0.8757
"GRU-1HL-Gru1HL-run_8-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",499.1645,0.3328,0.22051668,499.4121,0.8258,14.545141559839248,1.3827,6.0885,2.4675,0.0408,0.687,0.8132,0.1716,17.1552,18.1199,0.1666,0.4868,0.8132,0.9432,0.9146,0.8627
"GRU-1HL-Gru1HL-run_9-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",520.8039,0.3472,0.33013487,521.1773,0.8381,12.679686374366282,1.2943,5.2838,2.2986,0.0339,0.5117,0.8379,0.163,16.3036,15.6956,0.1563,0.4557,0.8379,0.9568,0.9215,0.8817
