model_name,total_time_train,time_epoch,time_predict,time_system,EVS,ME,MAE,MSE,RMSE,MSLE,MedAE,R2,MRE,MAPE,SMAPE,MAAPE,MASE,NSE,Willmott_Index,R,Confidence
"RNN-1HL-Rnn1HL-run_0-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",294.056,0.196,0.23307276,294.3512,0.7484,16.867053293585776,2.2943,12.4375,3.5267,0.1478,1.3826,0.6183,0.3214,32.1448,40.053,0.3048,0.8078,0.6183,0.872,0.8831,0.7701
"RNN-1HL-Rnn1HL-run_1-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",294.7048,0.1965,0.23768663,294.9807,0.8321,11.586328700184822,1.5574,6.0172,2.453,0.0535,0.8655,0.8153,0.2373,23.7266,20.3057,0.2192,0.5483,0.8153,0.952,0.9222,0.8779
"RNN-1HL-Rnn1HL-run_2-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",288.5953,0.1924,0.23883176,288.8603,0.8374,11.963644530773163,1.3509,5.372,2.3178,0.0382,0.6687,0.8351,0.1795,17.9514,16.8727,0.1712,0.4757,0.8351,0.9578,0.9257,0.8866
"RNN-1HL-Rnn1HL-run_3-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",294.4279,0.1963,0.54534936,295.0107,0.8266,10.483831009268759,1.4892,5.7251,2.3927,0.0492,0.7692,0.8243,0.2158,21.5794,20.4939,0.204,0.5244,0.8243,0.9568,0.9257,0.8857
"RNN-1HL-Rnn1HL-run_4-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",295.3301,0.1969,0.20805836,295.5652,0.8414,9.653833047151565,1.4274,5.1713,2.274,0.0428,0.7301,0.8413,0.1967,19.6725,19.2967,0.1889,0.5026,0.8413,0.959,0.9261,0.8881
"RNN-1HL-Rnn1HL-run_5-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",295.367,0.1969,0.22936869,295.6266,0.8294,14.69430014103651,1.615,6.7574,2.5995,0.0724,0.9734,0.7926,0.2209,22.093,25.4992,0.2127,0.5686,0.7926,0.939,0.9177,0.8617
"RNN-1HL-Rnn1HL-run_6-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",291.4702,0.1943,0.23103881,291.7334,0.8322,13.600256037712096,1.4296,5.5284,2.3513,0.0491,0.7893,0.8303,0.1967,19.6688,20.3712,0.1892,0.5034,0.8303,0.9547,0.9195,0.8778
"RNN-1HL-Rnn1HL-run_7-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",295.9059,0.1973,0.22870278,296.1647,0.8494,12.534039078056812,1.3165,5.0637,2.2503,0.0403,0.658,0.8446,0.1706,17.0579,17.7515,0.165,0.4635,0.8446,0.9561,0.9278,0.8871
"RNN-1HL-Rnn1HL-run_8-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",296.7415,0.1978,0.28304458,297.0554,0.8281,11.306936058998108,1.4985,5.9618,2.4417,0.0482,0.7812,0.817,0.2212,22.117,19.5889,0.2072,0.5276,0.817,0.9538,0.9233,0.8806
"RNN-1HL-Rnn1HL-run_9-hs_(20, False)-ep_1500-bs_32-lr_0.1-ac_('elu', 'elu')-op_SGD-lo_mse-dr_(0.2,)",293.8985,0.1959,0.22143149,294.1491,0.8098,12.64291751265526,1.7835,6.824,2.6123,0.0711,1.1997,0.7906,0.2997,29.9743,25.0409,0.2704,0.628,0.7906,0.9444,0.9081,0.8576
